"","Species","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","troph_level","Dim.1","Dim.2"
"1","Abramis brama",82,2.546312456,0.546875558,0.341575092,0.512381063,0.26297763,0.398473812,0.36893787,0.194460833,3.01447933,3.05,-2.31611725873829,-0.111321530337453
"2","Acestrorhynchus lacustris",27,4.289617918,0.616108251,0.44198177,0.560704125,1.171920638,0.548239631,0.193728844,0.168093255,4.340981595,4.3,0.463790592243584,-0.21537066909865
"3","Acestrorhynchus pantaneiro",35.2,4.178191439,0.556195819,0.454465121,0.506526585,1.225987511,0.517677121,0.202195925,0.182729549,3.95635534,4.3,0.0640099930772932,-0.510975671573545
"4","Acipenser fulvescens",274,6.717066703,0.429329131,0.288916469,0,0.260746925,0.510963353,0,0.157251327,4.662817348,3.27999997138977,0.280838932186182,-4.45278662198071
"5","Acipenser transmontanus",610,5.827969707,0.262068614,0.193794643,0,0.203776786,0.407594356,0,0.16240453,4.486984957,3.25,-1.24002553535821,-5.82006236071606
"6","Acrocheilus alutaceus",30,4.271517544,0.413552632,0.414948996,0.313236842,0.281873439,0.583035088,0.219298246,0.14021271,3.539973055,2.13,-0.768732156340216,-0.888312187883908
"7","Ageneiosus inermis",64.8,4.843402617,0.441368551,0.239799389,0.554374794,0.882506301,0.546075194,0.384341556,0.191017425,2.928035757,3.98,0.444340944465609,-1.09602009246292
"8","Agosia chrysogaster",10,4.076567136,0.484752806,0.390921303,0.318027165,0.429127196,0.520074036,0.300734007,0.188719517,1.943681715,2.9,-0.311537632577067,0.31554097229656
"9","Alburnoides bipunctatus",18.5,3.512796769,0.525739563,0.623262053,0.488984023,0.580383492,0.451359456,0.268386674,0.204675647,3.342143807,2.89,-1.24678332004303,1.00241003054956
"10","Alburnus alburnus",25,4.253526855,0.559971056,0.540985824,0.559971056,0.441100168,0.429576461,0.2766026,0.152191702,1.942321838,2.70000004768372,-0.108107860960052,0.374469872010424
"11","Alestes baremoze",43,4.076522054,0.552255315,0.571636146,0.612738565,0.248317272,0.424307539,0.319751575,0.185787999,4.097104898,3.05,-0.699416017933136,0.381812758049227
"12","Alosa alosa",83,3.910500536,0.531244891,0.386758926,0.425779382,0.779108774,0.546883987,0.144566277,0.158360041,3.053753725,2.95,-0.587369060070568,-1.13611009264979
"13","Alosa chrysochloris",50,3.794577156,0.652789513,0.39763413,0.642865555,0.737591048,0.561015951,0.18814041,0.146598491,2.570926861,3.89,0.450819637625824,-0.153472786934794
"14","Alosa fallax",60,3.626264914,0.584315807,0.36249818,0.546593042,0.866203692,0.471669221,0.192536818,0.1380103,3.533629851,4.03,-0.365131472062551,-1.14379413080423
"15","Alosa pseudoharengus",40,3.746848258,0.608067173,0.371959829,0.645928247,0.679863283,0.608870676,0.199791089,0.127512792,2.666674614,3.39,0.287778739422755,-0.11751809610378
"16","Alosa sapidissima",76,3.531895272,0.552868003,0.351030888,0.507560017,0.813165729,0.492453578,0.181367895,0.163029455,3.793900818,3.48,-0.944834373834695,-1.08619292389944
"17","Ambassis agassizii",8,2.758243586,0.510690673,0.496479313,0.604274606,0.555532408,0.598802445,0.307522142,0.230217237,2.792177326,3.3,-1.43442579332113,2.10693029864452
"18","Ambassis marianus",10,2.724461056,0.430526243,0.527202703,0.499904068,0.368851351,0.567915826,0.338685045,0.117670423,2.660641509,3.4,-1.19240484107739,0.651826321107358
"19","Ambloplites rupestris",43,2.514466546,0.524442688,0.385614211,0.417820293,0.497698274,0.607382193,0.342235628,0.196628382,2.313312287,3.43,-1.43912235425493,0.551248141550243
"20","Ameiurus brunneus",29,4.230844064,0.530260362,0.346760551,0.306917386,0.458255224,0.559919101,0.32942065,0.165453434,1.978334006,3.4,0.408489714899069,-0.426013681116008
"21","Ameiurus catus",95,4.408698732,0.510909129,0.26321762,0.443448422,0.390736319,0.603220805,0.273872555,0.1777031,2.376083333,3.18,0.218761489454512,-1.06488592854662
"22","Ameiurus melas",66,4.10148913,0.48507337,0.210539107,0.404241848,0.326590325,0.570236413,0.389497283,0.157155275,2.213600411,3.81,0.337586657760565,-1.22721247949597
"23","Ameiurus natalis",60,5.294514852,0.685748816,0.21082667,0.576156738,0.45424942,0.687800064,0.300934704,0.161264652,1.885352967,3.33,2.05240574384247,-0.119871027344485
"24","Ameiurus nebulosus",55,3.969638561,0.463754674,0.268012891,0.345555201,0.503887887,0.490174198,0.347816005,0.153249389,1.839310528,3.68,-0.112592257130198,-1.4036937845913
"25","Amia calva",109,4.835800737,0.566364057,0.239979202,0.426656985,0.98276816,0.564385118,0.203431917,0.125053001,1.36475708,3.81,1.21638884002941,-1.95915678813312
"26","Ammocrypta clara",7.1,7.183510638,0.425466729,0.590915319,0.157762307,0.659975336,0.570869837,0.425466729,0.14737824,1.933787808,3.3,2.27042258053433,0.0111227888563305
"27","Ammocrypta vivax",7.3,7.64957883,0.689463135,0.482758621,0.457832242,0.578293103,0.735779165,0.511632922,0.109765987,1.637427198,3.3,4.32893044726989,1.50769025014381
"28","Amniataba percoides",18,2.598045877,0.43855936,0.518725926,0.276024412,0.388874074,0.405856357,0.312160659,0.195897189,2.608495982,2.79,-2.5904691389929,0.340287862232627
"29","Anguilla anguilla",133,16.2191429,0.821233167,0.249665422,0.720516313,0.394942594,0.634091873,0.604546774,0.04466753,0,3.55,7.72770769705067,-0.968697860615463
"30","Anguilla australis",130,11.91949332,0.573910584,0.311512112,0.500616174,0.374647383,0.451180832,0.573910584,0.037081167,0,4.28,5.48348968017467,-2.61589198811693
"31","Anguilla reinhardtii",200,8.025158672,0.487382522,0.292541908,0.386335896,0.593610915,0.366791773,0.52447211,0.065195694,0,3.55,2.96423741038848,-2.93027348083482
"32","Anguilla rostrata",152,16.53261822,0.32608484,0.31401802,0.152306862,1.064214618,0.393905601,0.577587199,0.037438892,0,3.83,5.32636416175824,-4.54870109571722
"33","Aphredoderus sayanus",14,3.188930891,0.581351168,0.321428571,0.572288456,0.287946429,0.542793448,0.409644276,0.179561218,2.404761905,3.14,-0.55459982822535,1.16433272491821
"34","Aplodinotus grunniens",95,2.771378151,0.437381228,0.381944444,0.221978663,0.545482639,0.42003019,0.410993707,0.223393187,2.734042553,3.36,-2.23457283395888,-0.731977066591323
"35","Astronotus crassipinnis",24,1.870159451,0.469524186,0.293550852,0.379556226,0.444583617,0.453896945,0.388464319,0.274854635,1.874929584,3,-3.60191303137025,1.17102596855429
"36","Astyanax lacustris",7.7,2.630430971,0.558447672,0.414012739,0.525980351,0.438751592,0.50973695,0.178570269,0.209845244,3.390804598,2.9,-2.14971450713193,1.28445932918705
"37","Astyanax mexicanus",12,2.803642439,0.493886355,0.440611385,0.516996332,0.262159846,0.480657768,0.141085866,0.148993573,2.981330328,3.23,-1.79964414772935,0.0573945759154703
"38","Atractosteus spatula",305,6.670873634,0.61647139,0.35483871,0.61647139,2.51383871,0.406280307,0.359964352,0.094015532,2.15,4.02,2.30760622960784,-2.34190162415313
"39","Auchenipterus osteomystax",39,4.511872786,0.274447167,0.510871577,0.338350825,0.443647502,0.375280785,0.230597834,0.123774153,2.635863467,3.6,-0.839645480182643,-2.28003585799599
"40","Auchenoglanis occidentalis",70,4.28281183,0.546839013,0.210480017,0,0.319455386,0.666999448,0.316571649,0.206441059,3.243004719,2.9,0.0656401807972731,-1.15134673388228
"41","Ballerus ballerus",40,3.038215688,0.453846291,0.42853271,0.440269744,0.380661991,0.351679644,0.303461752,0.173014329,2.800809928,3.21,-2.00873729380496,-0.641373590748533
"42","Barbatula barbatula",21,6.724161164,0.489219782,0.30066,0,0.511750396903118,0.673763644,0,0.144789579,1.754811321,3.28,1.82435159357659,-2.27567615784303
"43","Barbatula toni",16,5.46,0.446466667,0.261306202,0,0.382198539845116,0.573333333,0,0.138528694,1.860930187,2.6,0.330149697217815,-2.31496392731983
"44","Barbus barbus",120,4.068372397,0.371264757,0.23787234,0,0.298638298,0.388291764,0.239724726,0.155661105,2.304620804,3.1,-1.28170404003777,-3.2930338065963
"45","Barbus meridionalis",27,4.429396308,0.627147112,0.369288025,0.389645339,0.424999824,0.529538889,0.303137527,0.195501026,2.20932337,2.93,0.392471391862715,0.353341784376182
"46","Blicca bjoerkna",45.5,2.485815404,0.459238245,0.503950374,0.36573788,0.331276177,0.354092467,0.308156845,0.17880226,2.999490653,3.17,-2.72900260991791,-0.347178370711599
"47","Brycinus imberi",20,2.840258306,0.566828108,0.434038488,0.654249056,0.341940767,0.444691259,0.205236517,0.208475612,3.620893334,3.26,-1.95144441632403,0.787011857032962
"48","Bryconalestes longipinnis",16.4,2.935097033,0.440535356,0.523954547,0.463466429,0.40933949,0.544938657,0.172482712,0.197971734,3.557371748,2.22,-2.33855738115828,0.70728158565985
"49","Brycinus macrolepidotus",53,3.23275153,0.526181128,0.376188172,0.625983886,0.503887097,0.346104464,0.28203234,0.19310107,3.096534887,2.75,-1.97152956546113,-0.197290425359768
"50","Brycinus nurse",25,3.659040535,0.472812653,0.590817334,0.542894173,0.352259051,0.58993576,0.121484654,0.184485626,3.174289642,2.46,-1.12883728537485,0.540796529516957
"51","Brycon orbignyanus",80,2.948655648,0.443177065,0.334315442,0.429664205,0.562938291,0.391881936,0.183062089,0.181159402,2.897504925,2.7,-2.55040121047381,-1.31991604129752
"52","Campostoma anomalum",22,4.069878145,0.540899385,0.2304875,0.204529035,0.4791,0.642188579,0.22954228,0.153619026,2.45290566,2,-0.236693632329532,-0.501459920816622
"53","Campostoma oligolepis",22,3.998786899,0.433969409,0.2075996,0.110064891,0.463607179,0.609792104,0.188743188,0.129409461,2.269095928,2,-0.707899012883394,-1.49383546119924
"54","Campostoma pauciradii",16,4.780208413,0.579396104,0.423519231,0.433485414,0.5,0.566220586,0.317595305,0.18022779,2.238595119,3.22693066405651,0.876450297549903,0.528209733841066
"55","Campylomormyrus tamandua",43,3.634073481,0.433144112,0.298611111,0,0.14462963,0.459578379,0.341194393,0.167,4.213361133,3.2,-1.37990475349736,-1.87184327772779
"56","Carassius auratus",59,2.63423759,0.438711954,0.32616582,0.401780205,0.35966378,0.409389939,0.210317985,0.180506568,2.282849533,2,-3.01565423439099,-0.760921292444329
"57","Carassius carassius",64,2.139643611,0.524307878,0.292355157,0.475862214,0.27207058,0.384168607,0.270874978,0.182361334,1.701818629,3.11,-2.85561836006769,-0.410398475160097
"58","Carassius gibelio",46.6,2.231072982,0.498755109,0.374346839,0.442976697,0.365432552,0.401313767,0.241731916,0.187138726,1.893603243,2.47,-3.07408580106155,-0.0260091651869959
"59","Carpiodes carpio",64,3.337676726,0.383156927,0.324786325,0.144056636,0.384136752,0.407628577,0.157679095,0.167496868,2.607196429,2,-2.49757910676568,-1.9931231124879
"60","Carpiodes cyprinus",66,2.958886063,0.438339662,0.345323741,0.152401953,0.235985612,0.489619365,0.092788153,0.191733432,2.748488331,2.59,-2.42961241189081,-1.56430455140835
"61","Carpiodes velifer",50,2.456127009,0.417264842,0.38966268,0.315598876,0.435958546,0.397542365,0.110083506,0.179895343,1.652119685,2.4,-3.1935217193118,-1.0336867939862
"62","Catostomus catostomus",64,4.983526632,0.484823034,0.342857143,0.147981516,0.460105268413587,0.487893277,0.218586643,0.113768197,2.322806452,2.54,0.177288279929519,-2.16892234250714
"63","Catostomus clarkii",33,4.857338165,0.580539747,0.2170625,0.135292548,0.392163639925265,0.711364041,0.203138894,0.221114175,2.435085741,2.8,0.689059669840715,-0.470588307557621
"64","Catostomus columbianus",30,4.966189472,0.610078423,0.246621622,0.115932379,0.484334123853065,0.610439093,0.231198905,0.125652695,2.682204545,2.77,1.00436421639558,-1.28213022194616
"65","Catostomus commersonii",65,4.477789325,0.500010462,0.308510638,0.075563026,0.393865778781534,0.65561422,0.171247829,0.186912394,2.546542274,2.82,0.0450924782686356,-1.42570513158213
"66","Catostomus discobolus",41,5.519738893,0.595693687,0.164483871,0.20555339,0.496998500226242,0.604053001,0.160853468,0.149770716,2.773463501,2.8,1.01559912635636,-1.70307834241539
"67","Catostomus insignis",80,4.745057498,0.609203977,0.218701095,0.108996153,0.462528374225439,0.762749257,0.155399717,0.213375739,3.223650986,3.2,0.817752341485507,-1.10178474022271
"68","Catostomus latipinnis",56,4.848243379,0.463524695,0.190292308,0,0.422278441185886,0.641823173,0.135266702,0.148675868,2.673334067,2.8,0.196335467937031,-2.49074035415004
"69","Catostomus macrocheilus",61,4.779569155,0.561867301,0.359526324,0.288381205,0.445707207088022,0.678482132,0.176263874,0.187696072,3.860465116,3.13,0.471794601897623,-0.829470447704195
"70","Catostomus occidentalis",60,5.074753486,0.715159097,0.195909484,0.492964197,0.178267824,0.586117122,0.291046795,0.170470624,3.115457206,2.8,1.12523959281318,-0.323480424383354
"71","Catostomus platyrhynchus",25,5.152597764,0.535153703,0.345291662,0.187520873,0.342812933676152,0.588468695,0.195456497,0.184204963,2.898040816,2.30999994277954,0.258501662927186,-0.635773333059192
"72","Centrarchus macropterus",29.2,2.13294544,0.441353568,0.44,0.476740565,0.40224,0.47188954,0.290532952,0.23830257,2.015373078,3.18,-3.04899088247863,0.827900580067428
"73","Chelon auratus",59,4.137897164,0.661537221,0.477387413,0.646485784,0.278860802,0.398701742,0.719973048,0.197242778,3.557240412,2.84,0.175469094069871,1.63549861165889
"74","Chelon labrosus",75,3.918653099,0.534372112,0.421724147,0.495619266,0.21572883,0.392515837,0.617923579,0.168065876,3.044644887,2.59,-0.543592624704624,0.244631447631705
"75","Chelon ramada",70,4.34066076,0.52997701,0.333333333,0.623279002,0.360490196,0.439128975,0.573287182,0.140881139,2.681247434,2.34,-0.0459370988579976,0.0161523051125968
"76","Chondrostoma nasus",50,3.959408526,0.468442813,0.363636364,0.321312998,0.313872727,0.418782789,0.276320498,0.15578047,2.31372549,2,-1.23055091133274,-1.00904400476194
"77","Chromidotilapia guntheri",18,2.576607459,0.586817568,0.243761879,0.318496329,0.301056793,0.693665092,0.383353725,0.225185543,2.109649708,2.6,-1.25640084023077,1.47686691371685
"78","Chrosomus erythrogaster",9.1,3.971773479,0.5051697,0.493843471,0.451721269,0.484669305,0.448229468,0.228614335,0.164036255,2.313126362,2.5,-0.747177334209476,0.491426396747603
"79","Chrysichthys maurus",51,4.644851339,0.578214897,0.364823048,0.177050763,0.389192741806943,0.649367477,0.133498106,0.201903646,2.163791952,2.69,0.361067761658104,-0.629345569481113
"80","Chrysichthys nigrodigitatus",65,4.603114092,0.560279837,0.470932203,0.153887009,0.532216102,0.696348009,0.142379563,0.21467508,2.296621503,3.17,0.584891022096653,-0.454513901903963
"81","Cichla kelberi",58.5,3.223332192,0.554794521,0.231638418,0.404109589,0.776011299,0.606164384,0.397260274,0.205189474,2.287037037,4.4,-0.100220928626146,-0.273240433838957
"82","Cichla piquiti",48,3.249524565,0.624557021,0.190751445,0.452628403,0.64765896,0.607013284,0.431575919,0.222781904,2.03960396,4.2,0.1037429759996,0.374543945711444
"83","Cichlasoma paranaense",9.5,2.096397976,0.563144467,0.265152185,0.39472205,0.208335059,0.630029804,0.331504815,0.319424298,1.76896778,3.3,-2.40688500536953,2.43194143676111
"84","Citharinus eburneensis",18,1.960432519,0.439466415,0.38433779,0.412345643,0.161995453,0.308606724,0.219796987,0.190366198,3.596363339,2.4,-4.42015812165956,-0.0382645352572617
"85","Clarias anguillaris",100,5.462152839,0.505837062,0.310163008,0.33813714,0.627843219107475,0.362685299,0.413231508,0.14135765,2.029617647,3.35,0.682424206011103,-1.94440299985491
"86","Clarias gariepinus",170,6.829192195,0.385256943,0.247510776,0.288181929,0.515375,0.476944102,0.254536001,0.120818078,1.386320396,3.76,1.51592954476282,-3.53502534489415
"87","Clinostomus funduloides",12,3.684902259,0.550593468,0.486884548,0.52750556,0.721684621,0.538532132,0.168629287,0.206180917,2.659113636,2.74,-0.822420763626425,1.02350804192883
"88","Cobitis bilineata",10,6.348097982,0.519076769,0.171414826,0,0.543126648034348,0.627406408,0.141795339,0.1147085,2.64755614787503,3.3,1.74901240629437,-2.1477634177071
"89","Cobitis elongatoides",14.6,7.431527396,0.555087153,0.2689542,0,0.559539694426873,0.761652615,0.113628616,0.15232585,2.035157895,3.3,2.7924439885948,-1.45580102713245
"90","Cobitis taenia",14,6.750121118,0.618919452,0.286353167,0,0.599177642296286,0.802443882,0.161490015,0.114149461,1.9990005,3.3,3.10616980761455,-1.13365410026398
"91","Coptodon dageti",40,2.124324422,0.60512985,0.289971434,0.423569712,0.295694756,0.593237265,0.305739307,0.365538462,2,2.4,-3.08890875508378,2.40212967715604
"92","Coptodon zillii",40,2.518750505,0.604780074,0.2834498,0.360711056,0.267753688,0.615447388,0.348904229,0.280314529,2.642307933,2.51,-2.02535069230204,1.47609887282309
"93","Coregonus albula",48,4.479430556,0.552868056,0.59387889,0.552868056,0.649809399,0.4445,0.267979167,0.150450051,2.909159074,3.05999994277954,0.0402938471018515,-0.0992578165251776
"94","Coregonus lavaretus",73,4.227334121,0.535312147,0.433651344,0.480285458,0.481805498,0.34440707,0.288432317,0.126790896,3.023632403,3.13,-0.496679993893636,-1.34521405621071
"95","Cottus amblystomopsis",21,5.241902423,0.592879257,0.378948617,0.324180634,0.59191974,0.629956229,0.826080922,0.282100735,2.666666667,3.3,1.63336703092131,2.38542830027505
"96","Cottus bairdii",15,4.560691045,0.75187192,0.385627806,0.435251994,0.577723645,0.748890462,0.75187192,0.298745377,2.676038174,3.29,1.94333372213149,3.74778162921513
"97","Cottus caeruleomentum",6.3,5.273302689,0.752451413,0.473960608,0.359083976,0.655333561,0.879260789,0.465441566,0.262260824,2.1806460571991,3.2,2.76995602506628,3.49115173873157
"98","Cottus carolinae",18,4.620302101,0.663106033,0.538563346,0.358147097,0.757011768,0.692045246,0.59219103,0.286074536,2.316485951,3.3,1.43133001392211,2.9426669248858
"99","Cottus cognatus",12.1,5.115932487,0.647497918,0.481879769,0.345713302,0.630734044,0.703465025,0.614783583,0.295193866,1.885733263,3.37,1.86527558953114,2.99576393391902
"100","Cottus girardi",14,5.045457792,0.675350649,0.472381579,0.42861039,0.767232456,0.74025974,0.597428571,0.281547438,3.15060508,3.3,1.7885836534084,3.00167677900596
"101","Cottus gobio",18,5.987026227,0.702836958,0.402236592,0.5019123,0.490233659,0.779231573,0.497334468,0.229832325,2.699277598,3.23,2.73551316694484,2.18280515455077
"102","Cottus perplexus",10,5.227937709,0.678363813,0.525468182,0.377151483,0.516904545,0.696195922,0.605658807,0.270738552,2.212364396,3.2,2.02522082494399,3.14155205582799
"103","Cottus poecilopus",15,4.91996377,0.680627033,0.329981551,0.433467825,0.868717169,0.730855531,0.467701429,0.25230542,2.602694192,2.98,1.54585295035904,2.1281284575179
"104","Cottus rhotheus",16,4.373716866,0.520844539,0.36307513,0.202081802,0.57762516,0.611105219,0.587166006,0.301703517,3.3335,3.37,0.121083999944899,1.55953522490573
"105","Craterocephalus marjoriae",8.5,3.803013435,0.454902979,0.610774049,0.323849984,0.499762864,0.610609859,0.647504627,0.157448505,1.712873238,2.93,0.493665343141723,1.93659924596606
"106","Craterocephalus stercusmuscarum",7,5.209170398,0.374733386,0.616854227,0.43639795,0.384244962,0.640040648,0.549330534,0.121343863,3.416409317,3.2,1.20819724069358,0.928917059684996
"107","Crenicichla britskii",14.5,3.57339549,0.557877507,0.477462538,0.511778465,0.530409841,0.53261022,0.431994383,0.196652595,1.593277108,3.14,-0.101809647471164,1.52971217034591
"108","Crenicichla haroldoi",10,4.044994444,0.666666667,0.281690141,0.488888889,0.410147887,0.788888889,0.438888889,0.197341296,1.149958829,3.2,1.63130363178785,2.11682153109909
"109","Crystallaria asprella",16,7.364824306,0.594280525,0.56639759,0.280001847,0.587650602,0.638746518,0.594280525,0.210502612,2.529490196,3.5,3.05257944846805,1.38592061981917
"110","Ctenopharyngodon idella",150,3.96310134,0.398785288,0.255772415,0.351890272,0.447552663,0.48132923,0.226864539,0.178111854,2.281579999,2,-1.54570395818585,-1.88144453282629
"111","Ctenopoma kingsleyae",24,2.498978571,0.445592857,0.384124309,0.445592857,0.4718311,0.440835714,0.334864286,0.217568892,1.975775424,3.2,-2.42001972119316,0.441023292570562
"112","Culaea inconstans",9,3.998048303,0.436867916,0.588235294,0.507994862,0.42889916,0.56303509,0.409092307,0.183675136,5.065428451,3.19,-0.625715743149318,1.12997385555898
"113","Cycleptus elongatus",93,4.248591938,0.314704258,0.274193548,0,0.210290323,0.402767402,0.158177153,0.148441836,1.934759881,3.1,-1.27157970199755,-3.52178008040142
"114","Cyphocharax modestus",16.2,2.861813512,0.480579203,0.474956366,0.402767802,0.208618231,0.430645322,0.205541199,0.181637614,2.721153846,2.94386803497017,-2.08098481400996,0.151728321771996
"115","Cyphocharax naegelii",19,2.913862901,0.530277683,0.462904441,0.51438423,0.196057676,0.466738579,0.212484661,0.183187597,1.76766234,3.02728877531682,-1.49695804313883,0.579793408253177
"116","Cyprinella analostana",11,4.040034178,0.491922529,0.492905413,0.416872686,0.534253733,0.490583879,0.187878097,0.162729052,2.811663331,3.2,-0.462931067458393,-0.00278578481517117
"117","Cyprinella galactura",15,4.145951222,0.465020717,0.405388971,0.389543416,0.500608083,0.505136484,0.17918649,0.166260006,2.417013423,3.2,-0.426310866369221,-0.51107248425311
"118","Cyprinella lepida",8,3.624058552,0.529035439,0.468262896,0.454329738,0.433195851,0.517784284,0.247876733,0.168338284,2.293701204,3.1,-0.482397165480728,0.763548015786689
"119","Cyprinella lutrensis",9,3.479371938,0.431196217,0.509870558,0.32721418,0.44082163,0.458913598,0.206441166,0.192250141,3.221512519,2.82,-1.65258500447064,0.210799136869424
"120","Cyprinella monacha",11,5.393854454,0.463721223,0.454054765,0.315386373,0.486822065,0.534625892,0.109385254,0.1229732,2.826502693,3.2,0.637159401388366,-1.12082073570232
"121","Cyprinella proserpina",8,4.116649318,0.458700446,0.413335238,0.313484236,0.390778534,0.592865334,0.186182319,0.173418738,2.199970002,3.1,-0.171362363700651,0.0474660974605134
"122","Cyprinella spiloptera",12,3.696972329,0.553650553,0.403492845,0.553650553,0.42249648,0.471444611,0.19916508,0.171389262,2.716643102,2.83,-0.815111879752118,0.427866322178862
"123","Cyprinella venusta",19,4.506285107,0.52538652,0.490818503,0.477607597,0.4390022,0.586050109,0.215064726,0.157524414,2.698508362,3.2,0.420710662124095,0.114745486755746
"124","Cyprinella whipplei",16,4.37251932,0.545951868,0.472292821,0.478992802,0.549636821,0.529429931,0.22427041,0.17938611,2.50534867,3.2,0.144436211810389,0.338624228595753
"125","Cyprinodon pecosensis",5,2.849703418,0.534131017,0.409638095,0.490224405,0.278152381,0.594863776,0.260975237,0.189877218,1.63859062,2.7,-1.16245792229402,1.7585137699431
"126","Cyprinodon rubrofluviatilis",6,3.197665794,0.54054073,0.441087541,0.459508249,0.175761255,0.587791601,0.308106747,0.226641342,1.873054769,2.6,-0.962231532101003,2.03539015492842
"127","Cyprinus carpio",120,3.481135273,0.510936185,0.182045455,0.307949315,0.346172727,0.48104781,0.258020926,0.178656382,2.637145238,3.06,-1.19216339653113,-1.76690454630105
"128","Dionda serena",7.7,3.910789894,0.521779119,0.58928703,0.334462646,0.268601046,0.499438131,0.321345677,0.16547368,1.666612748,2.9,-0.0881348065337112,1.05517655692998
"129","Distichodus rostratus",76,2.719421857,0.401146984,0.396926724,0.260389641,0.254564655,0.288549318,0.22788058,0.16465864,2.491256266,2.57999992370605,-3.12245552019851,-1.70436545869634
"130","Dorosoma cepedianum",57,2.779845316,0.478791768,0.378720949,0.444745653,0.329398187,0.274628915,0.287958974,0.180492429,3.314939167,2.4,-3.03308100972059,-0.766499565257934
"131","Dorosoma petenense",33,2.98532351,0.540722766,0.416666667,0.521677715,0.220087963,0.422007702,0.248845828,0.182166943,2.6905,2.76,-1.81232219720592,0.15989103945336
"132","Eigenmannia trilineata",25,7.332540566,0.519872332,0.238683014,0.467018471,0.394635407,0.429185523,0.321154546,0.060362055,0,3.05,2.55866565217058,-1.92234859890373
"133","Elassoma zonatum",5,3.631456277,0.459604647,0.439387628,0.411120251,0.471297646,0.59838967,0.299132516,0.184478307481403,2.496689569,3.7,-0.233524238086502,0.88717074127081
"134","Enneacanthus gloriosus",10,2.073957733,0.530614596,0.317870588,0.453109366,0.316552941,0.515448288,0.291082745,0.226279656,1.944444444,3.13,-2.62891170618344,1.3952464644968
"135","Enteromius chlorotaenia",9.7,3.886127454,0.440768173,0.586708641,0.294118159,0.372667014778689,0.526676299,0.189127559,0.150093897,2.017189062,3,-0.475873525139998,0.0804110195829657
"136","Enteromius foutensis",9,3.233995825,0.666731338,0.400968283,0.634501812,0.252563103,0.517752237,0.295319618,0.188060174,1.301662144,3,-0.278675907039041,1.86045164366251
"137","Enteromius macrops",16.9,3.354220611,0.559662192,0.516906551,0.400573637,0.360449313,0.486563359,0.355192606,0.153736891,1.576506507,3.04,-0.405203845708847,0.771012966274087
"138","Enteromius trispilos",10.5,3.23138093,0.456079065,0.496785493,0.351671241,0.299792819,0.50792497,0.16728685,0.180796954,1.885255015,3,-1.32215868150985,0.284643461899861
"139","Erimyzon oblongus",38,3.883303898,0.532682945,0.429971816,0.339650323,0.258755354,0.531608309,0.17446167,0.206479227,2.328967997,2.97,-0.643267244296974,-0.239973909945185
"140","Erimyzon sucetta",41,3.291226707,0.461644924,0.337661202,0.332320811,0.25607377,0.530414796,0.135406492,0.188905308,2.40081382,3.05,-1.47069046114655,-0.939896694484814
"141","Esox americanus",39.4,6.450195044,0.744244822,0.372370968,0.640558211,1.327096774,0.681281248,0.155782649,0.088356048,2.237455965,3.65,3.22235881275365,-0.458917321482094
"142","Esox lucius",150,6.005228693,0.621035943,0.264733496,0.459201629,1.280487591,0.625750807,0.165010858,0.106231483,2.459066917,4.07,2.28822335187982,-2.2886667626615
"143","Esox masquinongy",183,6.598839229,0.566998037,0.294387285,0.446873451,1.314136387,0.546651367,0.072206675,0.091179772,2.723833544,4.5,2.22006985259808,-3.36143491381883
"144","Esox niger",99,6.424508474,0.500395009,0.392100069,0.277699107,1.619921565,0.581528463,0.105877443,0.093528785,2.947443182,3.29,1.55225992164193,-2.73576730905101
"145","Etheostoma asprigene",7.1,4.424318551,0.59948383,0.514634511,0.484007041,0.428283432,0.580929901,0.416156702,0.214599498,1.789339988,3.3,0.912188376805652,2.07203483688833
"146","Etheostoma blennioides",17,5.840450977,0.594983726,0.397856401,0.166635401,0.33812632,0.690483337,0.508732519,0.284115291,2.141547981,3.36,1.86910446268053,1.49558829994394
"147","Etheostoma caeruleum",8,3.909328028,0.603726159,0.44752457,0.422691676,0.471627613,0.480023999,0.393179235,0.268192561,2.853544118,3.3,-0.393628946240549,1.87947594024262
"148","Etheostoma chlorobranchium",11,4.085016686,0.689274372,0.343838081,0.441680504,0.424514539,0.569112834,0.477123603,0.191250622781136,1.667593014,3.4,1.09772107978649,1.61084953909
"149","Etheostoma chlorosomum",6,6.82194977,0.655609935,0.422261101,0.311142097,0.368082979,0.666792585,0.427751637,0.18504087,1.898615937,3.2,2.9598809802421,1.39437342121531
"150","Etheostoma cragini",6,4.364342724,0.507232588,0.402444975,0.329034304,0.359969641,0.649999119,0.578607044,0.196705178675613,2.167778485,3.2,0.937078396879241,1.71620147117002
"151","Etheostoma exile",7.2,5.410309656,0.573609863,0.507950352,0.375217039,0.421133848,0.650242996,0.474544328,0.247037081,3.028297082,3.52,1.51053419072338,1.9991465454102
"152","Etheostoma flabellare",8.4,4.08668486,0.506646762,0.3877,0.374191108,0.375,0.540387187,0.43230975,0.249783058,2.329290943,3.24,-0.184245684221469,1.37061826503712
"153","Etheostoma fusiforme",6,5.785706768,0.580092048,0.474648214,0.404914315,0.46159734,0.618786539,0.414669269,0.198482643,1.562044534,3.2,1.96588034908319,1.57756675660237
