"","Species","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","troph_level","Dim.1","Dim.2"
"332","Notropis blennius",13,4.411863971,0.485308824,0.555585648,0.360294118,0.43754644,0.529422794,0.213235294,0.212495219,2.551493024,2.7,-0.403266139137196,0.633175765937776
"333","Notropis boops",9,4.415463857,0.588241998,0.628037292,0.503687473,0.446613781,0.602947772,0.246432012,0.174530709,2.881068136,3.2,0.655722637231341,1.45394249604403
"334","Notropis buccata",10,4.500350911,0.597173697,0.500541964,0.42211822,0.375943987,0.591284255,0.313486358,0.185983774,2.721643143,3.14,0.702347622009824,1.18657238652937
"335","Notropis buchanani",6.4,4.224460615,0.520157999,0.569072966,0.390173014,0.365283031,0.577336191,0.274131346,0.191472527,2.491587815,2.9,0.0681204448612198,1.33235881356545
"336","Notropis cummingsae",7.2,4.828789865,0.54741462,0.696739503,0.535335124,0.41471965,0.528300077,0.241416709,0.163457171,2.997306095,2.9,0.505870388477695,1.36338420982491
"337","Notropis dorsalis",8,4.755889671,0.592741784,0.514020366,0.451298122,0.402494917,0.563399061,0.330985915,0.14427774,2.20571941,2.86,1.02065829638256,1.07728248917
"338","Notropis girardi",8,4.304976598,0.470541834,0.463016082,0.271872316,0.457057202,0.473618245,0.239775974,0.225314147,2.494626094,2.9,-0.676016004761247,0.420201789427357
"339","Notropis greenei",8,5.13485923,0.510548683,0.625825588,0.358737512,0.514542437,0.653999386,0.240535931,0.188988902,3.054161469,2.9,0.826244024317596,1.12851621258618
"340","Notropis hudsonius",15,4.335802447,0.577618018,0.586121929,0.394397688,0.53222249,0.527457146,0.278188792,0.178362481,3.01540197,2.11,-0.206815731930193,1.08426801831644
"341","Notropis hypsilepis",5.1,5.159183673,0.587690824,0.577958408,0.381488028,0.51327457,0.608902459,0.284043066,0.149849247,2.388759035,2.9,1.36460192192998,1.28086298118293
"342","Notropis jemezanus",8,5.002972245,0.539546209,0.511304831,0.567315072,0.464952804,0.628287959,0.222332305,0.141150761,2.500490858,2.9,1.0331590523772,0.837255354620504
"343","Notropis leuciodus",8.2,5.237580516,0.56311308,0.552884459,0.431556014,0.490829567,0.647307708,0.19997474,0.173104477,3.32486315,2.9,0.992549065111728,0.925869630762234
"344","Notropis longirostris",6.5,4.631923519,0.467156084,0.374596491,0.219899925,0.443820663,0.585520188,0.160229369,0.136147958,2.601923011,2.9,0.211018088045927,-0.584031478428107
"345","Notropis lutipinnis",8,3.751552795,0.552795031,0.516551555,0.506248447,0.594723633,0.468984472,0.239149068,0.18355298,2.388367327,2.9,-0.61189709847379,1.0740381942561
"346","Notropis ortenburgeri",5.5,5.053118308,0.5178445,0.691651674,0.496569206,0.416127159,0.617009746,0.260644203,0.144306714,3.134608853,2.9,0.960955693632298,1.38014120764977
"347","Notropis photogenis",14,5.463603929,0.585904968,0.549783178,0.533865213,0.547365084,0.60305388,0.2412222,0.153500643,3.204917646,3.27,1.39016629469463,0.593596584883166
"348","Notropis potteri",11,4.326201219,0.633569453,0.458363414,0.449953908,0.454781474,0.582439798,0.322158071,0.151447466,2.326955751,2.8,0.765108331613888,1.08478988245828
"349","Notropis procne",7.2,5.108250996,0.551155378,0.678988095,0.398086964,0.33839881,0.477264592,0.318176395,0.158164431,3.411640112,2.78,0.538044619197857,1.06064416441547
"350","Notropis rubellus",9,5.016944915,0.54699033,0.487001919,0.529914009,0.53565341,0.658111413,0.256436472,0.178925117,2.834846559,3.08,1.02499606988824,1.07004657514965
"351","Notropis sabinae",6,4.159241844,0.550176935,0.403261155,0.22491638,0.438327343,0.552959426,0.262979301,0.13911726,2.115480769,2.9,0.284246131528879,0.225014066283727
"352","Notropis shumardi",10,4.429293535,0.502299634,0.580134755,0.433810612,0.622896953,0.598237004,0.223788797,0.155853675,2.811185793,2.8,0.216431946351473,0.7126438866429
"353","Notropis simus",10,3.929895783,0.470593978,0.5073978,0.377222028,0.414465199,0.561411359,0.228389889,0.194915237,2.357479543,2.8,-0.56398228173824,0.690531023524389
"354","Notropis spectrunculus",8,5.748963602,0.469444705,0.553627415,0.289446852,0.482526952,0.644009016,0.22366744,0.15952818,2.965551086,2.9,1.14022149596138,0.225152126454656
"355","Notropis stramineus",8.2,4.098217251,0.530547179,0.545412046,0.382686611,0.433057164,0.511484251,0.263745898,0.162641024,2.623525246,2.37,-0.367566845599106,0.893366273435955
"356","Notropis telescopus",12,4.913813989,0.474462099,0.664347465,0.465822347,0.435420446,0.632400351,0.21795825,0.20870442,2.81408461,2.8,0.346990391823154,1.2232137951456
"357","Notropis texanus",9,4.131146466,0.504110622,0.596754943,0.454914304,0.39678962,0.508208949,0.282784567,0.186456357,2.52055208,2.49,-0.442824633106369,1.23097501768984
"358","Notropis volucellus",8,4.558079537,0.56716108,0.523342476,0.389204387,0.401417697,0.569783571,0.310058387,0.168098617,2.963439017,2.98,0.552838587106288,0.99928151800365
"359","Notropis wickliffi",7.8,4.46689273,0.493378546,0.670189454,0.382279589,0.414996056,0.582374389,0.195558959,0.186355288,2.833925703,2.9,0.0530597408770665,1.07142662977276
"360","Noturus eleutherus",13,4.902231525,0.697224123,0.242960806,0.338015503,0.360996561,0.650365289,0.45447817,0.159471416,1.71407658,3.3,2.04529237462677,0.807498180112876
"361","Noturus exilis",15,6.620914776,0.678776497,0.287178136,0.527264325,0.51602213,0.709078932,0.430447949,0.131433026,1.779008149,3.4,3.36632569840674,0.646098994517926
"362","Noturus flavus",31,5.364153798,0.586166815,0.349859803,0.264218641,0.259227838,0.668075602,0.412320181,0.167163925,1.797630435,3.24,1.87562639681755,0.0283692682034299
"363","Noturus gyrinus",13,4.965583889,0.565012387,0.274446036,0.276521888,0.246374816,0.5461886,0.406554792,0.169448411,1.468282046,3.34,1.22094013193115,-0.0208233253208621
"364","Noturus insignis",15,5.793562587,0.597817964,0.258113539,0.320694012,0.385805791,0.674102254,0.456515536,0.171038339,1.483221477,3.31,2.34136022196359,0.395045334249398
"365","Noturus leptacanthus",9.4,4.709688172,0.715053763,0.218174757,0.478526882,0.301126214,0.553763441,0.57011828,0.122119584,1.621705735,3.3,2.03627952270641,1.02719277395772
"366","Noturus miurus",13,5.014047048,0.56022652,0.380338744,0.301120075,0.297597651,0.66386591,0.236855228,0.187896571,1.783658045,3.5,1.3341686271089,0.214596773522889
"367","Noturus nocturnus",15,6.272227938,0.660394517,0.271097744,0.344339476,0.542706767,0.691131689,0.462268367,0.14921107,1.605586843,3.4,3.03480643048507,0.464892793448897
"368","Oncorhynchus clarkii",99,3.866290382,0.657989198,0.18156312,0.70149116,0.812631516,0.561969539,0.295372203,0.130168915,2.274087444,3.89,0.717010490378863,-0.836717121888009
"369","Oncorhynchus kisutch",108,3.952524244,0.569324567,0.296599751,0.482902796,0.837734123,0.581876792,0.257360533,0.153700295,2.717114626,4.18,0.439570114737557,-1.27329603582426
"370","Oncorhynchus masou",79,4.0271649,0.620476307,0.194426635,0.617870034,0.844826008,0.589889529,0.325828649,0.156226308,2.557863999,3.6,0.566685009783871,-0.571306692248427
"371","Oncorhynchus mykiss",122,3.945403278,0.603331072,0.318734538,0.50286397,0.825899299,0.525988454,0.243535353,0.155970227,2.650049006,4.08,0.310786877886169,-1.241828226061
"372","Oncorhynchus tshawytscha",150,3.933571435,0.520788792,0.282991516,0.477860592,0.863472728,0.55844327,0.217770717,0.149391074,3.091758881,4.4,0.127139631263149,-1.97140788701308
"373","Opsopoeodus emiliae",7,4.931075561,0.494115073,0.660138943,0.520208513,0.386646763,0.544727582,0.245908636,0.149960907,3.570188967,2.88,0.376668960393618,0.930080670352069
"374","Oreochromis aureus",46,2.487046248,0.59197164,0.324630069,0.464649112,0.2161608,0.489498561,0.385858656,0.319512947,2.383391003,2.06,-2.80111059549705,1.92912298206152
"375","Oreochromis mossambicus",39,2.202916678,0.558858251,0.221400067,0.500847926,0.325302982,0.571703629,0.280433988,0.349541403,2.333975575,2.17,-3.35229812366386,1.93298106325942
"376","Oreochromis niloticus",64,2.661180001,0.529411566,0.328973443,0.440296211,0.333174359,0.457829901,0.392379683,0.29965704,2.545328124,2,-2.86235364635422,1.2001130936527
"377","Osmerus mordax",36,5.633480849,0.637819573,0.432381904,0.57449545,1.12371962,0.556041537,0.249461082,0.137254391,3.794753663,3,1.28828559801556,-0.212394713512424
"378","Oxyeleotris lineolata",45,5.194266076,0.520187599,0.418052205,0.359965891,0.680380779,0.594465045,0.617204357,0.206586059,2.238214286,3.7,1.51818066191575,0.516259157622648
"379","Pachychilon pictum",20,3.757233828,0.457590199,0.45480303,0.43636652,0.273151515,0.550830837,0.176123987,0.162700916,2.246286371,2.78,-0.76084893741468,-0.14899583491178
"380","Papyrocranus afer",80,5.202131569,0.505145167,0.414487123,0.43005289,0.801062751,0.559313232,0.15051212,0.115276519,0,3.15,1.28709359175813,-1.5194936569944
"381","Parachondrostoma toxostoma",30,4.39650385,0.547940595,0.432179532,0.465760725,0.293643431,0.438372109,0.236337246,0.156697815,2.624828153,2.79,-0.250809805874412,-0.41154109322014
"382","Perca flavescens",50,3.652181983,0.487982482,0.388464514,0.401412646,0.598923125,0.47006921,0.329288079,0.179624041,2.606796623,3.67,-0.640777578395799,-0.68509131387676
"383","Perca fluviatilis",60,3.284140914,0.5129916,0.360131605,0.436473059,0.650261995,0.508425097,0.361675652,0.183462986,3.009296765,4.35,-0.571162154051837,-0.617244505971732
"384","Percina aurantiaca",18,5.14418443,0.560296743,0.41219592,0.27568063,0.502854934,0.531325549,0.468611247,0.17905916,1.793048505,3.5,1.37020369914318,0.282377277177392
"385","Percina caprodes",18,5.775148098,0.628528375,0.479622892,0.404940529,0.635883545,0.576084356,0.461919436,0.145956066,2.890723393,3.43,2.10207532227472,0.587558603775346
"386","Percina carbonaria",13,5.668790339,0.511741796,0.409373428,0.212973957,0.468730577,0.624387269,0.467740669,0.20456983,2.140746119,3.4,1.61530676373061,0.513552568547203
"387","Percina copelandi",7.2,6.034443811,0.709400057,0.477850746,0.443383939,0.34458209,0.681753429,0.49459685,0.246038638,2.391304348,3.34,2.55777121843602,2.66190279073609
"388","Percina evides",10,5.124446544,0.585306292,0.404089552,0.341169123,0.568343284,0.536442028,0.476760851,0.23605686,2.768284715,3.4,0.979530391538638,1.2424040875248
"389","Percina macrolepida",11,6.174931563,0.635069562,0.500318081,0.464994188,0.499762276,0.55999175,0.390122623,0.176974243,2.482690849,3.4,2.14337013769119,1.0353663260007
"390","Percina maculata",11,5.436294118,0.549215686,0.542362541,0.372678922,0.557440877,0.578514706,0.392279412,0.177563832,2.900705953,3.95,1.6223621570982,0.661422265218549
"391","Percina nevisense",77.7,6.646218703,0.609755137,0.636676923,0.32926541,0.820261538,0.640230089,0.500068948,0.197946245,2.302605849,3.4,2.63799411213545,0.684457273959778
"392","Percina nigrofasciata",11,4.780179466,0.599102672,0.4262934,0.396695751,0.51330899,0.504040454,0.396801101,0.197599589,2.115028623,3.4,0.888693517278481,0.902311826659968
"393","Percina peltata",9,5.686376916,0.50917217,0.564675991,0.31363672,0.516366425,0.595732495,0.42729594,0.250752097,2.526659088,3.4,1.24023248459246,1.48419601549054
"394","Percina phoxocephala",10,5.676371498,0.521565625,0.547276906,0.336492208,0.380779635,0.576101252,0.398360508,0.202945723,2.63139722,3.4,1.37341433698151,0.926480059081433
"395","Percina roanoka",8,4.725526417,0.615035242,0.450236913,0.38959068,0.512124125,0.579892836,0.469027782,0.214435425,2.503407221,3.3,1.09172277271359,1.72994220649563
"396","Percina sciera",13,5.120752544,0.535692706,0.461411023,0.28682921,0.464734902,0.603417895,0.451352574,0.177652092,3.077200213,3.2,1.13947308327747,0.63567472775341
"397","Percina shumardi",8,4.604824674,0.49908513,0.439712863,0.265235331,0.428965772,0.59230454,0.417899003,0.211034959,2.5489454558105,3.36,0.574475531806328,0.91945331174686
"398","Percina squamata",13,5.847554292,0.557931424,0.467112598,0.363156813,0.725360812,0.568421593,0.479387888,0.192395446,2.100896272,3.4,1.81713734808872,0.872257613476724
"399","Percopsis omiscomaycus",20,4.78938995,0.498044927,0.405373194,0.22581368,0.317208007,0.780258809,0.227225366,0.203748974,3.416359754,3.38,0.857009010485679,0.046005741321095
"400","Petrocephalus bane",20,2.929555962,0.547940243,0.29798331,0.349684309,0.20402972,0.471329009,0.369203699,0.188928898,3.643730428,3.2,-1.57610285742479,0.130467614131683
"401","Petrocephalus bovei",11.2,2.983294342,0.434597698,0.325377944,0.221954524,0.115620481,0.498823104,0.238672712,0.170878018,4.67648896,3.25,-2.08888021741817,-0.690202648720297
"402","Petrocephalus pellegrini",9.1,3.191945392,0.541231919,0.300103525,0.289283276,0.14015811,0.552601983,0.334601008,0.150692157,3.637156722,3.2,-0.855313613268385,0.13109140243572
"403","Phenacobius crassilabrum",11.2,5.138731528,0.651147426,0.392192289,0.33501663,0.289757899,0.567417949,0.302340416,0.137795386,2.405745923,2.9,1.40274841691734,0.3312829307044
"404","Phenacobius mirabilis",12,4.756886544,0.558431964,0.373708216,0.284658877,0.423618878880007,0.603279306,0.226709386,0.174021911,2.451021348,2.9,0.606064423338797,0.0733942214236794
"405","Philypnodon grandiceps",12,5.898038854,0.615209105,0.584814692,0.556163697,0.589157558,0.716695462,0.651464595,0.190185774621113,2.382077808,3.75,2.97801206536571,2.50908202607293
"406","Phoxinus phoxinus",14,4.854359173,0.453321275,0.46132951,0.257509475,0.386550293,0.530481051,0.262041559,0.151901614,2.332147296,3.2,0.400088728395169,-0.569420023037127
"407","Piaractus mesopotamicus",40.5,1.888372838,0.585049151,0.267820245,0.605192872,0.366959883,0.319446367,0.287096413,0.178101549,3.609049769,2,-4.08307705541501,0.346395557626262
"408","Pimelodus maculatus",51,3.475922695,0.586058723,0.278777709,0.381957103,0.255517703,0.483357093,0.264335239,0.183944643,2.584526744,2.87,-0.921032171300302,-0.502252255865164
"409","Pimelodus mysteriosus",14.3,3.541743663,0.482508622,0.36288069,0.287797745,0.282395266,0.485584893,0.184019744,0.246808143,2.297624045,3.2,-1.36281553458372,0.0799033574970224
"410","Pimelodus ornatus",38.5,4.645097729,0.463630609,0.409653846,0.131004194,0.269538462,0.617235103,0.095877186,0.172069554,3.459891892,3.3,-0.0379722355244449,-1.58525508775834
"411","Pimephales notatus",11,4.549617512,0.529953917,0.458908922,0.354958525,0.349098526,0.534582949,0.216785714,0.126774216,2.750049938,2.66,0.220635673162183,-0.129863024980533
"412","Pimephales promelas",10.1,4.419253879,0.499082302,0.516243507,0.397517777,0.32945194,0.613863701,0.194594175,0.163325407,2.395224609,2.42,0.0606879768024789,0.622686762144963
"413","Pimephales vigilax",9.2,4.293308881,0.607769556,0.487987952,0.456046247,0.386012048,0.586568293,0.282704716,0.183721189,2.600928261,2.6,0.320642988235617,1.39556582144352
"414","Pinirampus pirinampu",120,4.167708769,0.516623425,0.132421312,0.373729492,0.35884918,0.418375817,0.226115101,0.240982705,2.684394001,4.5,-0.536260145832196,-2.10790836691443
"415","Plagioscion squamosissimus",80,3.203027476,0.567241063,0.248132678,0.431235432,0.803237876,0.492967342,0.409425272,0.229748812,2.244233396,4.35,-0.580923236847077,-0.327965484259773
"416","Platichthys flesus",60,2.239534821,0.610478062,0.320122103,0.51860754,0.395850984,0.30865788,0.464029012,0.137147459,2.357198818,3.32,-2.14988028345769,-0.111215711620495
"417","Platygobio gracilis",32,4.547991648,0.595280425,0.349117641,0.488371612,0.082840745,0.480877762,0.290223885,0.187584091,2.224203397,4.17,0.736163525475614,-0.358298817252255
"418","Plecoglossus altivelis",70,4.970706815,0.5077998,0.331949161,0.399687572,0.992565723,0.582101876,0.191418408,0.146319714,2.648157856,2.78,0.399936221312042,-1.36692430476425
"419","Poecilia reticulata",6,3.86705408,0.659657349,0.584171753,0.807199679,0.36811734,0.548578675,0.45266202,0.149295456,1.692986634,3.2,0.961578668876093,2.79688116592104
"420","Polyodon spathula",221,6.777881589,0.56573728,0.388798331,0.180349298,0.536784682,0.37708989,0.221438172,0.109281629,4.379741505,3.4,1.09610934050796,-3.39294593593731
"421","Polypterus endlicherii",63,7.101537865,0.359830535,0.402841894,0.256231613,1.264282658,0.391133933,0.291146265,0.133140943356452,1.446052794,3.77,1.37249275516968,-2.78534357968102
"422","Pomoxis annularis",53,2.66638235,0.459940079,0.437037037,0.448093767,0.5383,0.483815476,0.294835359,0.218336949,2.588013511,4.39,-1.69723231818182,-0.232471907080671
"423","Pomoxis nigromaculatus",49,2.141887124,0.518641217,0.344596161,0.502919306,0.633842782,0.439424956,0.335282932,0.207328124,2.499158356,3.81,-2.53980052397951,0.160395708372729
"424","Ponticola kessleri",22,5.302394904,0.782304661,0.301847685,0.59088589,0.690066135,0.748637171,0.644643623,0.19522075,2.441021584,3.47,2.99852001348555,2.34996884712848
"425","Prochilodus lineatus",80,2.828849779,0.426769483,0.298327306,0.327516028,0.345203998,0.416240765,0.209993334,0.185833916,2.844715051,2.18,-2.88266164670904,-1.28788133149351
"426","Prosopium williamsoni",70,4.583854105,0.551628096,0.435587499,0.339090394,0.376269815,0.449841494,0.30261657,0.117593535,3.534597133,3.66,0.383312873641278,-1.55493489217386
"427","Proterorhinus semilunaris",9,4.820905351,0.724972731,0.349765636,0.476977486,0.552976379,0.757464735,0.571883397,0.222763531,2.042634775,3.3,2.31371877276463,2.77670965168685
"428","Pseudomugil signifer",7,3.876659906,0.518817624,0.732767857,0.644360219,0.511410714,0.513917057,0.615048593,0.200663782,2.772148541,2.86,0.0296433546318445,3.12485524447243
"429","Pseudoplatystoma corruscans",166,5.702070183,0.557016508,0.204420998,0.299215207,0.711140705,0.461477128,0.296676645,0.124615156,1.976140292,4.5,1.68007786758858,-2.9788194877421
"430","Pseudorasbora parva",12.5,4.215011163,0.496265565,0.4223579,0.510742615,0.277717671,0.515789975,0.255900356,0.150239916,2.273507293,3.06,-0.0348792471805274,0.107089415341626
"431","Pterodoras granulosus",70,3.932265822,0.570973785,0.194019218,0.426367871,0.411622763,0.345742966,0.301547976,0.184013944,3.128756315,2.55,-1.25210194679171,-1.21474112472416
"432","Pterygoplichthys ambrosettii",50,4.283524904,0.632183908,0.144444444,0,0,0.689655172,0,0.256452594,2.035914286,2.93399529779397,-0.0370425272297218,-1.15056753628167
"433","Ptychocheilus oregonensis",63,4.717848815,0.55186264,0.485930127,0.439830375,0.779116278,0.531132522,0.311312769,0.148915886,2.650891211,4.21,1.05747898785763,-0.793703340412531
"434","Pungitius pungitius",9,5.04464615,0.507155518,0.547368421,0.518242705,0.427452632,0.565065845,0.474768323,0.155576596,6.947578947,3.32,0.333506332045437,0.810881582254908
"435","Pungitius sinensis",9,5.736225204,0.430843613,0.587860135,0.340156342,0.482516817,0.569626316,0.375599837,0.178366959,6.121077912,3.5,0.509765800161576,0.147125012347819
"436","Pungitius tymensis",7,4.771555706,0.479554498,0.48926179,0.390152053,0.557208739,0.527692909,0.483568992,0.185057052950853,3.477369473,3.4,0.501143297495974,0.951117368359659
"437","Pylodictis olivaris",155,5.056725809,0.611500816,0.291049242,0.413166319,0.346359848,0.540694424,0.318137226,0.15538586,2.055963225,3.78,1.32945559949406,-1.44413918029292
"438","Raiamas nigeriensis",11.1,3.944408641,0.594080439,0.468130124,0.571356964,0.6966411,0.451247166,0.269447428,0.171197149,2.752050799,3.3,-0.18071980740151,0.765499589191796
"439","Raiamas senegalensis",24.5,4.552228283,0.652615434,0.448011971,0.537125682,0.772424113,0.57862382,0.245414177,0.174530071,3.614775261,3.4,0.719647045705702,0.490808941291669
"440","Retropinna semoni",10,5.632208197,0.644816338,0.507198667,0.614536945,0.607021565,0.680683591,0.193050631,0.148141527,2.998392031,2.78999996185303,1.75857417298734,1.16468824782654
"441","Rhadinocentrus ornatus",6,3.904247406,0.435421117,0.496855142,0.553593226,0.484243289,0.588266707,0.516611993,0.204323242,2.387669774,2.98,-0.134036256793602,2.01126882014011
"442","Rhamdia quelen",47.4,4.453269619,0.595465505,0.262375713,0.349994274,0.275896287,0.516014724,0.350887767,0.148567904,1.815849912,3.92,0.983494720891259,-0.997040149365604
"443","Rhamphichthys hahni",27,9.101963491,0.614852134,0.161348803,0.320404431,0.893824027,0.456827358,0.385430829,0.149581694799862,0,3.2,3.41407816166019,-1.35786387588371
"444","Rhaphiodon vulpinus",80,5.364528172,0.713033317,0.337631262,0.863975115,0.875671259,0.664698482,0.333604095,0.199156718,2.732640924,4.5,2.357183761083,0.617251031553232
"445","Rhinichthys atratulus",12.4,5.437357579,0.571343077,0.452439846,0.344501988,0.397283022,0.588317285,0.36548126,0.171886715,2.019528178,3.05,1.4722187194257,0.619840251897251
"446","Rhinichthys cataractae",22.5,4.932028455,0.638211382,0.27603937,0.325227642,0.476622047,0.516260163,0.353682927,0.202798367,2.297395749,3.2,0.862013426323199,0.0823338485536137
"447","Rhinichthys cobitis",6,4.645239339,0.538162272,0.371885755,0.274806852,0.462217254,0.467364109,0.343515438,0.177896681,2.550329871,3,0.20741348204455,0.329299479598052
"448","Rhinichthys obtusus",8.8,4.646685036,0.483390035,0.400876725,0.208063881,0.393683087,0.500295226,0.267277737,0.177196788,2.149467449,3.13,0.138548474941974,-0.246041695920249
"449","Rhinichthys osculus",11,4.540828476,0.540867386,0.448538764,0.268593241,0.266308863,0.529237127,0.322954685,0.203140183,2.461444101,2.93,0.182401856218303,0.592138185620387
"450","Rhinodoras dorbignyi",50,4.089613542,0.521251924,0.188224764,0.062368598,0.312922708354361,0.544844702,0.245887249,0.245107522,2.76543229663468,2.7,-0.876385814722138,-1.0617856698022
"451","Rhodeus amarus",11.2,2.460751434,0.460064888,0.509007617,0.384101293,0.378283554,0.3342143,0.250959949,0.135593304,2.319255319,2.95,-2.58621312246774,0.0056427032414159
"452","Rhodeus sericeus",11,2.746430983,0.506974342,0.449856821,0.420093153,0.37689776,0.397029074,0.296229468,0.170444543,2.316537397,2.11,-2.31222967876432,0.804676101749296
"453","Rhynchocypris lagowskii",24,4.766317704,0.583910904,0.544445503,0.480404626,0.546345593,0.498059597,0.301134332,0.160565939,2.146628682,3.5,0.896405753100334,0.299774559979002
"454","Richardsonius balteatus",18,3.696498403,0.498412141,0.544980226,0.492022364,0.517008198,0.498444089,0.204498403,0.163355529,3.20514474,3.41000008583069,-0.686358737496294,0.106482276780172
"455","Roeboides descalvadensis",9,2.656548351,0.504732997,0.442588346,0.53883644,0.492445489,0.453558901,0.167424225,0.164694479,3.967018306,3.33,-2.2175536955338,0.367085950863541
"456","Rutilus rutilus",50.2,3.218972304,0.455062235,0.431532266,0.379343846,0.344102056,0.417817861,0.250272659,0.161840208,3.213864568,2.96,-1.80923831886947,-0.944097857982134
"457","Salaria fluviatilis",15.4,4.696455446,0.730257426,0.255084507,0.345336634,0.543676056,0.702970297,0.582831683,0.189361263,2.399029522,3.5,2.18322729909325,1.55272468964722
"458","Salminus brasiliensis",100,3.525181427,0.657023123,0.201008239,0.588380768,1.007711704,0.46222668,0.198717076,0.15254013,3.119617594,3.79,-0.408797398676204,-1.28212952518296
"459","Salmo salar",150,3.956530893,0.467510023,0.20859375,0.424334804,0.81703125,0.421093263,0.244620095,0.124212585,3.076443168,4.5,-0.328301515338809,-3.00198043745205
"460","Salmo trutta",140,4.174222302,0.605609036,0.304057662,0.520692859,0.874308435,0.463962026,0.25498346,0.141035041,2.274147539,3.36,0.154586941053601,-1.38099644936935
"461","Salvelinus alpinus",107,4.256032317,0.640026718,0.271921287,0.54224371,0.747663551,0.477158943,0.324259677,0.168286183,2.865442308,4.39,0.677072856081526,-1.08708474145568
"462","Salvelinus confluentus",103,4.751996437,0.542076294,0.358564628,0.474801947,1.013808079,0.571426299,0.231077599,0.140606588,2.636038268,3.72,0.8183401542191,-1.43525046427876
"463","Salvelinus fontinalis",86,3.471882099,0.6354576,0.320154569,0.56764812,0.937220636,0.438863261,0.277230417,0.153272033,2.280604817,3.31,-0.476864590225859,-0.588859313520263
"464","Salvelinus leucomaenis",120,5.370258302,0.575532433,0.345898526,0.534689525,1.023295724,0.539968655,0.254158652,0.129873258,2.768748627,4.35,1.57398664900303,-1.75000759593259
"465","Sander canadensis",76,5.08365374,0.491267055,0.347475989,0.342916634,0.812139047,0.53014187,0.252316637,0.14582914,2.781518148,4.06,0.856911650185009,-1.91316402700065
"466","Sander lucioperca",100,4.436274074,0.388211694,0.493332767,0.228995964,0.653749788,0.380940055,0.34755846,0.146019498,3.388258784,4.04,-0.424911380943731,-2.26000793040943
"467","Sander vitreus",107,4.535254447,0.514283368,0.404434821,0.346393314,0.744350786,0.485716632,0.417830685,0.140581441,2.900798477,4.47,0.833058502263797,-1.56321909743539
"468","Sarmarutilus rubilio",25,3.441458967,0.537126999,0.481140673,0.463005154,0.357998127,0.417634465,0.263480904,0.187417632,2.241986673,2.84,-1.18822789328376,0.318405073679533
"469","Sarotherodon galilaeus",41,2.026456221,0.570146872,0.277301603,0.41552066,0.196892541,0.479645961,0.395698647,0.340580373,2.236462026,2.35000000635783,-3.57402554377955,1.99539733295991
"470","Satanoperca pappaterra",27,2.46518696,0.675117891,0.262648864,0.296835658,0.367425205,0.727102329,0.3483284,0.322676508,2.162893318,2.77,-1.46881524185607,2.39762326412266
"471","Scaphirhynchus platorynchus",108,12.1152202,0.697987161,0.299085821,0.159404118,0.865741492407574,0.776732795,0.391264654,0.139736973,4.861384615,3.5,4.96674991334051,-1.70484834214881
"472","Scardinius erythrophthalmus",51,3.005719096,0.517721457,0.443946643,0.511645125,0.342106838,0.442462444,0.292714738,0.179402632,3.098780467,2.89,-1.7583882486714,-0.0241359154508583
"473","Schilbe intermedius",60,4.310122264,0.616508377,0.417352722,0.675550406,0.499243415,0.422250138,0.35772842,0.17175585,3.028044792,3.6,0.212886785330468,-0.0298024537099071
"474","Schilbe mandibularis",50,3.929389776,0.396023576,0.383648847,0.396023576,0.448706839,0.441556721,0.299607803,0.17770333,2.837652163,3.44,-0.99618109412168,-1.24167517061823
"475","Schilbe mystus",40,3.269593316,0.513240665,0.246206739,0.549358521,0.433229841,0.363339133,0.41118398,0.150814118,2.419046512,3.45,-1.12543339952859,-0.716284947144533
"476","Schizodon altoparanae",32.2,3.870181762,0.470198591,0.427360808,0.393286789,0.245594811,0.414795053,0.266384592,0.154091706,2.091749933,2.5,-1.01421423955839,-0.619311176050821
"477","Schizodon borellii",36,3.519467467,0.48774165,0.578426641,0.589692946,0.229172539,0.392511947,0.241318143,0.167484538,2.53956905,2.4,-1.52441937131422,0.23650593155113
"478","Schizodon nasutus",40.2,4.019619355,0.406451613,0.369863014,0.309677419,0.091890411,0.470967742,0.232258065,0.158670136,1.913574592,2.83,-0.860399498735824,-1.31285486522192
"479","Semotilus atromaculatus",30.3,4.114935411,0.509366999,0.218166096,0.289871763,0.469134933,0.565369809,0.266353769,0.160649081,2.205653534,4.02,0.342085141517201,-1.29743938525147
"480","Semotilus corporalis",51,4.432696853,0.698214922,0.219733612,0.469087498,0.511049879,0.64730802,0.20755849,0.16461355,3.347581302,3.41,0.934495317408,-0.461890165574812
"481","Semotilus thoreauianus",15,3.694351671,0.582093982,0.369296712,0.46402688,0.483826478,0.562040556,0.270935932,0.136698582,2.028764761,3.5,0.266177317360262,0.160551735270868
"482","Serrasalmus maculatus",26.4,1.829069919,0.513380661,0.266448266,0.500466166,0.449619335,0.433686117,0.195229234,0.184373631,4.23328215,4.07,-3.46773141722181,-0.421139758086071
"483","Serrasalmus marginatus",27.1,1.798409533,0.51551737,0.354408877,0.495459756,0.542384058,0.36270306,0.2688614,0.205093815,4.130567948,3.55,-3.91104963849263,0.18581850384828
"484","Silurus glanis",500,5.83994642,0.57179471,0.210233364,0.526157027,0.379009648,0.511623001,0.423543433,0.106003825,2.200067986,4.36,2.12314417930373,-2.76225018563994
