"","Model name","Estimate","Effect","Mean Estimate","CI Lower","CI Upper","Category"
"1","tax.glm.tp",-4.4871092315911,"(Intercept)",0.0111279033109127,0.00817893332969489,0.0151239310062925,"Tax"
"2","tax.glm.tp",0.161297720225265,"bin.lagS",0.0130502541762463,0.0120825718916399,0.0140943315807325,"Tax"
"3","tax.glm.tp",0.0878656213509939,"logYr_posS",0.0142317501716133,0.012508155978435,0.0161889578551226,"Tax"
