"","Model name","Estimate","Effect","Mean Estimate","CI Lower","CI Upper","Category"
"1","func.glm.tp",-5.42940226556851,"(Intercept)",0.00436656599253392,0.003309759773625,0.00575886069993919,"Func"
"2","func.glm.tp",-0.128856228733669,"bin.lagS",0.0038406772303114,0.00300073136051504,0.0049145765154191,"Func"
"3","func.glm.tp",-0.00597788770980586,"logYr_posS",0.00381787397375141,0.00317044913914491,0.00459689718428623,"Func"
