"","Model name","Estimate","Effect","Mean Estimate","CI Lower","CI Upper","Category"
"1","tax.glm.site",-2.15382996206488,"(Intercept)",0.103973869614159,0.0728009936991492,0.146387352515036,"Tax"
"2","tax.glm.site",0.688560446657553,"bincountS",0.187662689345576,0.16444807944155,0.213317774304927,"Tax"
"3","tax.glm.site",-0.276816879245526,"mean_ts_fillS",0.149048117495483,0.128472825008608,0.172267269985254,"Tax"
