"","Model name","Estimate","Effect","Mean Estimate","CI Lower","CI Upper","Category"
"1","func.glm.site",-3.08590967142838,"(Intercept)",0.0436922233928385,0.032356851562087,0.0587575133460657,"Func"
"2","func.glm.site",0.501539872998537,"bincountS",0.0701511531160413,0.0599715039365637,0.0819081515389936,"Func"
"3","func.glm.site",0.029961620904055,"mean_ts_fillS",0.0721308976821228,0.0580317181303155,0.0893307107705702,"Func"
