"","Site","bins","bin.lag","sqID","Quarter","taxnovel","funcnovel","Country","HydroBasin","BioRealm","TS_Length","Yrs_passed","Yr_pos","bin.lagS","Yrs_passedS","logYr_posS"
"G199 Q2.11530","G199",2010,1,"G199 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",6,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G199 Q2.11531","G199",2017,3,"G199 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",6,7,4,1.41729337853893,-0.0860759510014465,-0.301607056041211
"G199 Q2.11535","G199",2011,1,"G199 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",6,1,5,-0.363741396702176,-1.03089049838515,-0.029308842939751
"G199 Q2.11536","G199",2013,1,"G199 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",6,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G199 Q4.11528","G199",2012,1,"G199 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,3,1,-0.363741396702176,-0.715952315923915,-1.99327806845616
"G199 Q4.11532","G199",2009,1,"G199 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G199 Q4.11533","G199",2010,1,"G199 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,1,3,-0.363741396702176,-1.03089049838515,-0.652660509338816
"G199 Q4.11534","G199",2011,1,"G199 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G199 Q4.11537","G199",2013,1,"G199 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G1992 Q4.11538","G1992",2007,2,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,0,1,0.526775990918376,-1.18835958961577,-1.99327806845616
"G1992 Q4.11539","G1992",2016,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,9,2,-0.363741396702176,0.228862231459788,-1.14744256224869
"G1992 Q4.11540","G1992",2013,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,6,3,-0.363741396702176,-0.243545042232064,-0.652660509338816
"G1992 Q4.11541","G1992",2015,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,8,4,-0.363741396702176,0.0713931402291707,-0.301607056041211
"G1992 Q4.11542","G1992",2008,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,1,5,-0.363741396702176,-1.03089049838515,-0.029308842939751
"G1992 Q4.11543","G1992",2014,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,7,6,-0.363741396702176,-0.0860759510014465,0.193174996868658
"G1992 Q4.11544","G1992",2017,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,10,7,-0.363741396702176,0.386331322690405,0.381282403146479
"G1992 Q4.11545","G1992",2018,1,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,11,8,-0.363741396702176,0.543800413921022,0.544228450166263
"G1992 Q4.11546","G1992",2010,2,"G1992 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",10,3,9,0.526775990918376,-0.715952315923915,0.687957049778528
"G1992 Q4.11547","G1992",2012,2,"G1992 Q4","4",FALSE,TRUE,"USA",7080045890,"Nearctic",10,5,10,0.526775990918376,-0.401014133462681,0.816526663267724
"G1996 Q4.11548","G1996",2016,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,7,1,-0.363741396702176,-0.0860759510014465,-1.99327806845616
"G1996 Q4.11549","G1996",2013,2,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,4,2,0.526775990918376,-0.558483224693298,-1.14744256224869
"G1996 Q4.11550","G1996",2014,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,5,3,-0.363741396702176,-0.401014133462681,-0.652660509338816
"G1996 Q4.11551","G1996",2011,2,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,2,4,0.526775990918376,-0.873421407154532,-0.301607056041211
"G1996 Q4.11552","G1996",2015,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,6,5,-0.363741396702176,-0.243545042232064,-0.029308842939751
"G1996 Q4.11553","G1996",2009,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,0,6,-0.363741396702176,-1.18835958961577,0.193174996868658
"G1996 Q4.11554","G1996",2017,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,8,7,-0.363741396702176,0.0713931402291707,0.381282403146479
"G1996 Q4.11555","G1996",2018,1,"G1996 Q4","4",FALSE,FALSE,"USA",7080045890,"Nearctic",8,9,8,-0.363741396702176,0.228862231459788,0.544228450166263
"G200 Q2.11556","G200",2011,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G200 Q2.11558","G200",2018,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,9,2,-0.363741396702176,0.228862231459788,-1.14744256224869
"G200 Q2.11559","G200",2015,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,6,3,-0.363741396702176,-0.243545042232064,-0.652660509338816
"G200 Q2.11560","G200",2016,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,7,4,-0.363741396702176,-0.0860759510014465,-0.301607056041211
"G200 Q2.11561","G200",2010,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,1,5,-0.363741396702176,-1.03089049838515,-0.029308842939751
"G200 Q2.11564","G200",2013,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,4,6,-0.363741396702176,-0.558483224693298,0.193174996868658
"G200 Q2.11565","G200",2014,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,5,7,-0.363741396702176,-0.401014133462681,0.381282403146479
"G200 Q2.11566","G200",2017,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,8,8,-0.363741396702176,0.0713931402291707,0.544228450166263
"G200 Q2.11568","G200",2012,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,3,9,-0.363741396702176,-0.715952315923915,0.687957049778528
"G200 Q2.11569","G200",2009,1,"G200 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,0,10,-0.363741396702176,-1.18835958961577,0.816526663267724
"G200 Q4.11557","G200",2013,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,5,1,-0.363741396702176,-0.401014133462681,-1.99327806845616
"G200 Q4.11562","G200",2012,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,4,2,-0.363741396702176,-0.558483224693298,-1.14744256224869
"G200 Q4.11563","G200",2009,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,1,3,-0.363741396702176,-1.03089049838515,-0.652660509338816
"G200 Q4.11567","G200",2011,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G200 Q4.11570","G200",2010,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,2,5,-0.363741396702176,-0.873421407154532,-0.029308842939751
"G200 Q4.11571","G200",2008,1,"G200 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,0,6,-0.363741396702176,-1.18835958961577,0.193174996868658
"G201 Q2.11572","G201",2011,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G201 Q2.11575","G201",2010,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,1,2,-0.363741396702176,-1.03089049838515,-1.14744256224869
"G201 Q2.11577","G201",2014,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,5,3,-0.363741396702176,-0.401014133462681,-0.652660509338816
"G201 Q2.11578","G201",2016,2,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,7,4,0.526775990918376,-0.0860759510014465,-0.301607056041211
"G201 Q2.11581","G201",2013,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G201 Q2.11582","G201",2012,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G201 Q2.11584","G201",2009,1,"G201 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,0,7,-0.363741396702176,-1.18835958961577,0.381282403146479
"G201 Q4.11573","G201",2011,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,3,1,-0.363741396702176,-0.715952315923915,-1.99327806845616
"G201 Q4.11574","G201",2010,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G201 Q4.11576","G201",2012,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,4,3,-0.363741396702176,-0.558483224693298,-0.652660509338816
"G201 Q4.11579","G201",2013,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,5,4,-0.363741396702176,-0.401014133462681,-0.301607056041211
"G201 Q4.11580","G201",2008,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G201 Q4.11583","G201",2009,1,"G201 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,1,6,-0.363741396702176,-1.03089049838515,0.193174996868658
"G202 Q2.11587","G202",2010,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G202 Q2.11588","G202",2014,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,5,2,-0.363741396702176,-0.401014133462681,-1.14744256224869
"G202 Q2.11589","G202",2013,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,4,3,-0.363741396702176,-0.558483224693298,-0.652660509338816
"G202 Q2.11591","G202",2018,3,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,9,4,1.41729337853893,0.228862231459788,-0.301607056041211
"G202 Q2.11592","G202",2012,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,3,5,-0.363741396702176,-0.715952315923915,-0.029308842939751
"G202 Q2.11595","G202",2009,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,0,6,-0.363741396702176,-1.18835958961577,0.193174996868658
"G202 Q2.11596","G202",2011,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,2,7,-0.363741396702176,-0.873421407154532,0.381282403146479
"G202 Q2.11597","G202",2015,1,"G202 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,6,8,-0.363741396702176,-0.243545042232064,0.544228450166263
"G202 Q4.11585","G202",2010,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G202 Q4.11586","G202",2011,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,3,2,-0.363741396702176,-0.715952315923915,-1.14744256224869
"G202 Q4.11590","G202",2013,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,5,3,-0.363741396702176,-0.401014133462681,-0.652660509338816
"G202 Q4.11593","G202",2008,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,0,4,-0.363741396702176,-1.18835958961577,-0.301607056041211
"G202 Q4.11594","G202",2012,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G202 Q4.11598","G202",2009,1,"G202 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",6,1,6,-0.363741396702176,-1.03089049838515,0.193174996868658
"G2029 Q3.11599","G2029",2008,1,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G2029 Q3.11600","G2029",2012,2,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,6,2,0.526775990918376,-0.243545042232064,-1.14744256224869
"G2029 Q3.11601","G2029",2015,1,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,9,3,-0.363741396702176,0.228862231459788,-0.652660509338816
"G2029 Q3.11602","G2029",2007,1,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,1,4,-0.363741396702176,-1.03089049838515,-0.301607056041211
"G2029 Q3.11603","G2029",2010,2,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,4,5,0.526775990918376,-0.558483224693298,-0.029308842939751
"G2029 Q3.11604","G2029",2014,2,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,8,6,0.526775990918376,0.0713931402291707,0.193174996868658
"G2029 Q3.11605","G2029",2006,2,"G2029 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,0,7,0.526775990918376,-1.18835958961577,0.381282403146479
"G203 Q2.11606","G203",2013,1,"G203 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",5,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G203 Q2.11607","G203",2012,1,"G203 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",5,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G203 Q2.11608","G203",2014,1,"G203 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",5,2,3,-0.363741396702176,-0.873421407154532,-0.652660509338816
"G203 Q2.11609","G203",2018,3,"G203 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",5,6,4,1.41729337853893,-0.243545042232064,-0.301607056041211
"G203 Q2.11610","G203",2015,1,"G203 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",5,3,5,-0.363741396702176,-0.715952315923915,-0.029308842939751
"G2032 Q3.11611","G2032",2011,5,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,0,1,3.19832815378003,-1.18835958961577,-1.99327806845616
"G2032 Q3.11612","G2032",2013,2,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,2,2,0.526775990918376,-0.873421407154532,-1.14744256224869
"G2032 Q3.11613","G2032",2018,1,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,7,3,-0.363741396702176,-0.0860759510014465,-0.652660509338816
"G2032 Q3.11614","G2032",2016,1,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,5,4,-0.363741396702176,-0.401014133462681,-0.301607056041211
"G2032 Q3.11615","G2032",2014,1,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,3,5,-0.363741396702176,-0.715952315923915,-0.029308842939751
"G2032 Q3.11616","G2032",2017,1,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,6,6,-0.363741396702176,-0.243545042232064,0.193174996868658
"G2032 Q3.11617","G2032",2015,1,"G2032 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",7,4,7,-0.363741396702176,-0.558483224693298,0.381282403146479
"G2041 Q3.11618","G2041",2014,1,"G2041 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",5,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G2041 Q3.11619","G2041",2013,1,"G2041 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",5,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G2041 Q3.11620","G2041",2015,1,"G2041 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",5,2,3,-0.363741396702176,-0.873421407154532,-0.652660509338816
"G2041 Q3.11621","G2041",2016,1,"G2041 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",5,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G2041 Q3.11622","G2041",2017,1,"G2041 Q3","3",FALSE,FALSE,"USA",7080047060,"Nearctic",5,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G2045 Q3.11623","G2045",2014,1,"G2045 Q3","3",FALSE,FALSE,"USA",7080047800,"Nearctic",5,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G2045 Q3.11624","G2045",2013,1,"G2045 Q3","3",FALSE,FALSE,"USA",7080047800,"Nearctic",5,0,2,-0.363741396702176,-1.18835958961577,-1.14744256224869
"G2045 Q3.11625","G2045",2015,1,"G2045 Q3","3",FALSE,FALSE,"USA",7080047800,"Nearctic",5,2,3,-0.363741396702176,-0.873421407154532,-0.652660509338816
"G2045 Q3.11626","G2045",2016,1,"G2045 Q3","3",FALSE,FALSE,"USA",7080047800,"Nearctic",5,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G2045 Q3.11627","G2045",2017,1,"G2045 Q3","3",FALSE,FALSE,"USA",7080047800,"Nearctic",5,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G2047 Q3.11628","G2047",2015,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,7,1,-0.363741396702176,-0.0860759510014465,-1.99327806845616
"G2047 Q3.11629","G2047",2014,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,6,2,-0.363741396702176,-0.243545042232064,-1.14744256224869
"G2047 Q3.11630","G2047",2008,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G2047 Q3.11631","G2047",2011,2,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,3,4,0.526775990918376,-0.715952315923915,-0.301607056041211
"G2047 Q3.11632","G2047",2009,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,1,5,-0.363741396702176,-1.03089049838515,-0.029308842939751
"G2047 Q3.11633","G2047",2012,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,4,6,-0.363741396702176,-0.558483224693298,0.193174996868658
"G2047 Q3.11634","G2047",2013,1,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,5,7,-0.363741396702176,-0.401014133462681,0.381282403146479
"G2047 Q3.11635","G2047",2017,2,"G2047 Q3","3",FALSE,FALSE,"USA",7080047970,"Nearctic",8,9,8,0.526775990918376,0.228862231459788,0.544228450166263
"G205 Q2.11636","G205",2014,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,5,1,-0.363741396702176,-0.401014133462681,-1.99327806845616
"G205 Q2.11637","G205",2010,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,1,2,-0.363741396702176,-1.03089049838515,-1.14744256224869
"G205 Q2.11640","G205",2016,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,7,3,-0.363741396702176,-0.0860759510014465,-0.652660509338816
"G205 Q2.11641","G205",2011,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G205 Q2.11642","G205",2018,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,9,5,-0.363741396702176,0.228862231459788,-0.029308842939751
"G205 Q2.11643","G205",2017,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,8,6,-0.363741396702176,0.0713931402291707,0.193174996868658
"G205 Q2.11645","G205",2015,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,6,7,-0.363741396702176,-0.243545042232064,0.381282403146479
"G205 Q2.11647","G205",2009,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,0,8,-0.363741396702176,-1.18835958961577,0.544228450166263
"G205 Q2.11648","G205",2013,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,4,9,-0.363741396702176,-0.558483224693298,0.687957049778528
"G205 Q2.11650","G205",2012,1,"G205 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",10,3,10,-0.363741396702176,-0.715952315923915,0.816526663267724
"G205 Q4.11638","G205",2011,1,"G205 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,2,1,-0.363741396702176,-0.873421407154532,-1.99327806845616
"G205 Q4.11639","G205",2010,1,"G205 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,1,2,-0.363741396702176,-1.03089049838515,-1.14744256224869
"G205 Q4.11644","G205",2009,1,"G205 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G205 Q4.11646","G205",2012,1,"G205 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G205 Q4.11649","G205",2013,1,"G205 Q4","4",FALSE,FALSE,"AUS",5080070390,"Australasia",5,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G2050 Q3.11651","G2050",2010,1,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G2050 Q3.11652","G2050",2015,1,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,6,2,-0.363741396702176,-0.243545042232064,-1.14744256224869
"G2050 Q3.11653","G2050",2009,1,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G2050 Q3.11654","G2050",2017,2,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,8,4,0.526775990918376,0.0713931402291707,-0.301607056041211
"G2050 Q3.11655","G2050",2014,2,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,5,5,0.526775990918376,-0.401014133462681,-0.029308842939751
"G2050 Q3.11656","G2050",2012,1,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G2050 Q3.11657","G2050",2011,1,"G2050 Q3","3",FALSE,FALSE,"USA",7080048860,"Nearctic",7,2,7,-0.363741396702176,-0.873421407154532,0.381282403146479
"G2055 Q4.11658","G2055",2008,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,4,1,-0.363741396702176,-0.558483224693298,-1.99327806845616
"G2055 Q4.11659","G2055",2007,3,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,3,2,1.41729337853893,-0.715952315923915,-1.14744256224869
"G2055 Q4.11660","G2055",2013,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,9,3,-0.363741396702176,0.228862231459788,-0.652660509338816
"G2055 Q4.11661","G2055",2016,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,12,4,-0.363741396702176,0.701269505151639,-0.301607056041211
"G2055 Q4.11662","G2055",2017,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,13,5,-0.363741396702176,0.858738596382256,-0.029308842939751
"G2055 Q4.11663","G2055",2012,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,8,6,-0.363741396702176,0.0713931402291707,0.193174996868658
"G2055 Q4.11664","G2055",2010,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,6,7,-0.363741396702176,-0.243545042232064,0.381282403146479
"G2055 Q4.11665","G2055",2014,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,10,8,-0.363741396702176,0.386331322690405,0.544228450166263
"G2055 Q4.11666","G2055",2011,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,7,9,-0.363741396702176,-0.0860759510014465,0.687957049778528
"G2055 Q4.11667","G2055",2018,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,14,10,-0.363741396702176,1.01620768761287,0.816526663267724
"G2055 Q4.11668","G2055",2009,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,5,11,-0.363741396702176,-0.401014133462681,0.932832025884061
"G2055 Q4.11669","G2055",2015,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,11,12,-0.363741396702176,0.543800413921022,1.03901050307613
"G2055 Q4.11670","G2055",2004,1,"G2055 Q4","4",FALSE,FALSE,"USA",7080008710,"Nearctic",13,0,13,-0.363741396702176,-1.18835958961577,1.13668523372795
"G206 Q2.11671","G206",2010,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G206 Q2.11672","G206",2014,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,5,2,-0.363741396702176,-0.401014133462681,-1.14744256224869
"G206 Q2.11673","G206",2016,2,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,7,3,0.526775990918376,-0.0860759510014465,-0.652660509338816
"G206 Q2.11674","G206",2011,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G206 Q2.11675","G206",2013,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G206 Q2.11676","G206",2012,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,3,6,-0.363741396702176,-0.715952315923915,0.193174996868658
"G206 Q2.11677","G206",2009,1,"G206 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",7,0,7,-0.363741396702176,-1.18835958961577,0.381282403146479
"G207 Q2.11678","G207",2018,3,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,9,1,1.41729337853893,0.228862231459788,-1.99327806845616
"G207 Q2.11679","G207",2010,1,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,1,2,-0.363741396702176,-1.03089049838515,-1.14744256224869
"G207 Q2.11680","G207",2013,1,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,4,3,-0.363741396702176,-0.558483224693298,-0.652660509338816
"G207 Q2.11681","G207",2012,1,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,3,4,-0.363741396702176,-0.715952315923915,-0.301607056041211
"G207 Q2.11682","G207",2009,1,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G207 Q2.11685","G207",2014,1,"G207 Q2","2",FALSE,FALSE,"AUS",5080070390,"Australasia",8,5,6,-0.363741396702176,-0.401014133462681,0.193174996868658
"G207 Q2.11687","G207",2011,1,"G207 Q2","2",TRUE,FALSE,"AUS",5080070390,"Australasia",8,2,7,-0.363741396702176,-0.873421407154532,0.381282403146479
