"","Site","bins","bin.lag","sqID","Quarter","taxnovel","funcnovel","Country","HydroBasin","BioRealm","TS_Length","Yrs_passed","Yr_pos","bin.lagS","Yrs_passedS","logYr_posS"
"G100 Q4-1.1","G100",2014,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,1,1,-0.363741396702176,-1.03089049838515,-1.99327806845616
"G100 Q4-1.2","G100",2016,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,3,2,-0.363741396702176,-0.715952315923915,-1.14744256224869
"G100 Q4-1.3","G100",2018,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,5,3,-0.363741396702176,-0.401014133462681,-0.652660509338816
"G100 Q4-1.4","G100",2015,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G100 Q4-1.5","G100",2017,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G100 Q4-1.6","G100",2013,1,"G100 Q4-1","4-1",FALSE,FALSE,"COL",6080000740,"Neotropics",6,0,6,-0.363741396702176,-1.18835958961577,0.193174996868658
"G10003 Q4.7","G10003",2004,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,7,1,0.526775990918376,-0.0860759510014465,-1.99327806845616
"G10003 Q4.8","G10003",2006,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,9,2,0.526775990918376,0.228862231459788,-1.14744256224869
"G10003 Q4.9","G10003",2009,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,12,3,-0.363741396702176,0.701269505151639,-0.652660509338816
"G10003 Q4.10","G10003",2002,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,5,4,0.526775990918376,-0.401014133462681,-0.301607056041211
"G10003 Q4.11","G10003",2013,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,16,5,-0.363741396702176,1.33114587007411,-0.029308842939751
"G10003 Q4.12","G10003",1997,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,0,6,-0.363741396702176,-1.18835958961577,0.193174996868658
"G10003 Q4.13","G10003",2017,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,20,7,-0.363741396702176,1.96102223499658,0.381282403146479
"G10003 Q4.14","G10003",2018,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,21,8,-0.363741396702176,2.11849132622719,0.544228450166263
"G10003 Q4.15","G10003",2012,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,15,9,0.526775990918376,1.17367677884349,0.687957049778528
"G10003 Q4.16","G10003",1999,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,2,10,0.526775990918376,-0.873421407154532,0.816526663267724
"G10003 Q4.17","G10003",2010,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,13,11,-0.363741396702176,0.858738596382256,0.932832025884061
"G10003 Q4.18","G10003",2016,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,19,12,-0.363741396702176,1.80355314376596,1.03901050307613
"G10003 Q4.19","G10003",2014,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,17,13,-0.363741396702176,1.48861496130472,1.13668523372795
"G10003 Q4.20","G10003",2000,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,3,14,-0.363741396702176,-0.715952315923915,1.22711790935395
"G10003 Q4.21","G10003",2015,1,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,18,15,-0.363741396702176,1.64608405253534,1.31130871617759
"G10003 Q4.22","G10003",2008,2,"G10003 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",16,11,16,0.526775990918376,0.543800413921022,1.39006395637374
"G10008 Q3.23","G10008",2013,3,"G10008 Q3","3",FALSE,FALSE,"SWE",2080030340,"Palearctic",5,5,1,1.41729337853893,-0.401014133462681,-1.99327806845616
"G10008 Q3.24","G10008",2010,1,"G10008 Q3","3",FALSE,FALSE,"SWE",2080030340,"Palearctic",5,2,2,-0.363741396702176,-0.873421407154532,-1.14744256224869
"G10008 Q3.25","G10008",2014,1,"G10008 Q3","3",FALSE,FALSE,"SWE",2080030340,"Palearctic",5,6,3,-0.363741396702176,-0.243545042232064,-0.652660509338816
"G10008 Q3.26","G10008",2009,1,"G10008 Q3","3",FALSE,FALSE,"SWE",2080030340,"Palearctic",5,1,4,-0.363741396702176,-1.03089049838515,-0.301607056041211
"G10008 Q3.27","G10008",2008,1,"G10008 Q3","3",FALSE,FALSE,"SWE",2080030340,"Palearctic",5,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G10016 Q4.28","G10016",2013,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,17,1,-0.363741396702176,1.48861496130472,-1.99327806845616
"G10016 Q4.29","G10016",2012,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,16,2,0.526775990918376,1.33114587007411,-1.14744256224869
"G10016 Q4.30","G10016",2008,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,12,3,0.526775990918376,0.701269505151639,-0.652660509338816
"G10016 Q4.31","G10016",2002,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,6,4,0.526775990918376,-0.243545042232064,-0.301607056041211
"G10016 Q4.32","G10016",2000,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,4,5,-0.363741396702176,-0.558483224693298,-0.029308842939751
"G10016 Q4.33","G10016",2017,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,21,6,-0.363741396702176,2.11849132622719,0.193174996868658
"G10016 Q4.34","G10016",2015,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,19,7,-0.363741396702176,1.80355314376596,0.381282403146479
"G10016 Q4.35","G10016",2010,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,14,8,-0.363741396702176,1.01620768761287,0.544228450166263
"G10016 Q4.36","G10016",2006,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,10,9,0.526775990918376,0.386331322690405,0.687957049778528
"G10016 Q4.37","G10016",2004,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,8,10,0.526775990918376,0.0713931402291707,0.816526663267724
"G10016 Q4.38","G10016",2016,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,20,11,-0.363741396702176,1.96102223499658,0.932832025884061
"G10016 Q4.39","G10016",2009,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,13,12,-0.363741396702176,0.858738596382256,1.03901050307613
"G10016 Q4.40","G10016",1996,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,0,13,-0.363741396702176,-1.18835958961577,1.13668523372795
"G10016 Q4.41","G10016",1999,2,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,3,14,0.526775990918376,-0.715952315923915,1.22711790935395
"G10016 Q4.42","G10016",1997,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,1,15,-0.363741396702176,-1.03089049838515,1.31130871617759
"G10016 Q4.43","G10016",2014,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,18,16,-0.363741396702176,1.64608405253534,1.39006395637374
"G10016 Q4.44","G10016",2018,1,"G10016 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",17,22,17,-0.363741396702176,2.27596041745781,1.46404313297706
"G10019 Q3.45","G10019",2007,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,8,1,-0.363741396702176,0.0713931402291707,-1.99327806845616
"G10019 Q3.46","G10019",2003,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,4,2,-0.363741396702176,-0.558483224693298,-1.14744256224869
"G10019 Q3.47","G10019",2002,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,3,3,-0.363741396702176,-0.715952315923915,-0.652660509338816
"G10019 Q3.48","G10019",2006,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,7,4,-0.363741396702176,-0.0860759510014465,-0.301607056041211
"G10019 Q3.49","G10019",2004,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G10019 Q3.50","G10019",2005,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,6,6,-0.363741396702176,-0.243545042232064,0.193174996868658
"G10019 Q3.51","G10019",2000,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,1,7,-0.363741396702176,-1.03089049838515,0.381282403146479
"G10019 Q3.52","G10019",2001,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,2,8,-0.363741396702176,-0.873421407154532,0.544228450166263
"G10019 Q3.53","G10019",1999,1,"G10019 Q3","3",FALSE,FALSE,"SWE",2080032990,"Palearctic",9,0,9,-0.363741396702176,-1.18835958961577,0.687957049778528
"G10021 Q4.54","G10021",1998,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,7,1,-0.363741396702176,-0.0860759510014465,-1.99327806845616
"G10021 Q4.55","G10021",1993,2,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,2,2,0.526775990918376,-0.873421407154532,-1.14744256224869
"G10021 Q4.56","G10021",1991,1,"G10021 Q4","4",TRUE,FALSE,"FIN",2080030100,"Palearctic",12,0,3,-0.363741396702176,-1.18835958961577,-0.652660509338816
"G10021 Q4.57","G10021",2005,3,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,14,4,1.41729337853893,1.01620768761287,-0.301607056041211
"G10021 Q4.58","G10021",1996,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G10021 Q4.59","G10021",1997,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,6,6,-0.363741396702176,-0.243545042232064,0.193174996868658
"G10021 Q4.60","G10021",1999,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,8,7,-0.363741396702176,0.0713931402291707,0.381282403146479
"G10021 Q4.61","G10021",2000,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,9,8,-0.363741396702176,0.228862231459788,0.544228450166263
"G10021 Q4.62","G10021",2001,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,10,9,-0.363741396702176,0.386331322690405,0.687957049778528
"G10021 Q4.63","G10021",1995,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,4,10,-0.363741396702176,-0.558483224693298,0.816526663267724
"G10021 Q4.64","G10021",2002,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,11,11,-0.363741396702176,0.543800413921022,0.932832025884061
"G10021 Q4.65","G10021",1994,1,"G10021 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,3,12,-0.363741396702176,-0.715952315923915,1.03901050307613
"G10024 Q4.66","G10024",2015,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,16,1,-0.363741396702176,1.33114587007411,-1.99327806845616
"G10024 Q4.67","G10024",2009,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,10,2,-0.363741396702176,0.386331322690405,-1.14744256224869
"G10024 Q4.68","G10024",1999,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,0,3,0.526775990918376,-1.18835958961577,-0.652660509338816
"G10024 Q4.69","G10024",2018,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,19,4,-0.363741396702176,1.80355314376596,-0.301607056041211
"G10024 Q4.70","G10024",2016,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,17,5,-0.363741396702176,1.48861496130472,-0.029308842939751
"G10024 Q4.71","G10024",2008,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,9,6,0.526775990918376,0.228862231459788,0.193174996868658
"G10024 Q4.72","G10024",2012,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,13,7,0.526775990918376,0.858738596382256,0.381282403146479
"G10024 Q4.73","G10024",2013,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,14,8,-0.363741396702176,1.01620768761287,0.544228450166263
"G10024 Q4.74","G10024",2000,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,1,9,-0.363741396702176,-1.03089049838515,0.687957049778528
"G10024 Q4.75","G10024",2017,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,18,10,-0.363741396702176,1.64608405253534,0.816526663267724
"G10024 Q4.76","G10024",2014,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,15,11,-0.363741396702176,1.17367677884349,0.932832025884061
"G10024 Q4.77","G10024",2006,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,7,12,0.526775990918376,-0.0860759510014465,1.03901050307613
"G10024 Q4.78","G10024",2002,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,3,13,0.526775990918376,-0.715952315923915,1.13668523372795
"G10024 Q4.79","G10024",2010,1,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,11,14,-0.363741396702176,0.543800413921022,1.22711790935395
"G10024 Q4.80","G10024",2004,2,"G10024 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,5,15,0.526775990918376,-0.401014133462681,1.31130871617759
"G10026 Q4.81","G10026",1995,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,4,1,-0.363741396702176,-0.558483224693298,-1.99327806845616
"G10026 Q4.82","G10026",2002,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,11,2,-0.363741396702176,0.543800413921022,-1.14744256224869
"G10026 Q4.83","G10026",2000,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,9,3,-0.363741396702176,0.228862231459788,-0.652660509338816
"G10026 Q4.84","G10026",1998,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,7,4,-0.363741396702176,-0.0860759510014465,-0.301607056041211
"G10026 Q4.85","G10026",1997,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,6,5,-0.363741396702176,-0.243545042232064,-0.029308842939751
"G10026 Q4.86","G10026",1993,2,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,2,6,0.526775990918376,-0.873421407154532,0.193174996868658
"G10026 Q4.87","G10026",2005,3,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,14,7,1.41729337853893,1.01620768761287,0.381282403146479
"G10026 Q4.88","G10026",1999,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,8,8,-0.363741396702176,0.0713931402291707,0.544228450166263
"G10026 Q4.89","G10026",1994,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,3,9,-0.363741396702176,-0.715952315923915,0.687957049778528
"G10026 Q4.90","G10026",1996,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,5,10,-0.363741396702176,-0.401014133462681,0.816526663267724
"G10026 Q4.91","G10026",1991,1,"G10026 Q4","4",TRUE,FALSE,"FIN",2080030100,"Palearctic",12,0,11,-0.363741396702176,-1.18835958961577,0.932832025884061
"G10026 Q4.92","G10026",2001,1,"G10026 Q4","4",FALSE,FALSE,"FIN",2080030100,"Palearctic",12,10,12,-0.363741396702176,0.386331322690405,1.03901050307613
"G10027 Q4.93","G10027",2016,1,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,11,1,-0.363741396702176,0.543800413921022,-1.99327806845616
"G10027 Q4.94","G10027",2018,2,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,13,2,0.526775990918376,0.858738596382256,-1.14744256224869
"G10027 Q4.95","G10027",2015,5,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,10,3,3.19832815378003,0.386331322690405,-0.652660509338816
"G10027 Q4.96","G10027",2005,2,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,0,4,0.526775990918376,-1.18835958961577,-0.301607056041211
"G10027 Q4.97","G10027",2008,3,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,3,5,1.41729337853893,-0.715952315923915,-0.029308842939751
"G10027 Q4.98","G10027",2010,2,"G10027 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",6,5,6,0.526775990918376,-0.401014133462681,0.193174996868658
"G10029 Q4.99","G10029",2004,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,2,1,0.526775990918376,-0.873421407154532,-1.99327806845616
"G10029 Q4.100","G10029",2006,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,4,2,0.526775990918376,-0.558483224693298,-1.14744256224869
"G10029 Q4.101","G10029",2012,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,10,3,0.526775990918376,0.386331322690405,-0.652660509338816
"G10029 Q4.102","G10029",2002,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,0,4,0.526775990918376,-1.18835958961577,-0.301607056041211
"G10029 Q4.103","G10029",2013,1,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,11,5,-0.363741396702176,0.543800413921022,-0.029308842939751
"G10029 Q4.104","G10029",2008,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,6,6,0.526775990918376,-0.243545042232064,0.193174996868658
"G10029 Q4.105","G10029",2016,3,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,14,7,1.41729337853893,1.01620768761287,0.381282403146479
"G10029 Q4.106","G10029",2018,1,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,16,8,-0.363741396702176,1.33114587007411,0.544228450166263
"G10029 Q4.107","G10029",2017,1,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,15,9,-0.363741396702176,1.17367677884349,0.687957049778528
"G10029 Q4.108","G10029",2010,2,"G10029 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",10,8,10,0.526775990918376,0.0713931402291707,0.816526663267724
"G10030 Q4.109","G10030",2003,1,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,0,1,-0.363741396702176,-1.18835958961577,-1.99327806845616
"G10030 Q4.110","G10030",2005,2,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,2,2,0.526775990918376,-0.873421407154532,-1.14744256224869
"G10030 Q4.111","G10030",2015,5,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,12,3,3.19832815378003,0.701269505151639,-0.652660509338816
"G10030 Q4.112","G10030",2010,2,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,7,4,0.526775990918376,-0.0860759510014465,-0.301607056041211
"G10030 Q4.113","G10030",2008,3,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,5,5,1.41729337853893,-0.401014133462681,-0.029308842939751
"G10030 Q4.114","G10030",2018,2,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,15,6,0.526775990918376,1.17367677884349,0.193174996868658
"G10030 Q4.115","G10030",2016,1,"G10030 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,13,7,-0.363741396702176,0.858738596382256,0.381282403146479
"G10036 Q4.116","G10036",2009,1,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,8,1,-0.363741396702176,0.0713931402291707,-1.99327806845616
"G10036 Q4.117","G10036",2018,2,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,17,2,0.526775990918376,1.48861496130472,-1.14744256224869
"G10036 Q4.118","G10036",2005,2,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,4,3,0.526775990918376,-0.558483224693298,-0.652660509338816
"G10036 Q4.119","G10036",2016,6,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,15,4,4.08884554140058,1.17367677884349,-0.301607056041211
"G10036 Q4.120","G10036",2001,1,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,0,5,-0.363741396702176,-1.18835958961577,-0.029308842939751
"G10036 Q4.121","G10036",2010,1,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,9,6,-0.363741396702176,0.228862231459788,0.193174996868658
"G10036 Q4.122","G10036",2003,2,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,2,7,0.526775990918376,-0.873421407154532,0.381282403146479
"G10036 Q4.123","G10036",2008,3,"G10036 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",8,7,8,1.41729337853893,-0.0860759510014465,0.544228450166263
"G10037 Q4.124","G10037",2018,1,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,13,1,-0.363741396702176,0.858738596382256,-1.99327806845616
"G10037 Q4.125","G10037",2016,4,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,11,2,2.30781076615948,0.543800413921022,-1.14744256224869
"G10037 Q4.126","G10037",2008,3,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,3,3,1.41729337853893,-0.715952315923915,-0.652660509338816
"G10037 Q4.127","G10037",2017,1,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,12,4,-0.363741396702176,0.701269505151639,-0.301607056041211
"G10037 Q4.128","G10037",2012,2,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,7,5,0.526775990918376,-0.0860759510014465,-0.029308842939751
"G10037 Q4.129","G10037",2010,2,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,5,6,0.526775990918376,-0.401014133462681,0.193174996868658
"G10037 Q4.130","G10037",2005,2,"G10037 Q4","4",FALSE,FALSE,"SWE",2080030220,"Palearctic",7,0,7,0.526775990918376,-1.18835958961577,0.381282403146479
"G10038 Q4.131","G10038",2015,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,18,1,-0.363741396702176,1.64608405253534,-1.99327806845616
"G10038 Q4.132","G10038",2005,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,8,2,-0.363741396702176,0.0713931402291707,-1.14744256224869
"G10038 Q4.133","G10038",2018,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,21,3,-0.363741396702176,2.11849132622719,-0.652660509338816
"G10038 Q4.134","G10038",2016,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,19,4,-0.363741396702176,1.80355314376596,-0.301607056041211
"G10038 Q4.135","G10038",2013,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,16,5,-0.363741396702176,1.33114587007411,-0.029308842939751
"G10038 Q4.136","G10038",2017,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,20,6,-0.363741396702176,1.96102223499658,0.193174996868658
"G10038 Q4.137","G10038",2000,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,3,7,-0.363741396702176,-0.715952315923915,0.381282403146479
"G10038 Q4.138","G10038",2002,2,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,5,8,0.526775990918376,-0.401014133462681,0.544228450166263
"G10038 Q4.139","G10038",2012,2,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,15,9,0.526775990918376,1.17367677884349,0.687957049778528
"G10038 Q4.140","G10038",1999,2,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,2,10,0.526775990918376,-0.873421407154532,0.816526663267724
"G10038 Q4.141","G10038",2004,2,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,7,11,0.526775990918376,-0.0860759510014465,0.932832025884061
"G10038 Q4.142","G10038",1997,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,0,12,-0.363741396702176,-1.18835958961577,1.03901050307613
"G10038 Q4.143","G10038",2010,2,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,13,13,0.526775990918376,0.858738596382256,1.13668523372795
"G10038 Q4.144","G10038",2014,1,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,17,14,-0.363741396702176,1.48861496130472,1.22711790935395
"G10038 Q4.145","G10038",2008,3,"G10038 Q4","4",FALSE,FALSE,"SWE",2080030160,"Palearctic",15,11,15,1.41729337853893,0.543800413921022,1.31130871617759
"G10039 Q4.146","G10039",2013,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,4,1,-0.363741396702176,-0.558483224693298,-1.99327806845616
"G10039 Q4.147","G10039",2018,2,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,9,2,0.526775990918376,0.228862231459788,-1.14744256224869
"G10039 Q4.148","G10039",2016,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,7,3,-0.363741396702176,-0.0860759510014465,-0.652660509338816
"G10039 Q4.149","G10039",2011,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,2,4,-0.363741396702176,-0.873421407154532,-0.301607056041211
"G10039 Q4.150","G10039",2014,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,5,5,-0.363741396702176,-0.401014133462681,-0.029308842939751
"G10039 Q4.151","G10039",2015,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,6,6,-0.363741396702176,-0.243545042232064,0.193174996868658
"G10039 Q4.152","G10039",2010,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,1,7,-0.363741396702176,-1.03089049838515,0.381282403146479
"G10039 Q4.153","G10039",2012,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,3,8,-0.363741396702176,-0.715952315923915,0.544228450166263
"G10039 Q4.154","G10039",2009,1,"G10039 Q4","4",FALSE,FALSE,"SWE",2080032980,"Palearctic",9,0,9,-0.363741396702176,-1.18835958961577,0.687957049778528
