"","VEp","REs","OGp","BLs","PFv","PFs","CPt","troph_level","logMBl","logBEl","logRMl","Species"
"100",0.675350649,0.472381579,0.42861039,0.74025974,0.597428571,0.281547438,3.15060508,3.3,2.63905732961526,1.61848839141327,1.61848839141327,"Cottus girardi"
"101",0.702836958,0.402236592,0.5019123,0.779231573,0.497334468,0.229832325,2.699277598,3.23,2.89037175789616,1.78959483259171,1.78959483259171,"Cottus gobio"
"102",0.678363813,0.525468182,0.377151483,0.696195922,0.605658807,0.270738552,2.212364396,3.2,2.30258509299405,1.65401688080958,1.65401688080958,"Cottus perplexus"
"103",0.680627033,0.329981551,0.433467825,0.730855531,0.467701429,0.25230542,2.602694192,2.98,2.70805020110221,1.59330116665597,1.59330116665597,"Cottus poecilopus"
"104",0.520844539,0.36307513,0.202081802,0.611105219,0.587166006,0.301703517,3.3335,3.37,2.77258872223978,1.47561318902088,1.47561318902088,"Cottus rhotheus"
"105",0.454902979,0.610774049,0.323849984,0.610609859,0.647504627,0.157448505,1.712873238,2.93,2.14006616349627,1.3357937616772,1.3357937616772,"Craterocephalus marjoriae"
"106",0.374733386,0.616854227,0.43639795,0.640040648,0.549330534,0.121343863,3.416409317,3.2,1.94591014905531,1.65042061045686,1.65042061045686,"Craterocephalus stercusmuscarum"
"107",0.557877507,0.477462538,0.511778465,0.53261022,0.431994383,0.196652595,1.593277108,3.14,2.67414864942653,1.27351626141281,1.27351626141281,"Crenicichla britskii"
"108",0.666666667,0.281690141,0.488888889,0.788888889,0.438888889,0.197341296,1.149958829,3.2,2.30258509299405,1.39748017696192,1.39748017696192,"Crenicichla haroldoi"
"109",0.594280525,0.56639759,0.280001847,0.638746518,0.594280525,0.210502612,2.529490196,3.5,2.77258872223978,1.99671519436868,1.99671519436868,"Crystallaria asprella"
"110",0.398785288,0.255772415,0.351890272,0.48132923,0.226864539,0.178111854,2.281579999,2,5.01063529409626,1.37702688541807,1.37702688541807,"Ctenopharyngodon idella"
"111",0.445592857,0.384124309,0.445592857,0.440835714,0.334864286,0.217568892,1.975775424,3.2,3.17805383034795,0.915882076786038,0.915882076786038,"Ctenopoma kingsleyae"
"112",0.436867916,0.588235294,0.507994862,0.56303509,0.409092307,0.183675136,5.065428451,3.19,2.19722457733622,1.38580631779612,1.38580631779612,"Culaea inconstans"
"113",0.314704258,0.274193548,0,0.402767402,0.158177153,0.148441836,1.934759881,3.1,4.53259949315326,1.44658761933559,1.44658761933559,"Cycleptus elongatus"
"114",0.480579203,0.474956366,0.402767802,0.430645322,0.205541199,0.181637614,2.721153846,2.94640795752426,2.78501124223834,1.0514555189833,1.0514555189833,"Cyphocharax modestus"
"115",0.530277683,0.462904441,0.51438423,0.466738579,0.212484661,0.183187597,1.76766234,3.11136090646517,2.94443897916644,1.06947965827911,1.06947965827911,"Cyphocharax naegelii"
"116",0.491922529,0.492905413,0.416872686,0.490583879,0.187878097,0.162729052,2.811663331,3.2,2.39789527279837,1.39625315183826,1.39625315183826,"Cyprinella analostana"
"117",0.465020717,0.405388971,0.389543416,0.505136484,0.17918649,0.166260006,2.417013423,3.2,2.70805020110221,1.42213224886961,1.42213224886961,"Cyprinella galactura"
"118",0.529035439,0.468262896,0.454329738,0.517784284,0.247876733,0.168338284,2.293701204,3.1,2.07944154167984,1.28759454478311,1.28759454478311,"Cyprinella lepida"
"119",0.431196217,0.509870558,0.32721418,0.458913598,0.206441166,0.192250141,3.221512519,2.82,2.19722457733622,1.24685179991214,1.24685179991214,"Cyprinella lutrensis"
"120",0.463721223,0.454054765,0.315386373,0.534625892,0.109385254,0.1229732,2.826502693,3.2,2.39789527279837,1.68526024140948,1.68526024140948,"Cyprinella monacha"
"121",0.458700446,0.413335238,0.313484236,0.592865334,0.186182319,0.173418738,2.199970002,3.1,2.07944154167984,1.41503956014598,1.41503956014598,"Cyprinella proserpina"
"122",0.553650553,0.403492845,0.553650553,0.471444611,0.19916508,0.171389262,2.716643102,2.83,2.484906649788,1.30751419520915,1.30751419520915,"Cyprinella spiloptera"
"123",0.52538652,0.490818503,0.477607597,0.586050109,0.215064726,0.157524414,2.698508362,3.2,2.94443897916644,1.50547311275586,1.50547311275586,"Cyprinella venusta"
"124",0.545951868,0.472292821,0.478992802,0.529429931,0.22427041,0.17938611,2.50534867,3.2,2.77258872223978,1.47533934642573,1.47533934642573,"Cyprinella whipplei"
"125",0.534131017,0.409638095,0.490224405,0.594863776,0.260975237,0.189877218,1.63859062,2.7,1.6094379124341,1.04721492500589,1.04721492500589,"Cyprinodon pecosensis"
"126",0.54054073,0.441087541,0.459508249,0.587791601,0.308106747,0.226641342,1.873054769,2.6,1.79175946922805,1.16242110426034,1.16242110426034,"Cyprinodon rubrofluviatilis"
"127",0.510936185,0.182045455,0.307949315,0.48104781,0.258020926,0.178656382,2.637145238,3.06,4.78749174278205,1.2473584684592,1.2473584684592,"Cyprinus carpio"
"128",0.521779119,0.58928703,0.334462646,0.499438131,0.321345677,0.16547368,1.666612748,2.9,2.04122032885964,1.36373937252003,1.36373937252003,"Dionda serena"
"129",0.401146984,0.396926724,0.260389641,0.288549318,0.22788058,0.16465864,2.491256266,2.57999992370605,4.33073334028633,1.00041930514188,1.00041930514188,"Distichodus rostratus"
"130",0.478791768,0.378720949,0.444745653,0.274628915,0.287958974,0.180492429,3.314939167,2.4,4.04305126783455,1.02239528442787,1.02239528442787,"Dorosoma cepedianum"
"131",0.540722766,0.416666667,0.521677715,0.422007702,0.248845828,0.182166943,2.6905,2.76,3.49650756146648,1.0937081195315,1.0937081195315,"Dorosoma petenense"
"132",0.519872332,0.238683014,0.467018471,0.429185523,0.321154546,0.060362055,0,3.05,3.2188758248682,1.99232205421012,1.99232205421012,"Eigenmannia trilineata"
"133",0.459604647,0.439387628,0.411120251,0.59838967,0.299132516,0.199078588119877,2.496689569,3.7,1.6094379124341,1.2896337460632,1.2896337460632,"Elassoma zonatum"
"134",0.530614596,0.317870588,0.453109366,0.515448288,0.291082745,0.226279656,1.944444444,3.13,2.30258509299405,0.729458730139691,0.729458730139691,"Enneacanthus gloriosus"
"135",0.440768173,0.586708641,0.294118159,0.526676299,0.189127559,0.150093897,2.017189062,3,2.27212588550934,1.35741314866753,1.41948074471038,"Enteromius chlorotaenia"
"136",0.666731338,0.400968283,0.634501812,0.517752237,0.295319618,0.188060174,1.301662144,3,2.19722457733622,1.17371847018315,1.17371847018315,"Enteromius foutensis"
"137",0.559662192,0.516906551,0.400573637,0.486563359,0.355192606,0.153736891,1.576506507,3.04,2.82731362192903,1.21021943672985,1.21021943672985,"Enteromius macrops"
"138",0.456079065,0.496785493,0.351671241,0.50792497,0.16728685,0.180796954,1.885255015,3,2.35137525716348,1.17290957837632,1.17290957837632,"Enteromius trispilos"
"139",0.532682945,0.429971816,0.339650323,0.531608309,0.17446167,0.206479227,2.328967997,2.97,3.63758615972639,1.35668631140071,1.35668631140071,"Erimyzon oblongus"
"140",0.461644924,0.337661202,0.332320811,0.530414796,0.135406492,0.188905308,2.40081382,3.05,3.71357206670431,1.19126035455305,1.19126035455305,"Erimyzon sucetta"
"141",0.744244822,0.372370968,0.640558211,0.681281248,0.155782649,0.088356048,2.237455965,3.65,3.67376581630389,1.86411036973033,1.86411036973033,"Esox americanus"
"142",0.621035943,0.264733496,0.459201629,0.625750807,0.165010858,0.106231483,2.459066917,4.07,5.01063529409626,1.79263053857031,1.79263053857031,"Esox lucius"
"143",0.566998037,0.294387285,0.446873451,0.546651367,0.072206675,0.091179772,2.723833544,4.5,5.20948615284142,1.88689375917073,1.88689375917073,"Esox masquinongy"
"144",0.500395009,0.392100069,0.277699107,0.581528463,0.105877443,0.093528785,2.947443182,3.29,4.59511985013459,1.86012012575368,1.86012012575368,"Esox niger"
"145",0.59948383,0.514634511,0.484007041,0.580929901,0.416156702,0.214599498,1.789339988,3.3,1.96009478404727,1.4871162668267,1.4871162668267,"Etheostoma asprigene"
"146",0.594983726,0.397856401,0.166635401,0.690483337,0.508732519,0.284115291,2.141547981,3.36,2.83321334405622,1.7648080159477,1.7648080159477,"Etheostoma blennioides"
"147",0.603726159,0.44752457,0.422691676,0.480023999,0.393179235,0.268192561,2.853544118,3.3,2.07944154167984,1.36336549938113,1.36336549938113,"Etheostoma caeruleum"
"148",0.689274372,0.343838081,0.441680504,0.569112834,0.477123603,0.189337806080802,1.667593014,3.4,2.39789527279837,1.40732581300375,1.40732581300375,"Etheostoma chlorobranchium"
"149",0.655609935,0.422261101,0.311142097,0.666792585,0.427751637,0.18504087,1.898615937,3.2,1.79175946922805,1.92014532102593,1.92014532102593,"Etheostoma chlorosomum"
"150",0.507232588,0.402444975,0.329034304,0.649999119,0.578607044,0.197592636436998,2.167778485,3.2,1.79175946922805,1.4734675992593,1.4734675992593,"Etheostoma cragini"
"151",0.573609863,0.507950352,0.375217039,0.650242996,0.474544328,0.247037081,3.028297082,3.52,1.97408102602201,1.68830632892832,1.68830632892832,"Etheostoma exile"
"152",0.506646762,0.3877,0.374191108,0.540387187,0.43230975,0.249783058,2.329290943,3.24,2.12823170584927,1.40773409370607,1.40773409370607,"Etheostoma flabellare"
"153",0.580092048,0.474648214,0.404914315,0.618786539,0.414669269,0.198482643,1.562044534,3.2,1.79175946922805,1.75539052569831,1.75539052569831,"Etheostoma fusiforme"
"154",0.480502304,0.623748704,0.337108295,0.589020737,0.417152074,0.21884343,2.388135727,3.2,1.79175946922805,1.61867256091109,1.61867256091109,"Etheostoma gracile"
"155",0.591085253,0.500535619,0.226725473,0.665753296,0.445343218,0.221618427,1.599680064,3.3,2.07944154167984,1.65022740037802,1.65022740037802,"Etheostoma histrio"
"156",0.60123025,0.411703746,0.426241428,0.568568456,0.473608552,0.195976653,1.510893822,3.3,1.94591014905531,1.63758940410179,1.63758940410179,"Etheostoma lepidum"
"157",0.650001923,0.575125518,0.535252112,0.615389546,0.39750516,0.229096142,2.971153756,3.5,1.48160454092422,1.65602482474954,1.65602482474954,"Etheostoma microperca"
"158",0.603186296,0.435857143,0.381173652,0.5100017,0.440641469,0.220234173,2.640049991,3.19,1.97408102602201,1.60197381463456,1.60197381463456,"Etheostoma nigrum"
"159",0.486910139,0.49017205,0.160576934,0.595288117,0.340493948,0.283085152,2.364298336,2.92,2.39789527279837,1.54338013306129,1.54338013306129,"Etheostoma olmstedi"
"160",0.605874762,0.553986748,0.411086912,0.561176664,0.409985563,0.245975708,2.755533436,3.2,1.6094379124341,1.6012954108604,1.6012954108604,"Etheostoma proeliare"
"161",0.601878238,0.470589348,0.358899516,0.610184939,0.450357842,0.238243751,1.917457863,3.3,2.14006616349627,1.56637826602884,1.56637826602884,"Etheostoma radiosum"
"162",0.601205128,0.578120911,0.455564103,0.489871795,0.380410256,0.191386919165894,2.096309867,3.3,1.94591014905531,1.64471595230175,1.64471595230175,"Etheostoma serrifer"
"163",0.575635278,0.461656883,0.389937542,0.558254842,0.385813585,0.260468055,2.496837683,3.29,1.97408102602201,1.35760211946624,1.35760211946624,"Etheostoma spectabile"
