"","SpecCode","Suporder","Order","Family","MBl","BEl","VEp","REs","OGp","RMl","BLs","PFv","PFs","CPt","Type.of.illustration","Reference","Species"
"4890",54941,"Teleostei","Gymnotiformes","Apteronotidae",16,9.948974455,0.485699119,0.17733445,0.225491722,0.183135996,0.578982052,0.466890599,0.060474786,0,"Photograph","Campos-da-Paz R. (1999) New species of Megadontognathus from the Amazon basin, with phylogenetic and taxonomic discussions on the genus (Gymnotiformes: Apteronotidae). Copeia 4: 1041-1049.","Megadontognathus kaitukaensis"
"4891",49947,"Teleostei","Siluriformes","Loricariidae",38.5,4.731468976,0.572424812,0.262048231,0,0,0.687066903,0,NA,4.370888065,"Photograph","https://www.planetcatfish.com/","Megalancistrus barrae"
"4892",49946,"Teleostei","Siluriformes","Loricariidae",60,4.647742671,0.678671102,0.212942738,0,0,0.84598614,0,0.406705893,2.485759448,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Megalancistrus parananus"
"4893",12207,"Teleostei","Siluriformes","Callichthyidae",15.5,3.558931282,0.463632149,0.226804124,0.304542686,NA,0.440905083,0.15454405,0.220956816,1.780487805,"Photograph","Unpublished","Megalechis picta"
"4894",46502,"Teleostei","Siluriformes","Callichthyidae",12.4,3.288609669,0.479316828,0.181818182,0.21334402,0.13589899,0.583454641,0.16353821,0.114708033,1.796704889,"Photograph","https://www.planetcatfish.com/","Megalechis thoracata"
"4895",53291,"Teleostei","Characiformes","Anostomidae",50,3.662474812,0.496447955,0.433333333,0.467980114,0.246083333,0.441247849,0.182382444,0.153448885,3.23020573,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megaleporinus elongatus"
"4896",52574,"Teleostei","Characiformes","Anostomidae",68.4,3.331926701,0.468228527,0.280553637,0.46489693,0.272187394,0.478723639,0.21490443,0.12959368,2.070328943,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Megaleporinus macrocephalus"
"4897",53260,"Teleostei","Characiformes","Anostomidae",26,3.831314869,0.423820896,0.381767469,0.342452264,0.195587249,0.430142273,0.216958495,0.149363147,3.042320034,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megaleporinus muyscorum"
"4898",23445,"Teleostei","Characiformes","Anostomidae",76,3.360849308,0.485040158,0.316909506,0.4494364,0.290916215,0.42320566,0.220401327,0.146263047,2.618335963,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Megaleporinus obtusidens"
"4899",66791,"Teleostei","Characiformes","Anostomidae",38.02,3.102652657,0.414630101,0.311111111,0.399996098,0.267133333,0.439020107,0.199998049,0.170385976,3.169484317,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Megaleporinus piavussu"
"4900",51875,"Teleostei","Characiformes","Anostomidae",17,3.42649745,0.46823496,0.337010526,0.426908034,0.254378947,0.500071063,0.191164008,0.161304694,2.468250011,"Photograph","http://www.wikipeixes.com.br/","Megaleporinus reinhardti"
"4901",25647,"Teleostei","Characiformes","Anostomidae",23.8,3.762483025,0.549968587,0.339393939,0.458227361,0.185518182,0.587331787,0.237196612,0.163263009,2.31585206,"Photograph","http://www.wikipeixes.com.br/","Megaleporinus trifasciatus"
"4902",285,"Teleostei","Cypriniformes","Cyprinidae",200,2.413729621,0.453469225,0.426173617,0.501032994,0.382654734,0.311984781,0.221797206,0.191616525,3.044350015,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megalobrama amblycephala"
"4903",56034,"Teleostei","Cypriniformes","Cyprinidae",32,2.858060755,0.331902182,0.448717949,0.365943432,0.652717949,0.331902182,0.148930466,0.200997514,2.1750375,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Megalobrama elongata"
"4904",62363,"Teleostei","Cypriniformes","Cyprinidae",38,2.473415953,0.461550801,0.558911748,0.509968694,0.421688137,0.269126284,0.259346459,0.183648536,2.193516939,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megalobrama mantschuricus"
"4905",56033,"Teleostei","Cypriniformes","Cyprinidae",36.5,2.190519942,0.353895103,0.409638554,0.37335844,0.361650602,0.269467396,0.266220801,0.2223953,2.163732753,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Megalobrama pellegrini"
"4906",4789,"Teleostei","Cypriniformes","Cyprinidae",60,2.312048281,0.452553693,0.462534449,0.462727191,0.441261116,0.262551257,0.254002862,0.203744514,2.59388036,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megalobrama terminalis"
"4907",25732,"Teleostei","Siluriformes","Doradidae",60,3.762053987,0.456073534,0.174041518,0.229545455,NA,0.519756438,0.113295067,0.203695227,NA,"Photograph","https://www.planetcatfish.com/","Megalodoras uranoscopus"
"4908",64682,"Teleostei","Siluriformes","Pimelodidae",10.6,4.761425532,0.531914894,0.269230769,0.312056738,0.367128205,0.553191489,0.219858156,0.180531785,2.034482759,"Photograph","Unpublished","Megalonema amaxanthum"
"4909",47742,"Teleostei","Siluriformes","Pimelodidae",40,5.279043462,0.518454243,0.248797177,0.215667884,NA,0.531465017,0.101062557,0.147094739,2.009930542,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Megalonema platanum"
"4910",47744,"Teleostei","Siluriformes","Pimelodidae",30,4.785731458,0.609425712,0.362973684,0.300479324,0.328947368,0.570982089,0.236386585,0.169340659,2.5,"Photograph","University of Louisiana at Lafayette (http://www.ucs.louisiana.edu/)","Megalonema platycephalum"
"4911",47741,"Teleostei","Siluriformes","Pimelodidae",15.93,4.92958267,0.429670269,0.311434428,0.176867712,0.347112644,0.480016704,0.180477257,0.176457042,NA,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Megalonema xanthum"
"4912",1079,"Teleostei","Elopiformes","Megalopidae",250,4.597126954,0.746176768,0.21580738,0.796309832,0.920753729,0.537079726,0.269378537,NA,3.724420644,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megalops atlanticus"
"4913",227,"Teleostei","Elopiformes","Megalopidae",150,3.852553742,0.574611447,0.494784572,0.632583891,0.631411057,0.572525514,0.150022442,0.169423708,3.683126263,"Photograph","Kano Y, Adnan MSB, Grudpan C, Grudpan J, Magtoon W, Musikasinthorn P, Natori Y, Ottomanski S, Praxaysonbath B, Phongsa K, Rangsiruji A, Shibukawa K, Shimatani Y, So N, Suvarnaraksha A, Thach P, Thanh PN, Tran DD, Utsugi K, Yamashita T (2013) An online database on freshwater fish diversity and distribution in Mainland Southeast Asia. (http://ffish.asia)","Megalops cyprinoides"
"4914",24350,"Teleostei","Cypriniformes","Cyprinidae",21,3.58500607,0.49092814,0.617238519,0.447971928,0.248069601,0.390904858,0.274675292,0.160861901,1.759295633,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Megarasbora elanga"
"4915",16215,"Teleostei","Cypriniformes","Cyprinidae",45,3.910164865,0.60568701,0.329186603,0.37547112,NA,0.522885789,0.234753923,0.202965235,2.492482132,"Photograph","Kano Y, Adnan MSB, Grudpan C, Grudpan J, Magtoon W, Musikasinthorn P, Natori Y, Ottomanski S, Praxaysonbath B, Phongsa K, Rangsiruji A, Shibukawa K, Shimatani Y, So N, Suvarnaraksha A, Thach P, Thanh PN, Tran DD, Utsugi K, Yamashita T (2013) An online database on freshwater fish diversity and distribution in Mainland Southeast Asia. (http://ffish.asia)","Mekongina erythrospila"
"4916",48744,"Teleostei","Characiformes","Crenuchidae",5.5,5.025792826,0.643075577,0.415693063,0.462203127,0.482064521,0.642914726,0.099847972,0.233281104,2.25702005,"Photograph","Encyclopedia of Life, Smithsonian Museum (https://eol.org/)","Melanocharacidium blennioides"
"4917",48810,"Teleostei","Characiformes","Crenuchidae",3.06,4.128291934,0.562404417,0.666455657,0.434856937,0.222336391,0.55076096,0.228463057,0.274315339,1.401537986,"Photograph","Ichthyological Exploration of Freshwaters (1993). 4:1","Melanocharacidium compressum"
"4918",48812,"Teleostei","Characiformes","Crenuchidae",3.4,5.992965514,0.506706663,0.52769819,0.158429433,0.30248994,0.677317072,0.236913948,0.265505707,NA,"Photograph","Ichthyological Exploration of Freshwaters (1993). 4:1","Melanocharacidium depressum"
"4919",28027,"Teleostei","Characiformes","Crenuchidae",5,5.237853054,0.565073326,0.407171907,0.382876731,0.372958934,0.607964488,0.129806508,0.219710211,1.93492795,"Photograph","Planquette P., Keith P. & Le Bail P.Y. (1996) Atlas des poissons d’eau douce de Guyane. Tome 1, Patrimoines naturels (MNHN/SPN) 22. 429 pages.","Melanocharacidium dispilomma"
"4920",48814,"Teleostei","Characiformes","Crenuchidae",7.19,5.489080586,0.604794872,0.539059748,0.44010989,0.40741195,0.582417582,0.241820513,0.18362897,NA,"Photograph","Ichthyological Exploration of Freshwaters (1993). 4:1","Melanocharacidium melanopteron"
"4921",48818,"Teleostei","Characiformes","Crenuchidae",4.36,5.819244491,0.560041973,0.460693473,0.373392295,0.311357766,0.680131914,0.18,0.287828135,1.628905789,"Photograph","Ichthyological Exploration of Freshwaters (1993). 4:1","Melanocharacidium pectorale"
"4922",48821,"Teleostei","Characiformes","Crenuchidae",10,4.660494201,0.513091276,0.532215864,0.397740797,0.505626343,0.474140192,0.120030257,0.214234085,2.191082938,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanocharacidium rex"
"4923",2343,"Teleostei","Perciformes","Cichlidae",11,3.412873406,0.539116631,0.345875614,0.374283008,0.395229983,0.710466768,0.30158396,0.221065508,2.045454545,"Photograph","http://franchi-cichlids.com","Melanochromis auratus"
"4924",46260,"Teleostei","Perciformes","Cichlidae",8.55,3.457847493,0.617732028,0.331420328,0.423397394,0.445535896,0.735985874,0.380485155,0.218767972,2.100215612,"Drawing","Oliver, M. K. (1997 and after.) The Cichlid Fishes of Lake Malawi, Africa. (https://malawicichlids.com/index.htm)","Melanochromis baliodigma"
"4925",2344,"Teleostei","Perciformes","Cichlidae",12,3.141649761,0.564101209,0.307088818,0.425616695,0.400908221,0.731945206,0.314040084,NA,2.240518195,"Photograph","http://www.malawi-dream.info/","Melanochromis chipokae"
"4926",46242,"Teleostei","Perciformes","Cichlidae",8,3.116402357,0.635797073,0.402204989,0.447639373,0.309752698,0.63529759,0.417812262,0.192172355,2.271471429,"Photograph","Unpublished","Melanochromis dialeptos"
"4927",50202,"Teleostei","Perciformes","Cichlidae",10,2.697825283,0.57818705,0.351479865,0.360156218,0.399138152,0.608649538,0.328978417,0.215693505,2.078748495,"Drawing","Oliver, M. K. (1997 and after.) The Cichlid Fishes of Lake Malawi, Africa. (https://malawicichlids.com/index.htm)","Melanochromis heterochromis"
"4928",46263,"Teleostei","Perciformes","Cichlidae",9,2.902496019,0.590069507,0.339356413,0.409394675,0.463792468,0.646613184,0.361424085,0.180667658,2.184150271,"Photograph","Oliver, M. K. (1997 and after.) The Cichlid Fishes of Lake Malawi, Africa. (https://malawicichlids.com/index.htm)","Melanochromis lepidiadaptes"
"4929",8357,"Teleostei","Perciformes","Cichlidae",12,3.317564463,0.576675672,0.302701055,0.46549411,0.456767881,0.663073643,0.26880594,NA,3.096512251,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanochromis loriae"
"4930",8356,"Teleostei","Perciformes","Cichlidae",20,2.578335961,0.664539238,0.311846056,0.444098061,0.365023694,0.761515134,0.361070294,0.239468068,1.823153312,"Photograph","Johnson D.S. (1985) Lake Malawi's monster Melanochromis, Melanochromis robustus sp. n. Today's Aquarist 10: 3.","Melanochromis robustus"
"4931",2351,"Teleostei","Perciformes","Cichlidae",7.4,3.774081405,0.532164942,0.387886021,0.372616984,0.534163807,0.687395527,0.288484612,0.173329312,2.47283824,"Photograph","Unpublished","Melanochromis simulans"
"4932",2352,"Teleostei","Perciformes","Cichlidae",7.4,3.464844531,0.523188616,0.364229094,0.411379868,0.381881882,0.67172479,0.32564014,0.177478234,2.351794953,"Photograph","Unpublished","Melanochromis vermivorus"
"4933",61798,"Teleostei","Cyprinodontiformes","Rivulidae",3,3.876078221,0.555070552,0.484547239,0.622745399,0.296847757,0.58673773,0.49095092,0.179321566,1.916374986,"Drawing","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus apiamici"
"4934",49745,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.648098658,0.54630007,0.522699877,0.597136064,0.435842212,0.607142671,0.392857329,0.176296983,1.969862551,"Photograph","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus decoratus"
"4935",49777,"Teleostei","Cyprinodontiformes","Rivulidae",4,4.579312308,0.618663782,0.583600972,0.680858451,0.443745556,0.58595798,0.486297208,0.170982217,1.81693687,"Drawing","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus modestus"
"4936",49785,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.050277213,0.541692848,0.499697377,0.603659213,0.21664425,0.549621142,0.375078544,0.178923666,1.966673122,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanorivulus pictus"
"4937",62908,"Teleostei","Cyprinodontiformes","Rivulidae",3,4.673796875,0.493494792,0.617407407,0.541845486,0.368305556,0.5625,0.437555556,0.178799728,1.947041209,"Drawing","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus pinima"
"4938",49788,"Teleostei","Cyprinodontiformes","Rivulidae",4,4.67454677,0.490067925,0.565225977,0.602741812,0.187651725,0.570102292,0.370887985,0.171050553,1.452984567,"Photograph","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus punctatus"
"4939",49801,"Teleostei","Cyprinodontiformes","Rivulidae",5,4.628560575,0.656830239,0.526593452,0.779435973,0.350646108,0.63385895,0.539211309,0.15697044,1.842678262,"Drawing","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus violaceus"
"4940",49806,"Teleostei","Cyprinodontiformes","Rivulidae",4,4.547463099,0.550032678,0.587820344,0.671411786,0.229314878,0.53589196,0.443363916,0.160978983,1.984493287,"Drawing","Huber J.H. (1992) Review of Rivulus, ecobiogeography-relationships. 472 pages.","Melanorivulus zygonectes"
"4941",25621,"Teleostei","Atheriniformes","Melanotaeniidae",12,2.593800168,0.559399129,0.546074811,0.531965664,0.584379515,0.340133454,0.513252591,0.146595988,2.493776317,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanotaenia affinis"
"4942",22712,"Teleostei","Atheriniformes","Melanotaeniidae",11,3.077042171,0.516998965,0.502910966,0.502722895,0.441073731,0.432908772,0.49799721,0.162480547,2.462896157,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanotaenia australis"
"4943",22677,"Teleostei","Atheriniformes","Melanotaeniidae",11,3.254346131,0.463815295,0.43876184,0.453016646,0.385479587,0.581950732,0.527991684,NA,3.019935806,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanotaenia duboulayi"
"4944",10492,"Teleostei","Atheriniformes","Melanotaeniidae",8,3.035607983,0.476001726,0.548781514,0.520941355,0.521044657,0.347508758,0.505100959,0.144837455,2.807766001,"Photograph","Unpublished","Melanotaenia exquisita"
"4945",22685,"Teleostei","Atheriniformes","Melanotaeniidae",11,3.017934584,0.455437849,0.494462915,0.478153247,0.374971877,0.522532525,0.481314332,NA,2.800386912,"Photograph","Unpublished","Melanotaenia fluviatilis"
"4946",10493,"Teleostei","Atheriniformes","Melanotaeniidae",8,3.429430366,0.48273282,0.633756592,0.521079588,0.45268328,0.393542066,0.509544382,0.138465734,3.250589219,"Photograph","Unpublished","Melanotaenia gracilis"
"4947",10498,"Teleostei","Atheriniformes","Melanotaeniidae",9,3.178097599,0.559645003,0.571311977,0.513538143,0.498122832,0.402367738,0.540499491,0.122509397,2.558659088,"Photograph","Unpublished","Melanotaenia maylandi"
"4948",11307,"Teleostei","Atheriniformes","Melanotaeniidae",10,3.378827037,0.484691853,0.523211568,0.550028555,0.404989536,0.407004094,0.497081627,0.13068439,2.952747609,"Photograph","Unpublished","Melanotaenia nigrans"
"4949",10516,"Teleostei","Atheriniformes","Melanotaeniidae",5,2.525326043,0.544030238,0.612079688,0.603634082,0.506494566,0.353749495,0.515667378,NA,3.304609496,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Melanotaenia praecox"
"4950",51785,"Teleostei","Atheriniformes","Melanotaeniidae",10.23,3.100316826,0.589241602,0.555489757,0.640269063,0.592482928,0.369769463,0.555389805,0.150086852,2.290534276,"Photograph","Unpublished","Melanotaenia rubripinnis"
"4951",13102,"Teleostei","Atheriniformes","Melanotaeniidae",20,2.690489728,0.481046495,0.446672704,0.502855543,0.490403516,0.384221111,0.483532896,NA,3.696417763,"Photograph","https://seriouslyfish.com/","Melanotaenia splendida"
"4952",22717,"Teleostei","Atheriniformes","Melanotaeniidae",13,2.33922519,0.480452585,0.606109509,0.482468162,0.589700876,0.321044891,0.482779022,0.182148134,2.593925088,"Photograph","Unpublished","Melanotaenia trifasciata"
"4953",3241,"Teleostei","Atheriniformes","Atherinidae",15,6.136203859,0.603131844,0.683736523,0.603413527,0.248445573,0.618933888,0.740748088,0.163359017,2.894710388,"Photograph","Bureau of Reclamation, Washington DC (usbr.gov)","Menidia beryllina"
"4954",11226,"Teleostei","Characiformes","Distichodontidae",25,4.202789066,0.505231056,0.476936867,0.433147379,0.777700495,0.508671917,0.159460624,0.158097987,3.618410998,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Mesoborus crocodilus"
"4955",48035,"Teleostei","Scorpaeniformes","Cottidae",20,4.435703667,0.656603072,0.332943354,0.397311695,0.815298547,0.582395937,0.572423191,0.24376763,3.368421053,"Drawing","http://fish.dvo.ru","Mesocottus haitej"
"4956",55960,"Teleostei","Cypriniformes","Cyprinidae",14.2,4.589840619,0.547253579,0.339820914,0.228571702,0.425597017,0.536030021,0.264409183,0.192695972,2.40954358,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Mesogobio lachneri"
"4957",55963,"Teleostei","Cypriniformes","Cyprinidae",15.1,4.919038648,0.629102523,0.485825159,0.203705884,NA,0.546139581,0.201954493,0.197762612,2.259203297,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Mesogobio tumenensis"
"4958",47120,"Teleostei","Perciformes","Cichlidae",25,2.538788385,0.535593081,0.284075495,0.401835076,0.333348305,0.761665937,0.315233456,0.156685505,2.296680368,"Photograph","Unpublished","Mesoheros atromaculatus"
"4959",12308,"Teleostei","Perciformes","Cichlidae",25,2.267973674,0.587339465,0.188905547,0.430164605,0.387223607,0.700698493,0.338017782,0.244501433,2.765512544,"Photograph","Unpublished","Mesoheros festae"
"4960",47064,"Teleostei","Perciformes","Cichlidae",26,2.333569396,0.601303066,0.31459122,0.426792681,0.28078371,0.610528823,0.433018297,0.222377946,NA,"Photograph","Unpublished","Mesoheros ornatus"
"4961",52201,"Teleostei","Perciformes","Cichlidae",7.1,1.778018424,0.608974969,0.458956202,0.490089194,0.213086808,0.446392379,0.421617192,0.270761317,1.935717173,"Photograph","Swedish Museum of Natural History, Sweeden (https://www.nrm.se/)","Mesonauta acora"
"4962",57774,"Teleostei","Perciformes","Cichlidae",8.2,1.658385093,0.4894056,0.273450417,0.355068867,0.116332826,0.524713073,0.339154606,0.242178167,1.833092988,"Photograph","Unpublished","Mesonauta egregius"
"4963",11140,"Teleostei","Perciformes","Cichlidae",12.1,1.887648094,0.646037527,0.319148043,0.500030693,0.102177765,0.609088212,0.467843916,0.285372827,1.781412978,"Photograph","Unpublished","Mesonauta festivus"
"4964",57775,"Teleostei","Perciformes","Cichlidae",10,1.945514295,0.67043685,0.286235161,0.52640329,0.121911979,0.582113704,0.437054935,0.24132794,1.813279757,"Photograph","Unpublished","Mesonauta guyanae"
"4965",13272,"Teleostei","Perciformes","Cichlidae",9.4,1.948741429,0.545721429,0.370159611,0.380097143,0.194076894,0.517151429,0.357154286,0.279607571,1.844204444,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Mesonauta insignis"
"4966",57772,"Teleostei","Perciformes","Cichlidae",10,2.195745505,0.507155364,0.419846257,0.419144387,0.253831881,0.539876423,0.308480369,NA,NA,"Photograph","Unpublished","Mesonauta mirificus"
"4967",6464,"Teleostei","Perciformes","Terapontidae",30,2.273444612,0.469606369,0.364245709,0.311027404,0.350896925,0.442680333,0.30875926,0.218473899,2.433825932,"Photograph","Randall J.E. Reef and Shore Fishes of the Hawaiian Islands. 560 pages.","Mesopristes argenteus"
"4968",23487,"Teleostei","Perciformes","Terapontidae",23,2.76548665,0.484543091,0.35650393,0.227245175,0.689285105,0.564283408,0.344221433,0.23002958,2.769147376,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Mesopristes cancellatus"
"4969",55408,"Teleostei","Cypriniformes","Nemacheilidae",6,4.782804314,0.49238829,0.305695444,0,0,0.616825886,0,0.139387379,2.564167417,"Drawing","Chinese Academy of Sciences, Beijing, China (www.fauna.ioz.ac.cn)","Metahomaloptera omeiensis"
"4970",48326,"Teleostei","Siluriformes","Loricariidae",30,8.853008231,0.644815539,0.214242997,0,0,0.915926452,NA,0.16898243,3.9416589,"Photograph","Boeseman M. (1976) A short review of the Surinam Loricariinae; with additional information on Surinam Harttiinae. including the description of a new species (Loricariidae, Siluriformes). Zoologische Mededelingen 50: 153-177.","Metaloricaria nijsseni"
"4971",48324,"Teleostei","Siluriformes","Loricariidae",27,9.887921621,0.740106711,1.012186274,0,0,0.890813278,0,0.163479994,5.991228853,"Photograph","All Catfish Species Inventory, US National Science Foundation's Biotic Surveys & Inventories Program (http://silurus.acnatsci.org/)","Metaloricaria paucidens"
"4972",56431,"Teleostei","Characiformes","Characidae",11.2,1.553453053,0.465359119,0.265276431,0.442742008,0.14608176,0.573054005,0.188865548,0.228117716,4.970879516,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Metynnis altidorsalis"
"4973",25518,"Teleostei","Characiformes","Characidae",14,1.200355375,0.507967968,0.381742274,0.494741301,0.237645586,0.285224494,0.305052507,0.156180715,4.187770303,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Metynnis argenteus"
"4974",56433,"Teleostei","Characiformes","Characidae",6,1.360256562,0.441343627,0.278179491,0.470690266,0.13494672,0.426677689,0.2200186,0.213030338,5.73014214,"Photograph","Unpublished","Metynnis fasciatus"
"4975",11937,"Teleostei","Characiformes","Characidae",18,1.21136062,0.524831602,0.273374352,0.512057845,0.100832958,0.378766101,0.29078712,0.209873882,5.158008994,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Metynnis hypsauchen"
"4976",26527,"Teleostei","Characiformes","Characidae",16.4,1.593743418,0.56777756,0.309949515,0.554206071,0.142932667,0.398700429,0.322926179,0.179609156,4.254763035,"Photograph","Ota, R. R., Deprá, G. D. C., Graça, W. J. D., & Pavanelli, C. S. (2018). Peixes da planície de inundaçao do alto rio Paraná e áreas adjacentes: revised, annotated and updated. Neotropical Ichthyology 16 (2).","Metynnis lippincottianus"
"4977",51152,"Teleostei","Characiformes","Characidae",12.9,1.475817651,0.449692647,0.391009664,0.50232557,0.192650063,0.408654386,0.227428446,NA,5.008523641,"Photograph","https://www.aquatic-experts.com/","Metynnis luna"
"4978",11940,"Teleostei","Characiformes","Characidae",18,1.760919398,0.474499338,0.359758278,0.4808714,0.150910819,0.474499338,0.20300811,0.1748794,4.734662293,"Photograph","Froese, R. and D. Pauly. Editors. 2021. FishBase. (www.fishbase.org)","Metynnis maculatus"
"4979",53328,"Teleostei","Characiformes","Characidae",15,1.391167616,0.600346036,0.38719918,0.577603049,0.117134044,0.385694745,0.31990404,0.200010635,3.109492616,"Photograph","Fricke R., Eschmeyer W. N. & Van der Laan R. (2021).  Eschmeyer’s catalog of fishes (http://researcharchive.calacademy.org/research/ichthyology/catalog/fishcatmain.asp)","Metynnis mola"
"4980",58138,"Teleostei","Characiformes","Characidae",NA,1.495104776,0.512868268,0.367585555,0.537095309,NA,0.386666366,0.275526884,0.192872009,5.541853591,"Photograph","https://www.aquatic-experts.com/","Metynnis orinocensis"
"4981",60269,"Teleostei","Cypriniformes","Cyprinidae",7.3,3.946034126,0.614984861,0.579786681,0.717617206,0.442681515,0.524813571,0.315502624,0.165221448,2.868072588,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Metzia formosae"
"4982",17288,"Teleostei","Cypriniformes","Cyprinidae",10,3.62038,0.489809377,0.5247895,0.440358854,0.469229426,0.463844344,0.26670599,0.143279262,2.35232304,"Drawing","Wu, X. (1964) The Cyprinid Fishes of China. (In Chinese).
Chu, X., Chen, Y. (1989) The Fishes of Yunnan, China, Part I. Science Press, Beijing. (In Chinese).
Chu, X., Chen, Y. (1990) The Fishes of Yunnan, China, Part II. Science Press, Beijing. (In Chinese).
Ding, R. (1994) The Fishes of Sichuan, China. Sichuan Sciences and Technology Press, Chengdu. (In Chinese).","Metzia lineata"
