"","Site","Country","HydroBasin","taxnovel","funcnovel","cooccur","total_bincount","mean_ts_fill","mean_ts_fillS","bincountS"
"1","G10003","SWE",2080030160,FALSE,FALSE,0,256,0.727272727272727,-0.133238411232481,0.643366228146887
"2","G10008","SWE",2080030340,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"3","G10016","SWE",2080030160,FALSE,FALSE,0,289,0.739130434782609,-0.0718411441570174,0.846652666016651
"4","G10019","SWE",2080032990,FALSE,FALSE,0,81,1,1.2788987315032,-0.43466791207156
"5","G10021","FIN",2080030100,TRUE,TRUE,1,144,0.8,0.243331493497033,-0.0465756215929189
"6","G10024","SWE",2080030160,FALSE,FALSE,0,225,0.75,-0.0155603160045082,0.452400180451048
"7","G10026","FIN",2080030100,TRUE,FALSE,0,144,0.8,0.243331493497033,-0.0465756215929189
"8","G10027","SWE",2080030220,FALSE,FALSE,0,36,0.428571428571429,-1.67986480565727,-0.711876690984875
"9","G10029","SWE",2080030160,FALSE,FALSE,0,100,0.588235294117647,-0.853151464391847,-0.317624205419271
"10","G10030","SWE",2080030220,FALSE,FALSE,0,49,0.4375,-1.63363412538914,-0.631794154854362
"11","G10036","SWE",2080030220,FALSE,FALSE,0,64,0.444444444444444,-1.59767692962504,-0.539391228549923
"12","G10037","SWE",2080030220,FALSE,FALSE,0,49,0.5,-1.31001936351221,-0.631794154854362
"13","G10038","SWE",2080030160,FALSE,TRUE,0,225,0.681818181818182,-0.368594601688428,0.452400180451048
"14","G10039","SWE",2080032980,FALSE,FALSE,0,81,0.9,0.761115112500115,-0.43466791207156
"15","G10040","SWE",2080030220,FALSE,FALSE,0,100,0.555555555555556,-1.02236179739939,-0.317624205419271
"16","G10043","SWE",2080030220,FALSE,FALSE,0,100,0.555555555555556,-1.02236179739939,-0.317624205419271
"17","G10045","FIN",2080030100,FALSE,FALSE,0,64,0.727272727272727,-0.133238411232481,-0.539391228549923
"18","G10046","SWE",2080030220,FALSE,FALSE,0,144,0.666666666666667,-0.447046665173744,-0.0465756215929189
"19","G10049","SWE",2080032500,FALSE,FALSE,0,196,0.875,0.631669207749345,0.273754522929134
"20","G10050","SWE",2080030220,TRUE,FALSE,0,81,0.5625,-0.986404601635287,-0.43466791207156
"21","G10053","SWE",2080030220,FALSE,FALSE,0,25,0.625,-0.662789839758361,-0.779638836941463
"22","G10055","SWE",2080030340,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"23","G10056","SWE",2080030340,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"24","G10057","SWE",2080030340,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"25","G10058","SWE",2080030220,FALSE,FALSE,0,81,0.642857142857143,-0.570328479222096,-0.43466791207156
"26","G10061","SWE",2080030220,FALSE,FALSE,0,81,0.5625,-0.986404601635287,-0.43466791207156
"27","G10062","SWE",2080030220,FALSE,FALSE,0,64,0.5,-1.31001936351221,-0.539391228549923
"28","G10064","SWE",2080030160,FALSE,FALSE,0,169,0.684210526315789,-0.356207433769694,0.107429255581145
"29","G10068","SWE",2080030160,FALSE,FALSE,0,289,0.739130434782609,-0.0718411441570174,0.846652666016651
"30","G10069","SWE",2080030220,FALSE,FALSE,0,49,0.636363636363636,-0.603950792144374,-0.631794154854362
"31","G1007","USA",7080047060,FALSE,FALSE,0,64,0.727272727272727,-0.133238411232481,-0.539391228549923
"32","G10074","SWE",2080030220,FALSE,FALSE,0,100,0.526315789473684,-1.17376051640614,-0.317624205419271
"33","G10076","SWE",2080032990,FALSE,FALSE,0,324,0.947368421052632,1.00638103729105,1.06225949406034
"34","G10078","SWE",2080030160,FALSE,FALSE,0,225,0.652173913043478,-0.522087769377089,0.452400180451048
"35","G10079","SWE",2080030160,FALSE,FALSE,0,81,0.75,-0.0155603160045082,-0.43466791207156
"36","G1008","USA",7080047060,FALSE,FALSE,0,225,0.833333333333333,0.415926033164727,0.452400180451048
"37","G10081","SWE",2080030160,FALSE,FALSE,0,529,0.766666666666667,0.0707369538293391,2.32509948688766
"38","G10082","SWE",2080030100,TRUE,TRUE,1,100,0.666666666666667,-0.447046665173744,-0.317624205419271
"39","G10086","SWE",2080030160,FALSE,FALSE,0,169,0.65,-0.53334393500759,0.107429255581145
"40","G10088","SWE",2080030160,FALSE,FALSE,0,225,0.652173913043478,-0.522087769377089,0.452400180451048
"41","G10092","SWE",2080030260,FALSE,FALSE,0,100,0.769230769230769,0.0840134568807002,-0.317624205419271
"42","G10093","SWE",2080030260,FALSE,FALSE,0,100,0.769230769230769,0.0840134568807002,-0.317624205419271
"43","G10094","SWE",2080030260,FALSE,FALSE,0,100,0.769230769230769,0.0840134568807002,-0.317624205419271
"44","G10103","SWE",2080030100,FALSE,FALSE,0,64,0.727272727272727,-0.133238411232481,-0.539391228549923
"45","G10104","SWE",2080030160,FALSE,FALSE,0,144,0.631578947368421,-0.628725127981843,-0.0465756215929189
"46","G10105","SWE",2080030160,FALSE,FALSE,0,225,0.625,-0.662789839758361,0.452400180451048
"47","G10106","SWE",2080032650,FALSE,FALSE,0,100,0.625,-0.662789839758361,-0.317624205419271
"48","G10107","SWE",2080030160,FALSE,FALSE,0,64,0.615384615384615,-0.712576726200965,-0.539391228549923
"49","G10109","SWE",2080032990,TRUE,TRUE,0,529,0.851851851851852,0.511811888535668,2.32509948688766
"50","G10114","FIN",2080030100,FALSE,FALSE,0,64,0.8,0.243331493497033,-0.539391228549923
"51","G10116","FIN",2080030100,FALSE,FALSE,0,49,0.777777777777778,0.128268467051904,-0.631794154854362
"52","G10119","SWE",2080032650,FALSE,TRUE,0,196,0.875,0.631669207749345,0.273754522929134
"53","G1012","USA",7080047060,TRUE,FALSE,0,500,0.944444444444444,0.991241165390374,2.14645382936575
"54","G10120","SWE",2080032990,FALSE,FALSE,0,729,0.931034482758621,0.921806580466589,3.55713850428018
"55","G10124","FIN",2080030100,FALSE,FALSE,0,25,0.833333333333333,0.415926033164727,-0.779638836941463
"56","G10125","SWE",2080030160,FALSE,FALSE,0,292,0.556850556850557,-1.015656492828,0.865133251277539
"57","G1013","USA",7080047060,FALSE,FALSE,0,425,0.807952069716776,0.284506007862202,1.68443919784356
"58","G10130","SWE",2080030160,FALSE,FALSE,0,289,0.653846153846154,-0.513429180430549,0.846652666016651
"59","G10131","SWE",2080032670,FALSE,FALSE,0,169,0.8125,0.308054445872418,0.107429255581145
"60","G10135","SWE",2080030100,FALSE,FALSE,0,256,0.64,-0.585122296907899,0.643366228146887
"61","G10137","SWE",2080030100,FALSE,FALSE,0,441,0.67741935483871,-0.391371007216423,1.78300231923496
"62","G10139","SWE",2080030160,FALSE,FALSE,0,324,0.782608695652174,0.153282168453019,1.06225949406034
"63","G1014","USA",7080047060,FALSE,FALSE,0,544,0.832080200501253,0.409437516635866,2.4175024131921
"64","G10143","SWE",2080030100,FALSE,FALSE,0,169,0.684210526315789,-0.356207433769694,0.107429255581145
"65","G10145","SWE",2080030100,FALSE,FALSE,0,281,0.538892480068951,-1.10864047269115,0.797371105320951
"66","G10149","SWE",2080030100,FALSE,FALSE,0,225,0.6,-0.792235744509132,0.452400180451048
"67","G1015","USA",7080047060,FALSE,FALSE,0,464,0.83265306122449,0.412403695620488,1.9246868062351
"68","G10154","SWE",2080030160,FALSE,FALSE,0,25,0.5,-1.31001936351221,-0.779638836941463
"69","G10156","SWE",2080030160,FALSE,FALSE,0,25,0.5,-1.31001936351221,-0.779638836941463
"70","G10159","SWE",2080030160,FALSE,FALSE,0,36,0.666666666666667,-0.447046665173744,-0.711876690984875
"71","G1016","USA",7080047060,FALSE,FALSE,0,410,0.798931623931624,0.237799617225632,1.59203627153912
"72","G10164","SWE",2080030160,FALSE,TRUE,0,324,0.75,-0.0155603160045082,1.06225949406034
"73","G10167","SWE",2080030160,FALSE,FALSE,0,121,0.611111111111111,-0.734704231286567,-0.188260108593058
"74","G10168","SWE",2080030100,FALSE,FALSE,0,281,0.557647058823529,-1.01153233608691,0.797371105320951
"75","G1017","USA",7080047060,FALSE,FALSE,0,361,0.95,1.02000692200166,1.29018671227796
"76","G10170","SWE",2080030160,FALSE,FALSE,0,225,0.625,-0.662789839758361,0.452400180451048
"77","G10172","SWE",2080030160,TRUE,FALSE,0,361,0.826086956521739,0.378405481063054,1.29018671227796
"78","G10173","SWE",2080030160,FALSE,FALSE,0,265,0.558260869565217,-1.00835412461477,0.69880798392955
"79","G10175","SWE",2080030100,FALSE,FALSE,0,149,0.549793601651187,-1.05219625085072,-0.0157746461581061
"80","G10179","SWE",2080030160,FALSE,FALSE,0,242,0.543529411764706,-1.08463119994617,0.557123496929411
"81","G10180","SWE",2080030160,FALSE,FALSE,0,144,0.666666666666667,-0.447046665173744,-0.0465756215929189
"82","G10181","SWE",2080030160,TRUE,FALSE,0,125,0.572649572649573,-0.933851777056983,-0.163619328245207
"83","G10184","SWE",2080030160,TRUE,FALSE,0,170,0.703460038986355,-0.256536610423584,0.113589450668108
"84","G10186","SWE",2080030160,TRUE,FALSE,0,170,0.703460038986355,-0.256536610423584,0.113589450668108
"85","G10188","FIN",2080030100,FALSE,FALSE,0,36,0.666666666666667,-0.447046665173744,-0.711876690984875
"86","G10189","SWE",2080030100,FALSE,FALSE,0,242,0.514130434782609,-1.23685428691395,0.557123496929411
"87","G1019","USA",7080047060,FALSE,FALSE,0,81,0.818181818181818,0.337473969679412,-0.43466791207156
"88","G10191","SWE",2080030160,FALSE,FALSE,0,208,0.625454545454545,-0.660436277853801,0.347676863972685
"89","G1020","USA",7080047060,FALSE,FALSE,0,544,0.90625,0.793476588687808,2.4175024131921
"90","G10200","SWE",2080030160,FALSE,FALSE,0,202,0.641471571906355,-0.577502738634944,0.310715693450909
"91","G10203","SWE",2080030100,FALSE,FALSE,0,225,0.504545454545455,-1.28648374446662,0.452400180451048
"92","G10206","SWE",2080030100,FALSE,FALSE,0,269,0.493383742911153,-1.34427725890939,0.7234487642774
"93","G1021","USA",7080047060,TRUE,FALSE,0,481,0.875862068965517,0.636132859637302,2.02941012271346
"94","G1022","USA",7080047060,FALSE,FALSE,0,611,0.846590909090909,0.484571588714378,2.83023548401859
"95","G10222","SWE",2080033010,FALSE,FALSE,0,100,0.833333333333333,0.415926033164727,-0.317624205419271
"96","G10224","SWE",2080030100,FALSE,FALSE,0,49,0.7,-0.27445212550605,-0.631794154854362
"97","G1023","USA",7080047060,FALSE,TRUE,0,596,0.891640866873065,0.717832890478185,2.73783255771416
"98","G10232","SWE",2080030100,FALSE,FALSE,0,196,0.777777777777778,0.128268467051904,0.273754522929134
"99","G10233","SWE",2080030100,FALSE,FALSE,0,196,0.736842105263158,-0.0836897395575455,0.273754522929134
"100","G10234","SWE",2080030100,FALSE,FALSE,0,225,0.789473684210526,0.188827954654603,0.452400180451048
"101","G10239","SWE",2080030100,FALSE,FALSE,0,361,0.904761904761905,0.785771475309786,1.29018671227796
"102","G1024","USA",7080047060,FALSE,TRUE,0,642,0.780291005291005,0.141281547423675,3.02120153171443
"103","G10240","SWE",2080030100,FALSE,FALSE,0,400,0.909090909090909,0.808186350591304,1.5304343206695
"104","G10241","SWE",2080030100,FALSE,FALSE,0,529,0.92,0.864671836300732,2.32509948688766
"105","G10242","SWE",2080030100,FALSE,FALSE,0,361,0.863636363636364,0.572830160135358,1.29018671227796
"106","G10244","SWE",2080030100,FALSE,FALSE,0,361,0.863636363636364,0.572830160135358,1.29018671227796
"107","G10245","SWE",2080030100,FALSE,FALSE,0,400,0.869565217391304,0.60352879367309,1.5304343206695
"108","G10246","SWE",2080030100,FALSE,FALSE,0,400,0.869565217391304,0.60352879367309,1.5304343206695
"109","G10247","SWE",2080030100,TRUE,FALSE,0,400,0.869565217391304,0.60352879367309,1.5304343206695
"110","G1025","USA",7080047060,FALSE,FALSE,0,500,0.862745098039216,0.568215332871516,2.14645382936575
"111","G10250","SWE",2080032350,FALSE,FALSE,0,169,0.65,-0.53334393500759,0.107429255581145
"112","G10253","SWE",2080032670,FALSE,FALSE,0,25,0.833333333333333,0.415926033164727,-0.779638836941463
"113","G10255","SWE",2080033010,FALSE,FALSE,0,49,0.583333333333333,-0.878533014342978,-0.631794154854362
"114","G10258","SWE",2080033010,FALSE,FALSE,0,256,0.842105263157895,0.461345648866752,0.643366228146887
"115","G10259","SWE",2080033010,FALSE,FALSE,0,149,0.543859649122807,-1.08292128500209,-0.0157746461581061
"116","G1026","USA",7080047060,FALSE,FALSE,0,596,0.899324435656616,0.757617150994245,2.73783255771416
"117","G10261","SWE",2080033010,FALSE,FALSE,0,100,0.666666666666667,-0.447046665173744,-0.317624205419271
"118","G10262","SWE",2080033020,TRUE,FALSE,0,324,0.75,-0.0155603160045082,1.06225949406034
"119","G10264","SWE",2080032680,FALSE,FALSE,0,49,0.538461538461538,-1.1108718177418,-0.631794154854362
"120","G10266","SWE",2080033020,FALSE,FALSE,0,169,0.8125,0.308054445872418,0.107429255581145
"121","G10267","SWE",2080033010,FALSE,FALSE,0,256,0.842105263157895,0.461345648866752,0.643366228146887
"122","G10269","SWE",2080033020,FALSE,FALSE,0,400,0.833333333333333,0.415926033164727,1.5304343206695
"123","G1027","USA",7080047060,FALSE,TRUE,0,485,0.755590814414344,0.0133880052018273,2.05405090306131
"124","G10272","SWE",2080033020,FALSE,FALSE,0,169,0.866666666666667,0.588520572832421,0.107429255581145
"125","G10275","SWE",2080033020,FALSE,FALSE,0,324,0.692307692307692,-0.314281634660133,1.06225949406034
"126","G10276","SWE",2080033020,FALSE,FALSE,0,121,0.846153846153846,0.482308548421532,-0.188260108593058
"127","G10277","SWE",2080033010,FALSE,FALSE,0,170,0.563413742690059,-0.981673391666326,0.113589450668108
"128","G1028","USA",7080047060,TRUE,FALSE,0,596,0.891640866873065,0.717832890478185,2.73783255771416
"129","G10282","SWE",2080033020,FALSE,FALSE,0,225,0.789473684210526,0.188827954654603,0.452400180451048
"130","G10283","SWE",2080033010,FALSE,FALSE,0,36,0.545454545454545,-1.07466317305627,-0.711876690984875
"131","G10284","SWE",2080033020,FALSE,FALSE,0,100,0.833333333333333,0.415926033164727,-0.317624205419271
"132","G10285","SWE",2080033010,FALSE,FALSE,0,121,0.733333333333333,-0.101857585838355,-0.188260108593058
"133","G10286","SWE",2080033020,FALSE,FALSE,0,49,1,1.2788987315032,-0.631794154854362
"134","G1029","USA",7080047060,TRUE,FALSE,0,500,0.851851851851852,0.511811888535668,2.14645382936575
"135","G10291","SWE",2080033020,TRUE,FALSE,0,289,0.772727272727273,0.102117779223465,0.846652666016651
"136","G10292","SWE",2080033020,FALSE,FALSE,0,196,0.823529411764706,0.365162933262464,0.273754522929134
"137","G10293","SWE",2080032680,FALSE,FALSE,0,169,0.590909090909091,-0.839306982600321,0.107429255581145
"138","G10297","SWE",2080032680,FALSE,FALSE,0,256,0.727272727272727,-0.133238411232481,0.643366228146887
"139","G103","HUN",2080008490,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"140","G1030","USA",7080047060,TRUE,TRUE,0,585,0.816483516483516,0.328680441684354,2.67007041175757
"141","G10300","SWE",2080033020,FALSE,FALSE,0,289,0.894736842105263,0.7338633430789,0.846652666016651
"142","G10302","SWE",2080033010,FALSE,FALSE,0,81,0.692307692307692,-0.314281634660133,-0.43466791207156
"143","G10307","SWE",2080033020,FALSE,FALSE,0,324,0.9,0.761115112500115,1.06225949406034
"144","G10308","SWE",2080033090,FALSE,FALSE,0,121,0.785714285714286,0.169362405068021,-0.188260108593058
"145","G1031","USA",7080047060,FALSE,FALSE,0,436,0.884615384615385,0.681456094191948,1.75220134380015
"146","G10310","SWE",2080033010,FALSE,FALSE,0,121,0.6875,-0.339175077881435,-0.188260108593058
"147","G10311","SWE",2080033090,FALSE,FALSE,0,144,0.8,0.243331493497033,-0.0465756215929189
"148","G10312","SWE",2080032600,FALSE,FALSE,0,25,0.833333333333333,0.415926033164727,-0.779638836941463
"149","G10313","SWE",2080033020,FALSE,TRUE,0,441,0.84,0.450444941098266,1.78300231923496
"150","G10319","SWE",2080033020,TRUE,FALSE,0,1024,0.744186046511628,-0.0456640147837572,5.37439605493413
"151","G1032","USA",7080047060,TRUE,FALSE,0,557,0.896345811051693,0.742194320718362,2.49758494932262
"152","G10322","SWE",2080033020,TRUE,FALSE,0,729,0.613636363636364,-0.721628887372348,3.55713850428018
"153","G10326","SWE",2080033020,FALSE,FALSE,0,49,0.538461538461538,-1.1108718177418,-0.631794154854362
"154","G10328","SWE",2080033020,TRUE,FALSE,0,225,0.833333333333333,0.415926033164727,0.452400180451048
"155","G10329","SWE",2080033080,FALSE,FALSE,0,196,0.777777777777778,0.128268467051904,0.273754522929134
"156","G1033","USA",7080047060,FALSE,TRUE,0,706,0.86228354978355,0.565825511609883,3.41545401728004
"157","G10330","SWE",2080033020,FALSE,FALSE,0,324,0.857142857142857,0.53920784721308,1.06225949406034
"158","G10334","SWE",2080033020,FALSE,FALSE,0,225,0.652173913043478,-0.522087769377089,0.452400180451048
"159","G10335","SWE",2080033080,FALSE,FALSE,0,100,0.833333333333333,0.415926033164727,-0.317624205419271
"160","G10336","SWE",2080033020,FALSE,FALSE,0,64,0.727272727272727,-0.133238411232481,-0.539391228549923
"161","G10337","SWE",2080033020,TRUE,FALSE,0,361,0.863636363636364,0.572830160135358,1.29018671227796
"162","G1034","USA",7080047060,FALSE,FALSE,0,522,0.835,0.424555760148111,2.28197812127893
"163","G10342","SWE",2080033020,FALSE,FALSE,0,196,0.823529411764706,0.365162933262464,0.273754522929134
"164","G10343","SWE",2080033090,FALSE,FALSE,0,64,0.727272727272727,-0.133238411232481,-0.539391228549923
"165","G10345","SWE",2080033020,FALSE,FALSE,0,256,0.695652173913043,-0.296964456767053,0.643366228146887
"166","G10347","SWE",2080033020,FALSE,FALSE,0,121,0.611111111111111,-0.734704231286567,-0.188260108593058
"167","G1035","USA",7080047060,FALSE,FALSE,0,562,0.855263157894737,0.529475072419789,2.52838592475743
"168","G10350","SWE",2080033080,FALSE,FALSE,0,256,0.8,0.243331493497033,0.643366228146887
"169","G10352","SWE",2080033080,FALSE,FALSE,0,400,0.833333333333333,0.415926033164727,1.5304343206695
"170","G10353","SWE",2080033080,FALSE,FALSE,0,289,0.85,0.502223302998574,0.846652666016651
"171","G10355","SWE",2080033080,FALSE,FALSE,0,196,0.56,-0.999349192110364,0.273754522929134
"172","G10358","SWE",2080033080,FALSE,FALSE,0,169,0.8125,0.308054445872418,0.107429255581145
"173","G10359","SWE",2080033080,FALSE,FALSE,0,256,0.695652173913043,-0.296964456767053,0.643366228146887
"174","G1036","USA",7080047060,FALSE,FALSE,0,505,0.908045977011494,0.802775863454386,2.17725480480056
"175","G10361","SWE",2080033080,FALSE,FALSE,0,281,0.486498814085021,-1.37992629255113,0.797371105320951
"176","G10362","SWE",2080033090,FALSE,FALSE,0,250,0.71875,-0.177367696942971,0.606405057625112
"177","G10363","SWE",2080033020,TRUE,FALSE,0,441,0.875,0.631669207749345,1.78300231923496
"178","G10365","SWE",2080033090,FALSE,FALSE,0,144,0.705882352941177,-0.243994265564691,-0.0465756215929189
"179","G10367","SWE",2080033080,FALSE,FALSE,0,256,0.842105263157895,0.461345648866752,0.643366228146887
"180","G1037","USA",7080047060,FALSE,FALSE,0,562,0.855263157894737,0.529475072419789,2.52838592475743
"181","G10371","SWE",2080032670,FALSE,FALSE,0,64,0.615384615384615,-0.712576726200965,-0.539391228549923
"182","G10373","SWE",2080033090,FALSE,FALSE,0,36,0.857142857142857,0.53920784721308,-0.711876690984875
"183","G10375","SWE",2080033080,FALSE,FALSE,0,194,0.692564745196324,-0.312950656910623,0.261434132755209
"184","G1038","USA",7080047060,TRUE,TRUE,0,502,0.829594017094017,0.396564466214826,2.15877421953968
"185","G10380","SWE",2080033090,FALSE,FALSE,0,169,0.590181660899654,-0.843073496028898,0.107429255581145
"186","G10382","SWE",2080032670,FALSE,FALSE,0,64,0.533333333333333,-1.13742482384452,-0.539391228549923
"187","G10384","SWE",2080033090,FALSE,TRUE,0,289,0.62962962962963,-0.638818375915626,0.846652666016651
"188","G10385","SWE",2080032490,FALSE,FALSE,0,64,0.533333333333333,-1.13742482384452,-0.539391228549923
"189","G10388","SWE",2080032600,FALSE,FALSE,0,25,0.333333333333333,-2.17299206185068,-0.779638836941463
"190","G1039","USA",7080047060,TRUE,FALSE,0,544,0.875,0.631669207749345,2.4175024131921
"191","G10391","SWE",2080033010,FALSE,FALSE,0,64,0.888888888888889,0.70358359927755,-0.539391228549923
"192","G10394","SWE",2080033090,FALSE,FALSE,0,130,0.559561965811966,-1.00161726138164,-0.132818352810395
"193","G10395","SWE",2080033090,FALSE,FALSE,0,221,0.592442645074224,-0.831366490344722,0.427759400103198
"194","G10397","SWE",2080033090,FALSE,FALSE,0,121,0.6875,-0.339175077881435,-0.188260108593058
"195","G1040","USA",7080047060,FALSE,FALSE,0,481,0.875862068965517,0.636132859637302,2.02941012271346
"196","G10404","SWE",2080032280,FALSE,FALSE,0,25,0.714285714285714,-0.200483037077037,-0.779638836941463
"197","G10406","SWE",2080032280,FALSE,FALSE,0,125,0.580357142857143,-0.893943241099022,-0.163619328245207
"198","G10409","SWE",2080033090,FALSE,FALSE,0,64,0.666666666666667,-0.447046665173744,-0.539391228549923
"199","G1041","USA",7080047060,TRUE,FALSE,0,569,0.947474747474747,1.00693157808744,2.57150729036617
"200","G10410","SWE",2080032280,FALSE,FALSE,0,49,0.583333333333333,-0.878533014342978,-0.631794154854362
"201","G10416","SWE",2080033080,FALSE,FALSE,0,36,0.75,-0.0155603160045082,-0.711876690984875
"202","G1042","USA",7080047060,FALSE,FALSE,0,656,0.929824561403509,0.915541805886999,3.10744426293191
"203","G10420","SWE",2080033080,FALSE,FALSE,0,36,0.75,-0.0155603160045082,-0.711876690984875
"204","G10423","SWE",2080032280,TRUE,FALSE,0,49,0.7,-0.27445212550605,-0.631794154854362
"205","G10426","SWE",2080032280,FALSE,FALSE,0,98,0.680555555555556,-0.375132273645537,-0.329944595593196
"206","G10427","SWE",2080033080,FALSE,FALSE,0,36,0.5,-1.31001936351221,-0.711876690984875
"207","G1043","USA",7080047060,FALSE,FALSE,0,481,0.85395537525355,0.522703588131556,2.02941012271346
"208","G10431","SWE",2080032280,FALSE,FALSE,0,145,0.680241327300151,-0.376759296078302,-0.0404154265059563
"209","G10438","SWE",2080033120,FALSE,FALSE,0,61,0.424793388429752,-1.69942687863023,-0.557871813810811
"210","G1044","USA",7080047060,TRUE,FALSE,0,580,0.91984864121087,0.863888125284696,2.63926943632275
"211","G10444","SWE",2080033120,FALSE,TRUE,0,169,0.590909090909091,-0.839306982600321,0.107429255581145
"212","G10446","SWE",2080033120,FALSE,FALSE,0,196,0.56,-0.999349192110364,0.273754522929134
"213","G10449","SWE",2080032280,FALSE,FALSE,0,36,1,1.2788987315032,-0.711876690984875
"214","G1045","USA",7080047060,FALSE,FALSE,0,425,0.919191919191919,0.860487726248182,1.68443919784356
"215","G10452","SWE",2080033130,FALSE,TRUE,0,441,0.7,-0.27445212550605,1.78300231923496
"216","G10453","SWE",2080032680,FALSE,FALSE,0,100,0.37037037037037,-1.9812203511088,-0.317624205419271
"217","G10455","SWE",2080033120,FALSE,FALSE,0,169,0.590909090909091,-0.839306982600321,0.107429255581145
"218","G1046","USA",7080047060,FALSE,FALSE,0,625,0.892857142857143,0.72413056828561,2.91647821523607
"219","G10462","SWE",2080033010,FALSE,FALSE,0,64,0.888888888888889,0.70358359927755,-0.539391228549923
"220","G10464","SWE",2080033120,FALSE,FALSE,0,490,0.536151960784314,-1.12283043262262,2.08485187849612
"221","G10465","SWE",2080033120,FALSE,FALSE,0,25,1,1.2788987315032,-0.779638836941463
"222","G10468","SWE",2080033080,FALSE,FALSE,0,225,0.9375,0.955283969626271,0.452400180451048
"223","G1047","USA",7080047060,TRUE,FALSE,0,513,0.793406593406593,0.209191914222104,2.22653636549626
"224","G10470","SWE",2080033130,FALSE,FALSE,0,256,0.592592592592593,-0.830590086657508,0.643366228146887
"225","G10472","SWE",2080032600,FALSE,FALSE,0,81,0.642857142857143,-0.570328479222096,-0.43466791207156
"226","G10475","SWE",2080033010,FALSE,FALSE,0,64,0.888888888888889,0.70358359927755,-0.539391228549923
"227","G10477","SWE",2080032600,FALSE,FALSE,0,64,0.888888888888889,0.70358359927755,-0.539391228549923
"228","G10479","SWE",2080033120,TRUE,FALSE,0,324,0.9,0.761115112500115,1.06225949406034
"229","G1048","USA",7080047060,FALSE,TRUE,0,500,0.875,0.631669207749345,2.14645382936575
"230","G10481","SWE",2080033120,FALSE,FALSE,0,225,0.789473684210526,0.188827954654603,0.452400180451048
"231","G10483","SWE",2080032600,FALSE,FALSE,0,36,1,1.2788987315032,-0.711876690984875
"232","G10485","SWE",2080033080,FALSE,FALSE,0,25,0.384615384615385,-1.90746200082346,-0.779638836941463
"233","G10486","SWE",2080033120,FALSE,FALSE,0,1089,0.868421052631579,0.597604495972826,5.77480873558669
"234","G10487","SWE",2080033120,FALSE,FALSE,0,25,1,1.2788987315032,-0.779638836941463
"235","G1049","USA",7080047060,FALSE,FALSE,0,546,0.78858024691358,0.184201882684953,2.42982280336603
"236","G10490","SWE",2080032600,FALSE,FALSE,0,64,0.8,0.243331493497033,-0.539391228549923
"237","G10494","SWE",2080032600,FALSE,FALSE,0,289,0.944444444444444,0.991241165390374,0.846652666016651
"238","G10497","SWE",2080032230,FALSE,FALSE,0,256,0.842105263157895,0.461345648866752,0.643366228146887
"239","G10498","SWE",2080032230,FALSE,FALSE,0,49,1,1.2788987315032,-0.631794154854362
"240","G10499","SWE",2080032230,FALSE,FALSE,0,121,0.846153846153846,0.482308548421532,-0.188260108593058
"241","G1050","USA",7080047060,FALSE,FALSE,0,625,0.882563551736484,0.670832039655682,2.91647821523607
"242","G10500","SWE",2080032600,FALSE,FALSE,0,100,1,1.2788987315032,-0.317624205419271
"243","G10501","SWE",2080032230,FALSE,FALSE,0,100,0.909090909090909,0.808186350591304,-0.317624205419271
"244","G10503","SWE",2080032230,FALSE,FALSE,0,36,1,1.2788987315032,-0.711876690984875
"245","G10504","SWE",2080032230,TRUE,FALSE,0,100,0.769230769230769,0.0840134568807002,-0.317624205419271
"246","G10505","SWE",2080032230,FALSE,FALSE,0,64,1,1.2788987315032,-0.539391228549923
"247","G10509","SWE",2080032230,FALSE,FALSE,0,324,0.9,0.761115112500115,1.06225949406034
"248","G1051","USA",7080047060,FALSE,FALSE,0,481,0.803819894563996,0.263110281812594,2.02941012271346
"249","G10512","SWE",2080033120,FALSE,FALSE,0,1156,0.85,0.502223302998574,6.18754180641319
"250","G10514","SWE",2080032600,FALSE,FALSE,0,196,0.875,0.631669207749345,0.273754522929134
"251","G10515","SWE",2080032230,FALSE,FALSE,0,81,0.45,-1.56891117301375,-0.43466791207156
"252","G10517","SWE",2080033120,FALSE,FALSE,0,324,0.9,0.761115112500115,1.06225949406034
"253","G1052","USA",7080047060,FALSE,FALSE,0,666,0.950980392156863,1.02508323199188,3.16904621380153
"254","G10520","SWE",2080033120,FALSE,FALSE,0,1156,0.85,0.502223302998574,6.18754180641319
"255","G10523","SWE",2080032230,FALSE,FALSE,0,64,1,1.2788987315032,-0.539391228549923
"256","G10524","SWE",2080032230,FALSE,FALSE,0,36,1,1.2788987315032,-0.711876690984875
"257","G10526","SWE",2080033080,FALSE,FALSE,0,49,0.368421052631579,-1.99131359904258,-0.631794154854362
"258","G10527","SWE",2080033120,TRUE,FALSE,0,169,0.866666666666667,0.588520572832421,0.107429255581145
"259","G1053","USA",7080047060,FALSE,FALSE,0,500,0.810359231411863,0.296969896802281,2.14645382936575
