"","Site","Country","HydroBasin","taxnovel","trophnovel","cooccur","total_bincount","mean_ts_fill","mean_ts_fillS","bincountS"
"512","G11220","SWE","2080033320",FALSE,FALSE,0,144,0.705882352941177,-0.278659891075144,0.0126587663436921
"513","G11223","SWE","2080033320",FALSE,FALSE,0,81,0.642857142857143,-0.605550003563066,-0.404217425292895
"514","G11225","SWE","2080033330",FALSE,FALSE,0,36,0.260869565217391,-2.5867883375116,-0.701986133604742
"515","G11227","SWE","2080033330",FALSE,FALSE,0,74,0.385869565217391,-1.93845628107722,-0.450537002141404
"516","G11233","SWE","2080033330",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"517","G11235","SWE","2080033320",FALSE,FALSE,0,25,0.294117647058824,-2.41434195932957,-0.774774040080972
"518","G11237","SWE","2080033320",FALSE,FALSE,0,100,0.666666666666667,-0.482058183289852,-0.278492859561226
"519","G11238","SWE","2080031960",FALSE,TRUE,0,361,1,1.24682730053516,1.44856564864749
"520","G11239","SWE","2080033320",TRUE,FALSE,0,81,0.642857142857143,-0.605550003563066,-0.404217425292895
"521","G11240","SWE","2080033290",FALSE,FALSE,0,36,0.4,-1.86516657034986,-0.701986133604742
"522","G11243","SWE","2080031960",FALSE,FALSE,0,361,1,1.24682730053516,1.44856564864749
"523","G11250","SWE","2080033290",FALSE,FALSE,0,25,0.454545454545455,-1.58225803663304,-0.774774040080972
"524","G11253","SWE","2080033330",FALSE,FALSE,0,64,0.533333333333333,-1.17361237681986,-0.516707826210704
"525","G11257","SWE","2080033330",FALSE,FALSE,0,121,0.478260869565217,-1.45925432632138,-0.139534129015697
"526","G11258","SWE","2080033330",TRUE,FALSE,0,64,0.363636363636364,-2.05377225949441,-0.516707826210704
"527","G11261","SWE","2080031960",FALSE,FALSE,0,25,0.3125,-2.31899900985392,-0.774774040080972
"528","G11262","SWE","2080033320",FALSE,FALSE,0,100,0.625,-0.698168868767978,-0.278492859561226
"529","G11263","SWE","2080033330",FALSE,FALSE,0,49,0.304347826086957,-2.36128153527356,-0.615964062314653
"530","G11264","SWE","2080033330",FALSE,FALSE,0,49,0.304347826086957,-2.36128153527356,-0.615964062314653
"531","G11265","SWE","2080031960",FALSE,TRUE,0,441,0.954545454545455,1.01107018910447,1.97793224120189
"532","G11268","SWE","2080033330",FALSE,FALSE,0,85,0.487179487179487,-1.41299652073409,-0.377749095665175
"533","G11271","SWE","2080031960",FALSE,FALSE,0,100,0.357142857142857,-2.08745184684165,-0.278492859561226
"534","G11273","SWE","2080033320",FALSE,FALSE,0,225,0.681818181818182,-0.403472479479624,0.548642441305018
"535","G11275","SWE","2080033330",FALSE,TRUE,0,314,0.6675,-0.477735969580289,1.13756277552178
"536","G11279","SWE","2080033320",FALSE,FALSE,0,64,0.470588235294118,-1.49904964436339,-0.516707826210704
"537","G11286","SWE","2080033320",FALSE,FALSE,0,36,0.545454545454545,-1.11074381377167,-0.701986133604742
"538","G11295","SWE","2080033320",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"539","G11302","SWE","2080033330",FALSE,FALSE,0,162,0.589285714285714,-0.8834065991778,0.131766249668431
"540","G11306","SWE","2080032020",FALSE,FALSE,0,25,0.416666666666667,-1.77872229615861,-0.774774040080972
"541","G11308","SWE","2080033330",FALSE,FALSE,0,324,0.72,-0.20543650587785,1.20373359959108
"542","G11309","SWE","2080033330",FALSE,FALSE,0,361,0.76,0.00202975218115122,1.44856564864749
"543","G11310","SWE","2080033330",FALSE,TRUE,0,196,1,1.24682730053516,0.356747051504049
"544","G11311","SWE","2080033330",FALSE,TRUE,0,256,0.695652173913043,-0.331720315131155,0.753771995919846
"545","G11312","SWE","2080033330",TRUE,FALSE,0,196,1,1.24682730053516,0.356747051504049
"546","G11314","SWE","2080033330",FALSE,FALSE,0,225,1,1.24682730053516,0.548642441305018
"547","G11315","SWE","2080033330",FALSE,FALSE,0,324,1,1.24682730053516,1.20373359959108
"548","G11320","SWE","2080032950",FALSE,FALSE,0,49,0.538461538461538,-1.14701413860716,-0.615964062314653
"549","G11326","SWE","2080033330",TRUE,FALSE,0,74,0.58,-0.931568409084353,-0.450537002141404
"550","G11327","SWE","2080032020",FALSE,FALSE,0,49,0.4375,-1.67066695341955,-0.615964062314653
"551","G11330","SWE","2080032020",FALSE,FALSE,0,130,0.638071895424837,-0.630369438029742,-0.0799803873533272
"552","G11333","SWE","2080032950",FALSE,FALSE,0,64,0.421052631578947,-1.75597380295038,-0.516707826210704
"553","G11334","SWE","2080032020",TRUE,FALSE,0,196,0.736842105263158,-0.118082291958271,0.356747051504049
"554","G11335","SWE","2080032020",FALSE,FALSE,0,81,0.818181818181818,0.303798854812426,-0.404217425292895
"555","G11341","SWE","2080032670",FALSE,FALSE,0,100,0.769230769230769,0.0499065809639978,-0.278492859561226
"556","G11342","SWE","2080032970",FALSE,FALSE,0,25,0.333333333333333,-2.21094366711486,-0.774774040080972
"557","G11346","SWE","2080033330",TRUE,FALSE,0,25,0.161290322580645,-3.10327165876648,-0.774774040080972
"558","G11347","SWE","2080033330",FALSE,FALSE,0,256,0.592592592592593,-0.866254957473187,0.753771995919846
"559","G11348","SWE","2080033330",FALSE,FALSE,0,225,0.681818181818182,-0.403472479479624,0.548642441305018
"560","G11352","SWE","2080033330",FALSE,FALSE,0,576,0.923076923076923,0.847853727344771,2.87123836613743
"561","G11354","SWE","2080033330",FALSE,TRUE,0,625,0.925925925925926,0.862630526351822,3.195475404077
"562","G11356","SWE","2080033330",FALSE,FALSE,0,576,0.923076923076923,0.847853727344771,2.87123836613743
"563","G11359","SWE","2080033330",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"564","G11364","SWE","2080033330",FALSE,FALSE,0,100,0.384615384615385,-1.94496128498794,-0.278492859561226
"565","G11367","SWE","2080033330",FALSE,TRUE,0,196,0.411764705882353,-1.80414708268545,0.356747051504049
"566","G11368","SWE","2080031960",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"567","G11370","SWE","2080033410",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"568","G11372","SWE","2080033400",TRUE,FALSE,0,289,0.708333333333333,-0.265947497811725,0.972135715348535
"569","G11373","SWE","2080033410",FALSE,FALSE,0,324,0.642857142857143,-0.605550003563066,1.20373359959108
"570","G11374","SWE","2080033400",TRUE,TRUE,0,361,0.791666666666667,0.166273873144527,1.44856564864749
"571","G11375","SWE","2080033400",FALSE,FALSE,0,361,0.730769230769231,-0.149580205631196,1.44856564864749
"572","G11376","SWE","2080033400",TRUE,FALSE,0,361,0.730769230769231,-0.149580205631196,1.44856564864749
"573","G11377","SWE","2080033400",FALSE,FALSE,0,400,0.714285714285714,-0.235074542743421,1.70663186251776
"574","G11383","SWE","2080032680",FALSE,FALSE,0,64,0.533333333333333,-1.17361237681986,-0.516707826210704
"575","G11385","SWE","2080031960",FALSE,FALSE,0,25,0.555555555555556,-1.05835334456485,-0.774774040080972
"576","G11386","SWE","2080031920",FALSE,FALSE,0,64,1,1.24682730053516,-0.516707826210704
"577","G11389","SWE","2080031920",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"578","G11394","SWE","2080031920",FALSE,FALSE,0,36,0.75,-0.0498368123335991,-0.701986133604742
"579","G11398","SWE","2080031920",FALSE,FALSE,0,64,1,1.24682730053516,-0.516707826210704
"580","G11411","SWE","2080033430",FALSE,FALSE,0,64,0.727272727272727,-0.167715368048941,-0.516707826210704
"581","G11414","SWE","2080033430",FALSE,FALSE,0,64,0.666666666666667,-0.482058183289852,-0.516707826210704
"582","G11415","SWE","2080033430",FALSE,FALSE,0,49,0.636363636363636,-0.639229590910307,-0.615964062314653
"583","G11419","SWE","2080031910",FALSE,FALSE,0,100,1,1.24682730053516,-0.278492859561226
"584","G11421","SWE","2080031910",FALSE,TRUE,0,81,1,1.24682730053516,-0.404217425292895
"585","G11422","SWE","2080031910",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"586","G11429","SWE","2080032970",FALSE,FALSE,0,100,0.666666666666667,-0.482058183289852,-0.278492859561226
"587","G11431","SWE","2080033320",FALSE,FALSE,0,64,0.421052631578947,-1.75597380295038,-0.516707826210704
"588","G11433","SWE","2080033470",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"589","G11440","SWE","2080033320",FALSE,FALSE,0,64,0.4,-1.86516657034986,-0.516707826210704
"590","G11447","SWE","2080032970",FALSE,FALSE,0,61,0.538461538461538,-1.14701413860716,-0.536559073431494
"591","G11454","SWE","2080033470",FALSE,FALSE,0,36,0.75,-0.0498368123335991,-0.701986133604742
"592","G11458","SWE","2080033400",FALSE,FALSE,0,121,0.423076923076923,-1.74547449839274,-0.139534129015697
"593","G11461","SWE","2080033400",FALSE,FALSE,0,36,0.666666666666667,-0.482058183289852,-0.701986133604742
"594","G11464","SWE","2080033450",FALSE,TRUE,0,196,0.451612903225806,-1.59746817285437,0.356747051504049
"595","G11465","SWE","2080033450",FALSE,FALSE,0,64,0.470588235294118,-1.49904964436339,-0.516707826210704
"596","G11469","SWE","2080033450",TRUE,TRUE,1,225,0.46875,-1.50858393931095,0.548642441305018
"597","G11472","SWE","2080033450",FALSE,TRUE,0,196,0.4375,-1.67066695341955,0.356747051504049
"598","G11473","SWE","2080033450",FALSE,FALSE,0,610,0.586229946524064,-0.899255816752972,3.09621916797305
"599","G11476","SWE","2080033450",FALSE,FALSE,0,144,0.666666666666667,-0.482058183289852,0.0126587663436921
"600","G11478","SWE","2080033450",FALSE,FALSE,0,98,0.619230769230769,-0.728091886757256,-0.291727024375086
"601","G11479","SWE","2080033450",FALSE,FALSE,0,144,0.666666666666667,-0.482058183289852,0.0126587663436921
"602","G11480","SWE","2080033450",FALSE,FALSE,0,164,0.530864197530864,-1.1864189359593,0.145000414482291
"603","G11483","SWE","2080033320",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"604","G11488","SWE","2080031750",FALSE,FALSE,0,81,0.9,0.728161655387655,-0.404217425292895
"605","G11489","SWE","2080031750",TRUE,FALSE,0,81,0.75,-0.0498368123335991,-0.404217425292895
"606","G11490","SWE","2080031750",FALSE,FALSE,0,64,0.8,0.209496010240152,-0.516707826210704
"607","G11491","SWE","2080033320",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"608","G11496","SWE","2080033320",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"609","G11497","SWE","2080033320",FALSE,FALSE,0,529,0.851851851851852,0.478433752168487,2.56023549301172
"610","G11498","SWE","2080033320",FALSE,FALSE,0,81,0.375,-1.99483298163673,-0.404217425292895
"611","G11499","SWE","2080033320",FALSE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"612","G11501","SWE","2080033320",FALSE,FALSE,0,81,0.375,-1.99483298163673,-0.404217425292895
"613","G11502","SWE","2080033320",FALSE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"614","G11503","SWE","2080033320",FALSE,FALSE,0,324,0.947368421052632,0.973845382036472,1.20373359959108
"615","G11511","SWE","2080033320",FALSE,FALSE,0,25,0.263157894736842,-2.57491955844644,-0.774774040080972
"616","G11525","SWE","2080031750",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"617","G11529","SWE","2080032600",FALSE,FALSE,0,121,0.611111111111111,-0.770205763927353,-0.139534129015697
"618","G11530","SWE","2080031750",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"619","G11532","SWE","2080031750",TRUE,TRUE,1,36,0.75,-0.0498368123335991,-0.701986133604742
"620","G11544","SWE","2080033470",FALSE,FALSE,0,25,0.5,-1.34650092520236,-0.774774040080972
"621","G11545","SWE","2080033470",FALSE,FALSE,0,81,0.333333333333333,-2.21094366711486,-0.404217425292895
"622","G11546","SWE","2080031750",TRUE,FALSE,0,196,0.933333333333333,0.901050203770156,0.356747051504049
"623","G11550","SWE","2080031750",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"624","G11552","SWE","2080031750",FALSE,FALSE,0,289,1,1.24682730053516,0.972135715348535
"625","G11553","SWE","2080031750",TRUE,TRUE,1,256,1,1.24682730053516,0.753771995919846
"626","G11555","SWE","2080031750",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"627","G11556","SWE","2080031750",TRUE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"628","G11557","SWE","2080031750",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"629","G11559","SWE","2080031750",TRUE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"630","G11560","SWE","2080031750",TRUE,FALSE,0,289,1,1.24682730053516,0.972135715348535
"631","G11567","SWE","2080031750",FALSE,FALSE,0,289,1,1.24682730053516,0.972135715348535
"632","G11569","SWE","2080033320",FALSE,FALSE,0,36,0.6,-0.827835280054853,-0.701986133604742
"633","G11576","SWE","2080031750",FALSE,FALSE,0,121,1,1.24682730053516,-0.139534129015697
"634","G11577","SWE","2080031750",FALSE,TRUE,0,121,1,1.24682730053516,-0.139534129015697
"635","G11581","SWE","2080031750",FALSE,TRUE,0,100,0.833333333333333,0.382384558622653,-0.278492859561226
"636","G11598","SWE","2080032670",FALSE,FALSE,0,100,0.769230769230769,0.0499065809639978,-0.278492859561226
"637","G11607","SWE","2080032680",FALSE,FALSE,0,169,0.684210526315789,-0.391064210456956,0.178085826516941
"638","G11636","SWE","2080031730",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"639","G11646","SWE","2080031730",FALSE,FALSE,0,49,0.583333333333333,-0.914279554246104,-0.615964062314653
"640","G11662","SWE","2080032610",FALSE,FALSE,0,25,0.714285714285714,-0.235074542743421,-0.774774040080972
"641","G11669","SWE","2080032600",FALSE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"642","G11678","SWE","2080033320",FALSE,FALSE,0,100,0.909090909090909,0.775313077673791,-0.278492859561226
"643","G11680","SWE","2080033320",FALSE,TRUE,0,121,1,1.24682730053516,-0.139534129015697
"644","G11684","SWE","2080033320",FALSE,FALSE,0,144,1,1.24682730053516,0.0126587663436921
"645","G11707","SWE","2080032600",FALSE,FALSE,0,49,0.388888888888889,-1.92279608647736,-0.615964062314653
"646","G11714","SWE","2080031630",FALSE,FALSE,0,121,1,1.24682730053516,-0.139534129015697
"647","G11716","SWE","2080031630",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"648","G11717","SWE","2080031630",FALSE,FALSE,0,121,1,1.24682730053516,-0.139534129015697
"649","G11719","SWE","2080032600",TRUE,FALSE,0,576,0.96,1.03936104247616,2.87123836613743
"650","G11727","SWE","2080033320",FALSE,FALSE,0,25,0.555555555555556,-1.05835334456485,-0.774774040080972
"651","G11746","SWE","2080031740",FALSE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"652","G11750","SWE","2080031740",FALSE,FALSE,0,36,0.6,-0.827835280054853,-0.701986133604742
"653","G11764","SWE","2080032500",TRUE,FALSE,0,25,0.384615384615385,-1.94496128498794,-0.774774040080972
"654","G118","HUN","2080008490",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"655","G11806","SWE","2080032600",FALSE,FALSE,0,289,0.894736842105263,0.700863463537787,0.972135715348535
"656","G11825","SWE","2080031740",FALSE,FALSE,0,25,0.555555555555556,-1.05835334456485,-0.774774040080972
"657","G11828","SWE","2080032410",FALSE,FALSE,0,117,0.5375,-1.15200130827204,-0.166002458643417
"658","G11842","SWE","2080031740",FALSE,FALSE,0,130,0.551983173076923,-1.07688206519479,-0.0799803873533272
"659","G11843","SWE","2080032600",TRUE,FALSE,0,529,0.851851851851852,0.478433752168487,2.56023549301172
"660","G11845","SWE","2080031740",FALSE,FALSE,0,36,0.6,-0.827835280054853,-0.701986133604742
"661","G11850","SWE","2080031740",FALSE,FALSE,0,85,0.546153846153846,-1.10711678128812,-0.377749095665175
"662","G11853","SWE","2080031740",FALSE,FALSE,0,106,0.582417582417582,-0.919029239641227,-0.238790365119646
"663","G11855","SWE","2080033320",FALSE,FALSE,0,25,0.454545454545455,-1.58225803663304,-0.774774040080972
"664","G11864","SWE","2080032410",FALSE,FALSE,0,81,0.473684210526316,-1.4829918844517,-0.404217425292895
"665","G11870","SWE","2080032670",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"666","G11874","SWE","2080032650",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"667","G11877","SWE","2080032680",FALSE,FALSE,0,218,0.491125,-1.3925325012092,0.502322864456508
"668","G11880","SWE","2080033320",FALSE,TRUE,0,36,0.666666666666667,-0.482058183289852,-0.701986133604742
"669","G11891","SWE","2080031740",FALSE,FALSE,0,36,0.75,-0.0498368123335991,-0.701986133604742
"670","G11897","SWE","2080031740",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"671","G11899","SWE","2080032600",FALSE,FALSE,0,625,0.925925925925926,0.862630526351822,3.195475404077
"672","G11912","SWE","2080032420",FALSE,FALSE,0,25,0.384615384615385,-1.94496128498794,-0.774774040080972
"673","G11923","SWE","2080032420",FALSE,FALSE,0,25,0.454545454545455,-1.58225803663304,-0.774774040080972
"674","G11924","SWE","2080031740",FALSE,FALSE,0,49,0.875,0.598495244100779,-0.615964062314653
"675","G11931","SWE","2080031740",TRUE,TRUE,1,169,0.866666666666667,0.555273107005154,0.178085826516941
"676","G11933","SWE","2080032680",FALSE,FALSE,0,81,1,1.24682730053516,-0.404217425292895
"677","G11955","SWE","2080032600",FALSE,TRUE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"678","G11959","SWE","2080032970",FALSE,FALSE,0,49,0.411764705882353,-1.80414708268545,-0.615964062314653
"679","G11971","SWE","2080032600",FALSE,FALSE,0,81,0.6,-0.827835280054853,-0.404217425292895
"680","G11976","SWE","2080031740",FALSE,FALSE,0,49,0.777777777777778,0.0942369779851517,-0.615964062314653
"681","G11979","SWE","2080032670",FALSE,FALSE,0,121,0.916666666666667,0.814605929578905,-0.139534129015697
"682","G11986","SWE","2080032680",FALSE,FALSE,0,36,0.315789473684211,-2.30193763994776,-0.701986133604742
"683","G11987","SWE","2080031490",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"684","G11995","SWE","2080033320",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"685","G12003","SWE","2080031740",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"686","G12013","SWE","2080033320",FALSE,FALSE,0,81,1,1.24682730053516,-0.404217425292895
"687","G12027","SWE","2080032670",FALSE,FALSE,0,81,1,1.24682730053516,-0.404217425292895
"688","G12038","SWE","2080031490",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"689","G12039","SWE","2080032650",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"690","G12047","SWE","2080031490",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"691","G12050","SWE","2080031490",FALSE,FALSE,0,64,0.666666666666667,-0.482058183289852,-0.516707826210704
"692","G12051","SWE","2080031490",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"693","G12058","SWE","2080033320",FALSE,FALSE,0,64,1,1.24682730053516,-0.516707826210704
"694","G12076","SWE","2080033320",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"695","G12077","SWE","2080033320",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"696","G12083","SWE","2080033320",FALSE,FALSE,0,64,1,1.24682730053516,-0.516707826210704
"697","G12096","SWE","2080033320",FALSE,FALSE,0,64,0.888888888888889,0.670532139260154,-0.516707826210704
"698","G12111","SWE","2080031490",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"699","G12122","SWE","2080032670",FALSE,TRUE,0,81,1,1.24682730053516,-0.404217425292895
"700","G12141","SWE","2080033320",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"701","G12145","SWE","2080032600",FALSE,FALSE,0,576,0.923076923076923,0.847853727344771,2.87123836613743
"702","G12154","SWE","2080031470",FALSE,FALSE,0,64,1,1.24682730053516,-0.516707826210704
"703","G12156","USA","7080008710",FALSE,FALSE,0,256,0.941176470588235,0.941729862213097,0.753771995919846
"704","G12157","USA","7080008710",TRUE,FALSE,0,676,1,1.24682730053516,3.53294660683043
"705","G12165","USA","7080008710",FALSE,FALSE,0,81,1,1.24682730053516,-0.404217425292895
"706","G12176","USA","7080008710",FALSE,FALSE,0,400,0.952380952380952,0.999843659988728,1.70663186251776
"707","G12178","USA","7080008710",TRUE,FALSE,0,576,0.923076923076923,0.847853727344771,2.87123836613743
"708","G12179","USA","7080008710",FALSE,FALSE,0,400,1,1.24682730053516,1.70663186251776
"709","G12180","USA","7080008710",TRUE,FALSE,0,400,1,1.24682730053516,1.70663186251776
"710","G12181","USA","7080008710",TRUE,FALSE,0,400,1,1.24682730053516,1.70663186251776
"711","G12182","USA","7080008710",FALSE,FALSE,0,361,1,1.24682730053516,1.44856564864749
"712","G12183","USA","7080008710",FALSE,FALSE,0,361,1,1.24682730053516,1.44856564864749
"713","G12184","USA","7080008710",FALSE,FALSE,0,361,1,1.24682730053516,1.44856564864749
"714","G12185","USA","7080008710",TRUE,FALSE,0,361,1,1.24682730053516,1.44856564864749
"715","G12186","USA","7080008710",FALSE,FALSE,0,676,1,1.24682730053516,3.53294660683043
"716","G12187","USA","7080008710",FALSE,FALSE,0,64,0.8,0.209496010240152,-0.516707826210704
"717","G12188","USA","7080008710",FALSE,FALSE,0,64,0.888888888888889,0.670532139260154,-0.516707826210704
"718","G12189","USA","7080008710",FALSE,FALSE,0,100,1,1.24682730053516,-0.278492859561226
"719","G12190","USA","7080008710",FALSE,FALSE,0,81,0.9,0.728161655387655,-0.404217425292895
"720","G12191","USA","7080008710",FALSE,FALSE,0,81,0.9,0.728161655387655,-0.404217425292895
"721","G12192","USA","7080008710",FALSE,FALSE,0,81,0.9,0.728161655387655,-0.404217425292895
"722","G12193","USA","7080008710",FALSE,TRUE,0,196,1,1.24682730053516,0.356747051504049
"723","G12195","USA","7080008710",TRUE,FALSE,0,625,1,1.24682730053516,3.195475404077
"724","G12196","USA","7080008710",FALSE,FALSE,0,625,0.961538461538462,1.04734051393996,3.195475404077
"725","G12198","USA","7080008710",FALSE,TRUE,0,625,0.961538461538462,1.04734051393996,3.195475404077
"726","G12786","ESP","2080016960",TRUE,TRUE,1,221,0.956709956709957,1.02229671822022,0.522174111677298
"727","G12787","ESP","2080016960",FALSE,FALSE,0,198,0.964285714285714,1.06158957012534,0.369981216317909
"728","G12788","ESP","2080016960",FALSE,FALSE,0,49,0.777777777777778,0.0942369779851517,-0.615964062314653
"729","G12789","ESP","2080016960",FALSE,FALSE,0,49,1,1.24682730053516,-0.615964062314653
"730","G12790","ESP","2080016960",FALSE,FALSE,0,257,0.934583934583935,0.907536642814809,0.760389078326776
"731","G12791","ESP","2080016960",FALSE,TRUE,0,257,0.934583934583935,0.907536642814809,0.760389078326776
"732","G12792","ESP","2080016960",FALSE,FALSE,0,246,0.967948717948718,1.08058831170583,0.687601171850547
"733","G12793","ESP","2080016960",TRUE,FALSE,0,162,0.9,0.728161655387655,0.131766249668431
"734","G12794","ESP","2080016960",FALSE,FALSE,0,181,0.962732919254658,1.05353575575969,0.2574908154001
"735","G12795","ESP","2080016960",FALSE,FALSE,0,198,0.964285714285714,1.06158957012534,0.369981216317909
"736","G128","HUN","2080008490",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"737","G131","HUN","2080008490",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"738","G133","HUN","2080008490",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"739","G1331","USA","7080047060",TRUE,FALSE,0,49,0.368421052631579,-2.02895572144907,-0.615964062314653
"740","G134","HUN","2080008490",FALSE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"741","G140","HUN","2080008490",FALSE,FALSE,0,25,0.833333333333333,0.382384558622653,-0.774774040080972
"742","G143","HUN","2080008490",FALSE,FALSE,0,25,0.714285714285714,-0.235074542743421,-0.774774040080972
"743","G144","HUN","2080008490",FALSE,FALSE,0,25,0.714285714285714,-0.235074542743421,-0.774774040080972
"744","G145","HUN","2080008490",TRUE,FALSE,0,36,0.857142857142857,0.505876378895868,-0.701986133604742
"745","G146","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"746","G147","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"747","G148","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"748","G149","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"749","G150","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"750","G151","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"751","G152","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"752","G153","USA","7080047060",FALSE,FALSE,0,256,1,1.24682730053516,0.753771995919846
"753","G154","AUS","5080070220",TRUE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"754","G155","AUS","5080070220",FALSE,FALSE,0,85,0.88034188034188,0.626201742239,-0.377749095665175
"755","G156","AUS","5080070220",FALSE,FALSE,0,85,0.932692307692308,0.897725423993569,-0.377749095665175
"756","G157","AUS","5080070220",FALSE,FALSE,0,85,0.88034188034188,0.626201742239,-0.377749095665175
"757","G158","AUS","5080070230",FALSE,FALSE,0,25,1,1.24682730053516,-0.774774040080972
"758","G159","AUS","5080070260",TRUE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"759","G160","AUS","5080070260",FALSE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"760","G161","AUS","5080070250",FALSE,FALSE,0,85,0.88034188034188,0.626201742239,-0.377749095665175
"761","G162","AUS","5080070250",FALSE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"762","G163","AUS","5080070230",FALSE,FALSE,0,125,1,1.24682730053516,-0.113065799387977
"763","G164","AUS","5080070250",FALSE,FALSE,0,85,0.932692307692308,0.897725423993569,-0.377749095665175
"764","G165","AUS","5080070250",TRUE,FALSE,0,100,0.885714285714286,0.654066563223726,-0.278492859561226
"765","G166","AUS","5080070260",FALSE,FALSE,0,85,0.88034188034188,0.626201742239,-0.377749095665175
"766","G167","AUS","5080070260",FALSE,FALSE,0,106,0.935714285714286,0.913399385797477,-0.238790365119646
"767","G168","AUS","5080070260",TRUE,TRUE,1,136,1,1.24682730053516,-0.0402778929117475
"768","G169","AUS","5080070260",FALSE,FALSE,0,50,0.857142857142857,0.505876378895868,-0.609346979907723
"769","G170","AUS","5080070260",FALSE,FALSE,0,61,0.863636363636364,0.539555966243109,-0.536559073431494
"770","G171","AUS","5080070260",FALSE,FALSE,0,50,1,1.24682730053516,-0.609346979907723
"771","G172","AUS","5080070340",FALSE,FALSE,0,85,0.932692307692308,0.897725423993569,-0.377749095665175
"772","G173","AUS","5080070340",FALSE,FALSE,0,100,0.885714285714286,0.654066563223726,-0.278492859561226
"773","G1736","USA","7080047060",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
"774","G174","AUS","5080070340",FALSE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"775","G175","AUS","5080070360",FALSE,FALSE,0,136,1,1.24682730053516,-0.0402778929117475
"776","G1752","USA","7080014930",FALSE,FALSE,0,36,1,1.24682730053516,-0.701986133604742
